VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
BHRAKA,83,0,0,0,0,0,0,0
CHAME,274,0,5,0,0,0,0,0
DHARAPANI,220,0,12,0,0,0,0,0
FU,36,0,0,0,0,0,0,0
GHYARU,33,0,0,0,0,0,0,0
KHANGSAR,58,0,0,0,0,0,0,0
MANANG,128,1,1,0,0,0,0,1
NAR,86,0,0,0,0,0,0,0
NGAWAL,73,0,0,0,0,0,0,0
PISANG,105,0,0,0,0,0,0,0
TACHAI BAGARCHHAP,115,1,0,0,0,0,0,4
TANKI MANANG,110,0,0,0,0,0,0,0
THOCHE,97,0,5,0,0,0,0,0
TOTAL,1418,2,23,0,0,0,0,5
