VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
AAGLUNG,279,415,399,12,0,0,0,9,121,0,3,0,0,0,7
AMAR ARBATHOK,10,448,352,89,214,2,1,11,411,2,22,0,1,10,18
AMARPUR,227,612,550,60,1,3,0,1,391,0,4,0,0,0,1
ANPCHAUR,80,823,749,341,301,14,3,12,701,2,14,6,1,20,12
ARBANI,100,483,329,171,74,4,0,18,391,0,0,0,0,0,0
ARJAI,53,524,494,59,0,1,0,6,424,0,1,2,0,0,9
ARKHALE,97,1305,1078,447,319,27,14,26,1094,0,51,5,3,2,37
ARKHAWANG,24,275,272,19,0,1,1,5,197,0,0,0,0,0,11
ARLANGKOT,36,407,366,18,76,1,1,0,366,0,1,0,0,0,12
ASLEWA,118,643,492,269,280,14,7,41,582,0,12,1,0,5,8
BADAGAUN,206,1485,1282,508,196,8,14,29,1137,0,20,2,1,10,38
BANJHAKATERI,97,629,596,12,0,0,0,2,363,0,3,0,0,0,58
BALETAKSAR,40,1039,907,594,564,53,22,35,942,4,74,11,5,22,13
BALITHUM,80,722,558,98,201,6,0,6,627,0,15,0,1,2,57
BAMGHA,150,696,561,238,219,9,1,5,622,1,29,0,1,0,9
BHARSE,59,353,276,117,6,2,0,0,276,0,5,0,1,0,8
BHURTUNG,98,721,565,254,20,7,3,2,586,0,0,1,0,0,45
BIRBAS,78,1006,789,510,406,16,10,2,875,4,77,9,0,27,4
BISUKHARKA,87,450,346,188,115,3,1,22,383,0,3,0,1,0,0
CHHAPAHILE,96,542,502,35,0,0,0,1,300,0,1,0,0,0,22
DARLAMCHAUR,118,543,514,56,4,1,0,7,287,1,8,0,1,0,6
DARBAR DEVISTHAN,92,1137,902,610,457,21,27,17,1013,5,44,5,1,14,24
DARLING,165,427,388,6,0,0,0,0,230,0,1,0,0,0,9
