VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
AAGLUNG,3178,1450,1728,2031,1092,939,33,18,15,1114,340,774,0,0,0,63.90811831340466,75.3103448275862,54.34027777777778
AMAR ARBATHOK,1771,726,1045,1330,626,704,20,9,11,420,90,330,1,1,0,75.09881422924902,86.22589531680441,67.36842105263158
AMARPUR,3189,1390,1799,1808,856,952,94,60,34,1286,474,812,1,0,1,56.69488867983694,61.58273381294964,52.918287937743195
ANPCHAUR,3492,1429,2063,2704,1244,1460,17,7,10,771,178,593,0,0,0,77.43413516609394,87.05388383484954,70.77072224915172
ARBANI,2523,1079,1444,1844,851,993,62,36,26,617,192,425,0,0,0,73.0875941339675,78.8693234476367,68.76731301939058
ARJAI,2408,1009,1399,1722,811,911,51,23,28,634,175,459,1,0,1,71.51162790697676,80.37661050545094,65.11794138670479
ARKHALE,5557,2291,3266,4007,1890,2117,121,52,69,1426,347,1079,3,2,1,72.10725211445023,82.49672632038411,64.81935088793631
ARKHAWANG,1367,598,769,1016,498,518,16,7,9,334,93,241,1,0,1,74.32333577176298,83.27759197324414,67.36020806241872
ARLANGKOT,1901,832,1069,1463,701,762,59,16,43,379,115,264,0,0,0,76.95949500263019,84.2548076923077,71.28157156220767
ASLEWA,2705,1063,1642,2077,923,1154,24,14,10,602,125,477,2,1,1,76.7837338262477,86.82972718720602,70.28014616321559
BADAGAUN,7209,3014,4195,5318,2495,2823,70,38,32,1820,480,1340,1,1,0,73.76889998612846,82.78035832780358,67.29439809296782
BANJHAKATERI,3087,1350,1737,2066,1028,1038,102,56,46,918,265,653,1,1,0,66.9258179462261,76.14814814814815,59.758203799654574
BALETAKSAR,3917,1685,2232,2999,1451,1548,64,34,30,850,199,651,4,1,3,76.56369670666326,86.11275964391692,69.35483870967742
BALITHUM,3501,1395,2106,2477,1115,1362,82,30,52,940,249,691,2,1,1,70.7512139388746,79.92831541218638,64.67236467236467
BAMGHA,3169,1301,1868,2160,973,1187,193,66,127,816,262,554,0,0,0,68.1603029346797,74.78862413528056,63.54389721627409
BHARSE,1503,574,929,1090,493,597,49,22,27,364,59,305,0,0,0,72.52162341982701,85.88850174216029,64.26264800861141
BHURTUNG,3466,1454,2012,2488,1203,1285,45,20,25,933,231,702,0,0,0,71.78303519907675,82.7372764786795,63.866799204771375
BIRBAS,4120,1610,2510,3241,1402,1839,48,19,29,831,189,642,0,0,0,78.66504854368932,87.0807453416149,73.26693227091633
BISUKHARKA,2161,913,1248,1517,725,792,71,28,43,573,160,413,0,0,0,70.19898195279963,79.40854326396494,63.46153846153846
CHHAPAHILE,2875,1284,1591,1847,916,931,100,44,56,928,324,604,0,0,0,64.24347826086957,71.33956386292834,58.5166561910748
DARLAMCHAUR,2470,1002,1468,1521,702,819,71,30,41,878,270,608,0,0,0,61.578947368421055,70.05988023952095,55.79019073569482
DARBAR DEVISTHAN,4671,1911,2760,3533,1655,1878,78,37,41,1058,217,841,2,2,0,75.63690858488546,86.60387231815804,68.04347826086956
DARLING,2788,1185,1603,1677,809,868,57,26,31,1053,349,704,1,1,0,60.150645624103305,68.27004219409282,54.14847161572053
DAUNGHA,2513,985,1528,1891,820,1071,17,6,11,605,159,446,0,0,0,75.24870672502985,83.24873096446701,70.09162303664922
GHAMIR,3175,1353,1822,2072,987,1085,10,4,6,1092,362,730,1,0,1,65.25984251968504,72.9490022172949,59.54994511525796
BASTU,2597,1078,1519,1942,915,1027,14,9,5,641,154,487,0,0,0,74.77859068155564,84.87940630797773,67.61026991441737
BHANBHANE,2856,1213,1643,1884,925,959,60,24,36,911,263,648,1,1,0,65.96638655462185,76.25721352019785,58.36883749239197
NAYAGAUN,3855,1545,2310,2743,1270,1473,87,39,48,1018,233,785,7,3,4,71.15434500648509,82.20064724919094,63.76623376623377
DHURKOT RAJASTHAL,2805,1146,1659,1962,927,1035,46,15,31,796,203,593,1,1,0,69.94652406417113,80.89005235602095,62.38698010849909
DIGAM,4074,1675,2399,3087,1420,1667,84,38,46,903,217,686,0,0,0,75.77319587628865,84.77611940298507,69.48728636932056
DIBRUNG,1876,790,1086,1419,667,752,32,20,12,425,103,322,0,0,0,75.63965884861408,84.43037974683544,69.24493554327809
DOHALI,3631,1518,2113,2247,1019,1228,84,51,33,1299,448,851,1,0,1,61.88377857339575,67.12779973649539,58.11642214860389
DUBICHAUR,2374,927,1447,1653,743,910,24,12,12,697,172,525,0,0,0,69.62931760741364,80.15102481121899,62.88873531444368
FOKSING,2389,1032,1357,1746,854,892,68,27,41,573,151,422,2,0,2,73.08497279196317,82.75193798449612,65.73323507737656
GAUNDAKOT,2323,922,1401,1928,849,1079,21,12,9,371,60,311,3,1,2,82.99612569952647,92.08242950108459,77.01641684511064
GWAGHA,2120,878,1242,1499,718,781,17,5,12,604,155,449,0,0,0,70.70754716981132,81.77676537585421,62.88244766505636
GWADI,2295,877,1418,1783,756,1027,13,3,10,499,118,381,0,0,0,77.69063180827887,86.20296465222349,72.425952045134
HADAHADE,3357,1364,1993,2403,1138,1265,94,31,63,858,194,664,2,1,1,71.58176943699732,83.43108504398828,63.472152533868545
HANSARA,2618,1083,1535,1981,910,1071,4,3,1,630,168,462,3,2,1,75.66844919786097,84.0258541089566,69.77198697068404
HARDINETA,3770,1486,2284,2805,1253,1552,27,11,16,938,222,716,0,0,0,74.40318302387267,84.32032301480484,67.95096322241682
HAREWA,1693,704,989,1309,625,684,15,5,10,369,74,295,0,0,0,77.31836975782635,88.7784090909091,69.16076845298281
HARMICHAUR,2196,979,1217,1723,843,880,34,14,20,438,121,317,1,1,0,78.46083788706738,86.10827374872318,72.30895645028758
HARRACHAUR,1658,705,953,1329,652,677,25,5,20,304,48,256,0,0,0,80.1568154402895,92.48226950354609,71.03882476390346
HASTICHAUR,6103,2477,3626,4132,1954,2178,35,12,23,1936,511,1425,0,0,0,67.70440766835982,78.88574888978603,60.066188637617216
HAWANGDI,1785,769,1016,1003,495,508,185,100,85,597,174,423,0,0,0,56.19047619047619,64.36931079323797,50
HUNGA,2966,1165,1801,2067,924,1143,97,44,53,797,197,600,5,0,5,69.68981793661497,79.31330472103004,63.464741810105494
ISMA RAJASTHAL,3208,1353,1855,2161,1017,1144,22,10,12,1025,326,699,0,0,0,67.36284289276809,75.16629711751663,61.671159029649594
JAISITHOK,2386,1006,1380,1674,822,852,70,27,43,642,157,485,0,0,0,70.15926236378877,81.70974155069582,61.73913043478261
JAYAKHANI,1146,495,651,830,398,432,56,28,28,260,69,191,0,0,0,72.42582897033158,80.4040404040404,66.3594470046083
JOHANG,3955,1647,2308,2924,1378,1546,54,28,26,972,240,732,5,1,4,73.93173198482933,83.66727383120825,66.9844020797227
JUNIYA,2585,1043,1542,1892,851,1041,86,39,47,606,153,453,1,0,1,73.19148936170212,81.5915627996165,67.50972762645915
JUVUNG,3517,1389,2128,2614,1202,1412,29,10,19,873,176,697,1,1,0,74.32470855843049,86.53707703383729,66.35338345864662
KHADGAKOT,3476,1478,1998,2507,1217,1290,71,20,51,897,241,656,1,0,1,72.12313003452245,82.34100135317998,64.56456456456456
KHARJYANG,3396,1369,2027,2512,1099,1413,31,19,12,852,250,602,1,1,0,73.96937573616019,80.27757487216947,69.7089294523927
KURGHA,2823,1176,1647,2046,959,1087,134,59,75,642,158,484,1,0,1,72.4760892667375,81.54761904761905,65.99878567091682
LIMGHA,2761,1154,1607,2085,982,1103,35,13,22,637,157,480,4,2,2,75.51611734878666,85.09532062391682,68.6372121966397
MALAGIRI,1880,820,1060,1122,563,559,37,17,20,716,240,476,5,0,5,59.680851063829785,68.65853658536587,52.735849056603776
MARBHUNG,3447,1522,1925,2162,1112,1050,140,66,74,1145,344,801,0,0,0,62.72120684653322,73.06176084099869,54.54545454545454
MUSIKOT,3628,1531,2097,2386,1136,1250,109,46,63,1133,349,784,0,0,0,65.76626240352812,74.19986936642718,59.60896518836433
MYAL POKHARI,1924,814,1110,1270,624,646,33,15,18,621,175,446,0,0,0,66.008316008316,76.65847665847666,58.198198198198206
NETA,2915,1264,1651,1911,918,993,87,41,46,916,305,611,1,0,1,65.55746140651802,72.62658227848101,60.14536644457904
PALLIKOT,2565,1037,1528,1936,889,1047,9,5,4,619,142,477,1,1,0,75.4775828460039,85.72806171648988,68.52094240837697
PARALMI,2597,1035,1562,1676,748,928,23,10,13,896,277,619,2,0,2,64.53600308047747,72.27053140096619,59.411011523687584
PAUDI AMARAYEE,3204,1388,1816,2353,1145,1208,130,66,64,721,177,544,0,0,0,73.43945068664169,82.492795389049,66.51982378854625
PIPALDHARA,2827,1220,1607,2017,994,1023,14,7,7,796,219,577,0,0,0,71.3477184294305,81.47540983606557,63.65899191039204
PURKOT DAHA,3368,1400,1968,2217,1036,1181,56,20,36,1095,344,751,0,0,0,65.82541567695962,74,60.010162601626014
PURTIGHAT,1840,790,1050,1447,705,742,45,18,27,348,67,281,0,0,0,78.6413043478261,89.24050632911393,70.66666666666667
RIMUWA,2206,889,1317,1693,759,934,33,15,18,480,115,365,0,0,0,76.74524025385313,85.37682789651294,70.91875474563402
RUPAKOT,3204,1266,1938,2368,1042,1326,31,11,20,805,213,592,0,0,0,73.90761548064918,82.30647709320695,68.42105263157895
RURU,3037,1347,1690,2413,1200,1213,85,31,54,538,116,422,1,0,1,79.45340796838985,89.086859688196,71.77514792899409
SHANTIPUR,3504,1510,1994,2715,1289,1426,30,16,14,759,205,554,0,0,0,77.48287671232876,85.36423841059603,71.51454363089267
SIMICHAUR,4675,1895,2780,3415,1584,1831,81,25,56,1179,286,893,0,0,0,73.04812834224599,83.58839050131927,65.86330935251799
SIRSENI,2918,1223,1695,1946,936,1010,41,19,22,930,268,662,1,0,1,66.6895133653187,76.53311529026982,59.587020648967545
TAMGHAS,13530,6288,7242,11742,5839,5903,251,97,154,1532,351,1181,5,1,4,86.78492239467849,92.85941475826972,81.51063242198288
THANPATI,2359,951,1408,1736,785,951,13,5,8,610,161,449,0,0,0,73.59050445103857,82.5446898002103,67.54261363636364
THULO LUMPEK,5541,2461,3080,4311,2120,2191,154,60,94,1074,280,794,2,1,1,77.80184082295615,86.14384396586753,71.13636363636363
TURANG,3583,1530,2053,2648,1262,1386,19,9,10,915,259,656,1,0,1,73.90454926039631,82.48366013071895,67.51095957135898
WAGLA,3187,1368,1819,2221,1049,1172,7,2,5,959,317,642,0,0,0,69.68936303733919,76.68128654970761,64.43100604727873
WAMITAKSAR,5660,2430,3230,4314,2042,2272,81,41,40,1265,347,918,0,0,0,76.21908127208481,84.03292181069959,70.3405572755418
INSTITUTIONAL,1143,1005,138,1093,974,119,19,12,7,31,19,12,0,0,0,95.62554680664917,96.91542288557214,86.23188405797102
