VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,46835,197632,86266,111366,4.219750186826092,77.46170285365372
ADGURI,935,3871,1580,2291,4.140106951871657,68.96551724137932
ARGHA,1318,5315,2271,3044,4.032625189681335,74.60578186596584
ARGHATOS,1055,4070,1674,2396,3.8578199052132702,69.86644407345575
ASURKOT,501,2263,971,1292,4.516966067864272,75.15479876160991
BALKOT,1026,4223,1715,2508,4.115984405458089,68.38118022328548
BANGI,1076,4410,1869,2541,4.098513011152416,73.55371900826447
WANGLA,1181,4637,1929,2708,3.926333615580017,71.23338257016249
BHAGAWATI,962,3858,1620,2238,4.01039501039501,72.38605898123325
CHHATRAGANJ,676,2634,1040,1594,3.896449704142012,65.24466750313677
CHIDIKA,809,3345,1406,1939,4.134734239802225,72.51160391954615
DHAKAWANG,1568,6768,2977,3791,4.316326530612245,78.52809285149037
DHANCHAUR,856,3804,1623,2181,4.44392523364486,74.41540577716643
DHARAPANI,1391,5837,2469,3368,4.196261682242991,73.30760095011877
DHATIWANG,426,1843,769,1074,4.326291079812207,71.60148975791434
DHIKURA,1009,4199,1796,2403,4.161546085232904,74.73990844777362
DIBHARNA,1573,6538,2782,3756,4.156389065479974,74.0681576144835
GOKHUNGA,763,3440,1489,1951,4.508519003931848,76.31983598154793
HANSAPUR,1866,7967,3459,4508,4.269560557341908,76.73025732031942
JUKENA,1435,6647,3123,3524,4.63205574912892,88.62088535754825
JALUKE,1242,6142,2792,3350,4.94524959742351,83.34328358208955
KEEMDADA,838,3246,1349,1897,3.873508353221957,71.11228255139694
KERUNGA,1118,4233,1733,2500,3.7862254025044724,69.32000000000001
KHANA,1094,4356,1796,2560,3.9817184643510055,70.15625
KHANCHIKOT,797,3225,1418,1807,4.04642409033877,78.47260653016048
KHANDAHA,900,3434,1414,2020,3.8155555555555556,70
KHIDIM,869,3474,1498,1976,3.997698504027618,75.80971659919028
KHILJI,800,3279,1384,1895,4.09875,73.03430079155673
MAIDAN,955,4288,1855,2433,4.490052356020942,76.24332100287711
MARENG,966,3923,1610,2313,4.061076604554866,69.60657155209684
NARPANI,896,3636,1570,2066,4.058035714285714,75.99225556631171
NUWAKOT,1602,6490,2715,3775,4.051186017478153,71.9205298013245
PALI,966,4219,1786,2433,4.367494824016563,73.40731607069462
PATAUTI,746,3147,1308,1839,4.218498659517426,71.12561174551387
PANENA,557,2363,979,1384,4.242369838420108,70.73699421965318
POKHARATHOK,800,3682,1564,2118,4.6025,73.84324834749764
SANDHIKHARKA,3821,13825,6666,7159,3.6181627846113584,93.11356334683614
SIDDHARA,1665,8684,4120,4564,5.215615615615616,90.27169149868537
SIMALPANI,1284,6110,2892,3218,4.758566978193146,89.86948415164699
SITAPUR,877,3836,1654,2182,4.374002280501711,75.80201649862511
SUBARNAKHAL,617,2833,1249,1584,4.591572123176661,78.8510101010101
THADA,2081,9121,4139,4982,4.382988947621336,83.07908470493778
THULAPOKHARA,909,3680,1497,2183,4.048404840484048,68.57535501603297
