VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
ARNAMALALPUR,388,1271,497,465,24,9,0,4,881,95,95,1040,4,2,72
ARNAMARAMPUR,141,567,413,446,5,2,1,2,521,2,47,333,0,0,5
ASANPUR,392,2081,824,1157,729,136,25,140,1458,88,360,1491,23,115,37
ASHOKPUR BALKAWA,332,592,178,231,3,13,0,5,476,8,67,389,7,10,6
AURAHI,254,742,520,83,0,1,0,2,259,2,75,624,4,1,14
AYODHYANAGAR,104,729,406,400,7,23,2,4,511,14,78,608,10,0,9
BADHARAMAL,939,2397,1133,1556,336,57,7,30,2022,28,194,1235,33,48,10
BARCHHAWA,196,508,197,213,25,10,3,4,353,90,73,384,1,3,33
BARIYARPATTI,238,668,452,163,12,5,0,10,440,21,62,545,29,1,0
BASTIPUR,246,909,350,429,12,13,1,6,593,34,60,777,11,7,3
BELAHA,123,861,478,650,46,27,6,50,705,28,183,625,5,13,52
BELHI,91,679,312,177,1,7,0,2,570,32,69,550,2,1,54
BETAUNA,138,841,248,445,4,7,0,4,713,21,62,637,1,0,13
BHADAIYA,140,873,318,352,18,20,1,4,707,51,42,763,8,4,4
BHAGWANPUR,193,541,224,179,17,3,1,2,306,79,55,460,23,5,1
BHAGAWATIPUR,152,708,268,234,25,7,1,2,583,20,89,517,24,0,5
BHAWANIPUR,216,863,588,428,0,12,0,6,711,40,98,606,5,1,13
BHAWANPUR KALABANZAR,201,539,218,298,11,13,3,6,396,118,57,453,2,3,0
BHOKRAHA,45,296,59,199,2,3,0,0,255,1,34,242,2,2,0
BISHNUPUR PRA.MA.,196,754,404,454,12,9,1,10,524,15,93,543,1,1,1
BISHNUPUR PRA.RA,230,784,309,425,2,8,1,0,706,6,50,477,74,0,6
BISHNUPURKATTI,476,1653,1117,416,9,15,1,14,900,13,105,991,8,3,56
BRAHMAGAUGHADI,65,571,270,314,70,15,1,5,450,6,61,507,6,1,40
CHANDRA AYODHYAPUR,422,879,385,409,55,25,3,17,706,33,93,688,12,5,6
CHANDRALALPUR,219,848,546,369,80,24,4,4,317,56,92,510,10,12,26
CHANDRODAYAPUR,119,904,586,277,21,12,1,6,543,47,67,626,7,1,100
CHATARI,85,394,48,231,4,6,0,6,378,4,30,102,13,1,6
CHIKANA,184,533,330,226,0,0,0,2,461,3,42,381,1,0,6
DEVIPUR,201,553,189,270,0,8,0,5,489,1,35,451,15,0,7
DHANGADI,419,1592,492,932,58,29,4,24,1208,65,188,955,13,14,57
DHODHANA,107,841,356,253,33,10,0,4,595,4,45,703,3,3,31
DUMARI,79,563,316,178,11,7,0,2,366,20,60,380,2,2,97
DURGAPUR,155,723,253,318,0,4,1,4,584,1,56,566,1,0,1
FULBARIYA,268,1631,961,685,61,9,1,21,1072,16,131,1108,16,3,43
FULKAHA KATI,239,1533,817,674,39,27,7,16,1107,130,123,1352,6,1,23
GADHA,74,698,223,281,2,6,0,2,370,25,39,465,4,3,106
GAURIPUR,35,455,367,146,2,1,0,1,424,6,41,400,0,2,30
GAUTARI,153,569,199,342,15,9,2,4,517,31,42,363,2,1,0
GOVINDAPUR MALAHANAMA,236,1062,443,411,0,6,0,3,747,68,73,800,4,1,22
GOVINDPUR TAREGANA,215,765,413,209,0,1,0,9,343,3,53,494,17,0,70
HAKPARA,138,640,407,329,11,8,0,4,439,4,93,513,1,2,39
HANUMANNAGAR,342,884,518,567,10,10,0,3,699,4,40,486,2,2,28
HANUMANNAGAR (PRA.DHA.),74,612,209,276,11,7,0,4,406,1,56,526,0,2,89
HARAKATTI,67,500,294,20,8,0,0,0,414,0,23,376,0,0,3
INARWA,462,1398,747,386,5,10,1,4,726,20,104,1127,8,5,91
ITARHAWA,147,603,94,192,6,3,1,6,331,5,38,361,22,0,9
ITARI PARSAHI,205,668,277,468,27,14,0,6,464,15,37,384,12,2,0
ITATAR,209,603,438,24,1,2,0,1,336,5,46,515,1,0,22
JAMADAHA,324,785,347,326,19,6,0,23,491,5,40,609,2,3,9
JANAKINAGAR,57,655,280,135,2,0,0,2,455,3,43,527,0,1,20
JIGHAUL,101,736,414,112,28,8,0,3,514,18,51,634,3,1,23
KABILASI,75,465,264,36,1,1,1,4,170,1,50,432,0,1,54
KACHANARI,232,760,291,89,9,3,0,9,553,31,87,606,32,1,24
KALYANPUR JABADI,347,1425,759,802,61,17,2,22,1072,68,145,984,16,5,9
KALYANPURKALABANZAR,181,432,121,217,0,5,0,4,397,10,29,303,3,0,4
KARJANHA,307,1082,472,569,5,10,0,7,997,96,104,638,20,2,14
KHARUKYANHI,101,712,220,43,28,5,0,1,329,2,56,648,2,0,16
KHIRAUNA,118,523,303,356,6,16,0,21,491,30,50,413,2,3,2
KRISHNAPUR BIRTA,61,639,394,118,0,5,0,2,433,2,67,563,5,0,36
KUSHAHALAXININIYA,125,544,158,194,12,6,2,4,263,6,44,423,5,2,0
LAGADI GADIYANI,279,707,363,209,12,6,1,5,618,3,78,439,3,0,4
LAGADIGOTH,165,448,193,165,0,0,0,2,392,19,23,301,1,0,1
LAHAN MUNICIPALITY,594,5827,2891,3517,1500,558,120,672,4586,359,1242,3648,97,395,58
LALPUR,116,634,334,260,4,1,0,8,384,60,46,535,2,0,12
LAXMINIYA,65,728,392,319,24,6,0,3,386,77,84,646,4,0,4
LAXMIPUR (PRA.MA.),119,605,222,293,4,9,1,18,550,28,49,316,6,1,4
LAXMIPUR PATARI,221,594,131,237,3,4,0,3,380,2,47,425,1,3,18
MADAR,298,1398,695,809,270,26,4,28,1163,52,203,1012,29,28,29
MAHADEWA PORTAHA,213,494,231,212,7,9,0,1,145,43,30,310,6,1,23
MAHANAUR,484,556,155,232,5,4,1,17,369,22,79,416,5,0,20
MAHESHPUR GAMHARIA,122,705,182,390,22,9,33,5,602,4,85,555,18,3,11
MAHESHPUR PATARI,341,407,195,188,3,5,1,2,274,6,52,273,3,2,5
MAJHAULIYA,144,709,252,369,1,9,0,3,541,3,52,533,3,1,5
MAJHAURA,230,708,346,205,8,4,1,4,440,52,71,635,14,2,8
