VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,RCC_WITH_PILLAR,WOODEN_PILLAR,OTHERS,NOT_STATED
AGRYOULI,383,1201,193,967,1,5
AMARAPURI,593,616,308,441,4,17
AMRAUT,356,309,8,240,1,7
BADAHARA DUBAULIYA,409,341,5,356,119,21
BAIDAULI,87,239,6,561,1,12
BANJARIYA,315,322,62,458,60,7
BENIMANIPUR,510,141,81,1221,8,10
BHARATIPUR,513,1,0,154,0,2
BHUJAHAWA,168,294,4,590,25,7
BULINGTAR,430,5,5,313,1,2
DADAJHERI TADI,397,0,0,23,0,2
DAWANNE DEVI,587,591,130,1493,125,24
DEDGAUN,687,32,2,27,0,2
DEURALI,1387,473,314,794,1,6
DEVACHULI,1125,199,25,104,0,5
DEVAGAWA,104,482,11,319,9,2
DHAUBADI,519,158,19,346,1,18
DHURKOT,409,27,13,509,8,14
DIBYAPURI,818,681,202,465,17,64
DUMKIBAS,444,561,336,1026,5,7
GAIDAKOT,1027,3703,2267,891,57,77
GAIRAMI,279,475,0,217,20,15
GUTHI PARSAUNI,57,300,13,861,1,16
GUTHISURYAPURA,34,241,13,531,0,8
HAKUI,245,463,61,205,52,18
HARPUR,304,513,55,133,72,9
HUPSEKOT,515,0,1,23,0,13
JAHADA,637,542,228,214,65,12
JAMUNIYA,517,479,203,446,39,14
JAUBARI,663,8,0,5,0,4
KAWASWOTI,382,1229,580,620,34,25
KOLHUWA,278,447,102,1073,24,12
KOTATHAR,470,1,0,32,0,0
KUDIYA,48,287,71,1371,3,9
KUMARWARTI,296,484,35,402,2,19
KUSMA,321,404,187,128,30,9
MAINAGHAT,501,36,25,173,0,1
MAKAR,834,2229,1120,1367,59,30
MANARI,188,388,126,362,4,6
MITHUKARAM,474,2,0,25,0,2
MUKUNDAPUR,632,1748,270,336,6,31
NARAM,492,9,0,1,0,0
NARAYANI,238,340,96,1296,4,17
NARSAHI,10,137,62,680,56,8
NAYA BELHANI,620,443,516,1297,3,6
PAKALIHAWA,81,389,36,1138,0,12
PALHI,185,456,51,120,126,1
PANCHANAGAR,433,789,326,590,6,12
PARSAUNI,92,309,27,945,3,12
PITHAULI,138,384,151,1158,17,3
PRAGATINAGAR,875,883,549,715,55,48
PRATAPPUR,66,267,72,849,0,4
RAJAHAR,671,904,226,597,14,14
RAKACHULI,630,43,1,136,3,6
RAKUWA,321,0,3,162,0,0
RAMGRAM MUNICIPALITY,1026,2505,415,755,230,41
RAMNAGAR,466,1830,385,565,2,67
RAMPUR KHADAUNA,141,247,11,303,0,15
RAMPURKHA,163,357,29,265,8,0
RATANAPUR,338,37,0,220,1,3
RUCHANG,539,0,0,2,0,0
RUPAULIYA,330,386,65,956,0,10
SANAI,350,452,35,205,120,4
SARAWAL,310,369,3,163,120,18
SHIVMANDIR,533,1804,1237,1663,100,58
SOMANI,158,318,14,635,2,16
SUKRAULI,196,469,33,239,40,0
SUNWAL,1154,2344,1253,1610,151,25
SWATHI,505,1005,236,329,15,12
TAMASARIYA,266,543,495,1087,26,9
THULO KHAIRATAWA,74,155,26,486,1,4
TILAKPUR,201,776,22,502,13,6
TRIBENISUSTA,122,374,368,1147,1,17
UPALLO ARKHALE,650,5,1,16,0,0
TOTAL,31317,39981,13825,40654,1971,1012
