VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,128793,643508,303675,339833,4.9964516705100435,89.36006803341641
AGRYOULI,2750,12923,5995,6928,4.699272727272727,86.53290993071595
AMARAPURI,1979,8762,4039,4723,4.427488630621526,85.51767944103325
AMRAUT,921,4953,2374,2579,5.37785016286645,92.05118262892594
BADAHARA DUBAULIYA,1251,7447,3665,3782,5.952837729816147,96.90639873083025
BAIDAULI,906,6004,3077,2927,6.626931567328918,105.12470105910488
BANJARIYA,1224,7419,3676,3743,6.061274509803922,98.20999198503874
BENIMANIPUR,1971,9324,4118,5206,4.730593607305936,79.10103726469458
BHARATIPUR,670,3189,1407,1782,4.759701492537314,78.95622895622895
BHUJAHAWA,1088,6470,3294,3176,5.946691176470588,103.71536523929473
BULINGTAR,756,3608,1624,1984,4.772486772486772,81.85483870967742
DADAJHERI TADI,422,2762,1298,1464,6.545023696682464,88.66120218579235
DAWANNE DEVI,2950,13536,6041,7495,4.588474576271186,80.60040026684456
DEDGAUN,750,3286,1412,1874,4.381333333333333,75.34685165421558
DEURALI,2975,15399,6861,8538,5.176134453781513,80.35839775122979
DEVACHULI,1458,7569,3372,4197,5.191358024691358,80.34310221586848
DEVAGAWA,927,5359,2626,2733,5.78101402373247,96.08488840102451
DHAUBADI,1061,5985,2702,3283,5.640904806786051,82.30277185501066
DHURKOT,980,5394,2553,2841,5.504081632653061,89.86272439281943
DIBYAPURI,2247,10059,4775,5284,4.4766355140186915,90.3671461014383
DUMKIBAS,2379,11050,4966,6084,4.644808743169399,81.62393162393163
GAIDAKOT,8022,33416,16257,17159,4.165544751932186,94.74328340812401
GAIRAMI,1006,6045,3008,3037,6.008946322067595,99.04511030622325
GUTHI PARSAUNI,1248,7833,4036,3797,6.2764423076923075,106.29444298130102
GUTHISURYAPURA,827,5473,2796,2677,6.617896009673519,104.44527456107583
HAKUI,1044,6316,3016,3300,6.049808429118774,91.39393939393939
HARPUR,1086,6148,2963,3185,5.661141804788214,93.0298273155416
HUPSEKOT,552,3681,1709,1972,6.668478260869565,86.6632860040568
JAHADA,1698,8459,3955,4504,4.981743227326266,87.81083481349911
JAMUNIYA,1698,9225,4413,4812,5.432862190812721,91.70822942643392
JAUBARI,680,3877,1730,2147,5.701470588235294,80.57755006986493
KAWASWOTI,2870,12410,5787,6623,4.32404181184669,87.37732145553375
KOLHUWA,1936,8798,3980,4818,4.544421487603306,82.6068908260689
KOTATHAR,503,3083,1445,1638,6.129224652087475,88.21733821733821
KUDIYA,1789,10058,4888,5170,5.622135271101174,94.54545454545455
KUMARWARTI,1238,5633,2525,3108,4.550080775444265,81.24195624195623
KUSMA,1079,6758,3270,3488,6.263206672845227,93.75
MAINAGHAT,736,3972,1744,2228,5.396739130434782,78.27648114901257
MAKAR,5639,24597,11241,13356,4.361943607022522,84.16442048517521
MANARI,1074,5782,2771,3011,5.383612662942272,92.0292261707074
MITHUKARAM,503,2441,1121,1320,4.852882703777336,84.92424242424242
MUKUNDAPUR,3023,13027,6254,6773,4.309295401918624,92.33722131994685
NARAM,502,3263,1441,1822,6.5,79.08891328210757
NARAYANI,1991,9047,4047,5000,4.54394776494224,80.94
NARSAHI,953,6015,2886,3129,6.311647429171039,92.23394055608821
NAYA BELHANI,2885,12288,5374,6914,4.259272097053726,77.72635232860861
PAKALIHAWA,1656,10454,5261,5193,6.31280193236715,101.30945503562488
PALHI,939,5622,2703,2919,5.987220447284345,92.60020554984584
PANCHANAGAR,2156,9820,4483,5337,4.554730983302412,83.9985010305415
PARSAUNI,1388,6324,2853,3471,4.556195965417867,82.19533275713052
PITHAULI,1851,8201,3733,4468,4.430578065910319,83.5496866606983
PRAGATINAGAR,3125,13856,6348,7508,4.43392,84.54981353223229
PRATAPPUR,1258,7401,3697,3704,5.883147853736089,99.8110151187905
RAJAHAR,2426,11119,5108,6011,4.583264633140973,84.97754117451339
RAKACHULI,819,4654,2087,2567,5.682539682539683,81.30112972341254
RAKUWA,486,2172,947,1225,4.469135802469136,77.3061224489796
RAMGRAM MUNICIPALITY,4972,25990,12807,13183,5.2272727272727275,97.14784191762118
RAMNAGAR,3315,15606,7103,8503,4.707692307692308,83.5352228625191
RAMPUR KHADAUNA,717,4498,2272,2226,6.273361227336123,102.06648697214735
RAMPURKHA,822,5003,2472,2531,6.086374695863747,97.66890557092059
RATANAPUR,599,3636,1659,1977,6.070116861435726,83.91502276176024
RUCHANG,541,3057,1398,1659,5.650646950092422,84.26763110307414
RUPAULIYA,1747,8576,3977,4599,4.908986834573555,86.47532072189607
SANAI,1166,7159,3543,3616,6.139794168096055,97.98119469026548
SARAWAL,983,5547,2728,2819,5.6429298067141405,96.77190493082654
SHIVMANDIR,5395,23254,10576,12678,4.310287303058387,83.42009780722512
SOMANI,1143,6771,3333,3438,5.923884514435696,96.9458987783595
SUKRAULI,977,5502,2705,2797,5.631525076765609,96.71076153021095
SUNWAL,6537,29217,13347,15870,4.469481413492428,84.10207939508506
SWATHI,2102,10626,4978,5648,5.055185537583254,88.13739376770539
TAMASARIYA,2426,10379,4572,5807,4.278235779060181,78.73256414671947
THULO KHAIRATAWA,746,4813,2500,2313,6.451742627345845,108.08473843493299
TILAKPUR,1520,7674,3597,4077,5.048684210526316,88.22663723325975
TRIBENISUSTA,2029,9762,4489,5273,4.81123706259241,85.13180352740376
UPALLO ARKHALE,672,4118,1830,2288,6.127976190476191,79.98251748251748
