VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
ARTHAR DADAKHARKA,695,6,0,0,2,0,0,0
BACHCHHA,438,3,3,0,0,0,0,0
BAHAKI THANTI,376,0,4,1,1,0,0,1
BAJUNG,1003,1,68,0,0,0,0,4
BALAKOT,267,4,0,0,0,0,0,1
BANOU,347,0,1,0,0,0,0,1
BASKHARKA,250,0,3,0,0,0,0,1
BEULIBAS,552,1,8,0,5,0,0,0
BHANGARA,439,1,1,0,0,0,0,0
BHOKSING,194,0,0,0,0,0,0,0
BHORLE,467,2,2,0,1,0,0,1
BHUKTANGLE,567,1,5,1,0,0,0,0
BIHADI BARACHAUR,464,1,1,0,7,0,0,4
BIHADI RANIPANI,544,2,2,2,0,0,0,1
BITALAWA PIPALTARI,616,1,2,0,3,0,0,1
CHITRE,427,0,1,1,0,0,0,6
CHUWA,386,1,44,0,2,0,0,0
DEUPURKOT,544,0,154,0,1,0,0,5
DEURALI,483,0,2,0,0,0,0,1
DHAIRING,820,2,61,0,8,1,0,4
DURLUNG,727,1,4,0,1,1,0,2
FALAMKHANI,211,1,0,0,0,0,0,0
FALEBAS DEVISTHAN,595,3,81,1,16,0,0,1
FULEBAS KHANIGAUN,442,0,23,0,3,0,0,5
HOSRANGDI,328,3,0,0,0,0,0,0
HUWAS,906,9,103,0,15,0,0,2
KARKINETA,439,0,12,0,0,0,0,0
KATUWA CHAUPARI,442,0,47,0,1,0,0,0
KHAULA LAKURI,550,3,1,0,1,0,0,0
KHURKOT,877,0,52,0,29,0,0,0
KURGHA,652,0,2,0,0,0,0,1
KYANG,515,2,0,0,0,0,0,0
LEKHFANT,658,4,3,2,0,0,0,0
LIMITHANA,369,0,0,1,0,0,0,1
LUNKHU DEURALI,485,0,21,0,0,0,0,0
MAJHPHANT MALLAJ,1304,11,765,0,9,2,1,8
MUDIKUWA,456,1,10,0,0,0,0,0
NAGLIWANG,643,1,32,0,4,0,1,2
PAKHAPANI,553,2,4,1,1,0,0,0
PAKUWA,557,0,7,0,0,0,0,1
PANG,1118,6,67,2,6,0,1,1
PANGRANG,482,1,0,0,1,0,0,0
RAMJA DEURALI,472,0,8,0,0,0,0,6
SALIGRAM,536,1,36,0,0,0,0,5
SALIJA,601,0,8,1,1,0,0,1
SARAUKHOLA,450,1,8,0,0,0,0,0
SHANKAR POKHARI,948,3,13,0,0,0,0,1
SHIVALAYA,744,57,2539,1,20,1,2,14
TAKLAK,307,0,3,1,0,0,0,0
THANA MAULO,341,0,0,0,0,0,0,0
THAPATHANA,670,2,17,0,0,0,0,2
THULI POKHARI,656,1,9,0,1,0,0,2
TILAHAR,998,2,174,0,8,16,1,2
TRIBENI,399,0,50,0,1,0,0,0
URAMPOKHARA,480,0,22,0,3,0,0,3
TOTAL,30790,141,4483,15,151,21,6,91
