VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
ALAMPU,411,1,0,0,0,0,0,1
BABARE,790,2,0,0,0,0,0,2
BHEDAPU,907,4,0,0,2,0,0,5
BHIMESHWOR MUNICIPALITY,4413,96,1535,0,1,3,13,15
BHIRKOT,598,0,1,0,0,0,0,3
BHUSAFEDA,514,1,0,0,0,0,0,4
BIGU,400,2,0,0,0,0,0,4
BOCHA,768,0,2,0,0,0,0,5
BULUNG,507,2,0,0,0,0,0,1
CHANKHU,343,0,0,0,1,0,0,3
CHHETRAPA,580,0,0,0,0,0,0,0
CHILANKHA,659,0,0,0,0,0,0,2
CHYAMA,603,0,0,0,1,1,0,2
DANDAKHARKA,938,5,0,0,0,0,0,3
TAMCHET DUDHPOKHARI,589,1,1,1,3,0,0,1
FASKU,1107,4,3,0,0,0,0,3
GAIRIMUDI,1125,2,0,0,1,0,0,1
GAURI SANKAR,283,1,0,0,0,0,1,2
GHYANG SUKATHOKAR,1016,4,6,0,0,0,0,6
HAWA,380,0,0,0,1,0,0,0
JAPHE,815,4,5,0,0,0,0,0
JHULE,541,1,0,0,1,0,0,4
JHYAKU,989,2,1,0,0,0,0,6
JIRI,1583,9,300,0,0,1,2,4
JUNGU,934,0,0,0,0,0,0,4
KABHRE,1141,2,43,0,0,0,1,4
KALINCHOWK,533,4,0,0,1,0,0,3
KATAKUTI,931,1,18,0,1,0,1,3
KHARE,426,2,0,0,0,0,0,4
KHOPACHAGU,468,0,3,0,0,0,0,5
LADUK,888,4,30,0,0,1,0,5
LAKURIDANDA,920,2,2,0,0,0,0,0
LAMABAGAR,522,4,8,0,0,0,1,1
LAMIDANDA,994,1,49,0,0,0,0,1
LAPILANG,1196,4,2,0,3,0,0,1
MAGAPAUWA,779,0,0,0,0,0,0,1
MALI,689,2,1,0,1,0,0,0
MALU,575,2,6,0,0,0,0,1
MARBU,328,0,0,0,0,0,0,3
MELUNG,820,0,4,0,11,0,0,1
MIRGE,862,1,3,0,13,0,0,0
NAMDU,1284,2,9,0,3,0,0,2
ORANG,488,0,0,0,0,0,0,0
PAWATI,1083,3,7,0,8,1,1,6
SAHARE,692,2,14,0,1,91,0,0
SAILUNGESWOR,982,3,2,0,0,0,0,4
SUNKHANI,1178,7,2,0,1,0,0,6
SUNDRAWATI,674,0,1,0,0,0,0,2
SURI,726,1,3,0,0,0,0,4
SUSPA KSHYAMAWATI,855,0,2,0,3,0,2,2
SYAMA,438,0,0,0,0,0,0,2
THULOPATAL,816,0,2,0,3,1,0,0
TOTAL,43081,188,2065,1,60,99,22,142
