VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
ALAMPU,8,3,395,1,2,0,1,3
BABARE,70,34,684,0,3,0,0,3
BHEDAPU,68,525,291,4,16,0,9,5
BHIMESHWOR MUNICIPALITY,300,3424,952,1350,8,0,9,33
BHIRKOT,39,171,384,4,0,0,1,3
BHUSAFEDA,75,281,158,1,0,0,1,3
BIGU,5,4,251,0,136,0,0,10
BOCHA,7,636,112,8,3,0,2,7
BULUNG,12,105,381,3,8,0,0,1
CHANKHU,2,51,110,1,180,0,0,3
CHHETRAPA,29,250,295,2,0,0,3,1
CHILANKHA,10,9,589,0,40,1,10,2
CHYAMA,26,227,354,0,0,0,0,0
DANDAKHARKA,212,617,101,1,11,0,3,1
TAMCHET DUDHPOKHARI,21,125,413,0,31,1,3,2
FASKU,17,527,558,1,8,0,2,4
GAIRIMUDI,28,53,1026,2,1,2,10,7
GAURI SANKAR,1,23,25,3,234,0,0,1
GHYANG SUKATHOKAR,41,671,293,0,17,0,2,8
HAWA,59,75,239,0,2,0,6,0
JAPHE,114,149,546,6,0,0,9,0
JHULE,67,185,286,0,0,0,6,3
JHYAKU,5,134,769,0,76,1,3,10
JIRI,44,948,783,31,79,0,2,12
JUNGU,45,182,686,2,0,0,0,23
KABHRE,6,267,829,75,4,0,6,4
KALINCHOWK,11,17,315,4,188,0,2,4
KATAKUTI,8,581,345,10,2,1,2,6
KHARE,70,41,257,0,57,0,0,7
KHOPACHAGU,14,4,444,2,5,0,0,7
LADUK,13,159,736,2,9,0,3,6
LAKURIDANDA,13,765,119,6,4,0,17,0
LAMABAGAR,11,67,277,0,171,1,7,2
LAMIDANDA,47,177,808,9,0,0,1,3
LAPILANG,95,156,848,1,100,0,3,3
MAGAPAUWA,9,618,151,0,1,0,0,1
MALI,52,133,433,3,72,0,0,0
MALU,84,191,304,4,0,0,1,0
MARBU,5,42,58,0,223,0,0,3
MELUNG,107,436,288,4,0,0,0,1
MIRGE,10,18,840,4,1,0,4,2
NAMDU,87,493,704,3,5,1,2,5
ORANG,9,5,456,0,15,0,2,1
PAWATI,80,611,396,4,2,0,8,8
SAHARE,91,355,340,8,0,0,3,3
SAILUNGESWOR,9,512,371,1,91,0,1,6
SUNKHANI,37,375,769,4,1,0,1,7
SUNDRAWATI,139,230,299,0,2,0,1,6
SURI,16,206,368,0,136,1,1,6
SUSPA KSHYAMAWATI,71,599,166,6,13,0,4,5
SYAMA,2,51,124,0,260,0,1,2
THULOPATAL,23,122,653,2,17,0,3,2
TOTAL,2424,16640,22379,1572,2234,9,155,245
