VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
BARAI,1036,510,526,378,269,109,7,4,3,651,237,414,0,0,0,36.486486486486484,52.74509803921569,20.722433460076044
BARGAUN,681,362,319,317,206,111,20,12,8,343,144,199,1,0,1,46.54919236417034,56.9060773480663,34.79623824451411
CHHIPRA,870,407,463,412,264,148,25,12,13,428,127,301,5,4,1,47.356321839080465,64.86486486486487,31.96544276457883
DANDAFAYA,1791,895,896,914,585,329,55,25,30,822,285,537,0,0,0,51.032942490228926,65.36312849162012,36.71875
DARMA,1756,904,852,959,618,341,25,13,12,772,273,499,0,0,0,54.61275626423691,68.36283185840708,40.02347417840376
GOTHI,932,448,484,510,303,207,11,6,5,408,138,270,3,1,2,54.72103004291845,67.63392857142857,42.768595041322314
HEPKA,950,470,480,393,239,154,42,22,20,515,209,306,0,0,0,41.368421052631575,50.851063829787236,32.083333333333336
JAIR,1741,843,898,796,519,277,47,30,17,898,294,604,0,0,0,45.720850086157384,61.56583629893239,30.846325167037865
KALIKA,2584,1298,1286,987,724,263,112,54,58,1485,520,965,0,0,0,38.196594427244584,55.77812018489985,20.45101088646967
KHAGALGAUN,912,458,454,337,245,92,60,39,21,515,174,341,0,0,0,36.95175438596491,53.493449781659386,20.26431718061674
KHARPUNATH,1252,628,624,664,414,250,28,9,19,557,205,352,3,0,3,53.03514376996805,65.92356687898089,40.06410256410257
LALI,1365,664,701,581,384,197,62,29,33,720,251,469,2,0,2,42.56410256410256,57.831325301204814,28.10271041369472
LIMI,843,380,463,186,104,82,18,17,1,636,257,379,3,2,1,22.064056939501782,27.368421052631582,17.71058315334773
MADANA,1300,654,646,655,433,222,11,6,5,634,215,419,0,0,0,50.38461538461539,66.20795107033639,34.36532507739938
MAILA,3719,1859,1860,1787,1154,633,100,52,48,1832,653,1179,0,0,0,48.050551223447165,62.07638515330823,34.03225806451613
MELCHHAM,795,389,406,377,224,153,17,9,8,400,155,245,1,1,0,47.42138364779874,57.58354755784062,37.68472906403941
MIMI,923,471,452,472,306,166,2,2,0,449,163,286,0,0,0,51.137594799566635,64.96815286624204,36.72566371681416
MUCHU,809,389,420,287,195,92,25,15,10,497,179,318,0,0,0,35.475896168108775,50.128534704370175,21.904761904761905
RAYA,1624,830,794,702,492,210,65,33,32,856,304,552,1,1,0,43.22660098522167,59.27710843373494,26.448362720403022
RODIKOT,2193,1132,1061,883,593,290,51,30,21,1259,509,750,0,0,0,40.26447788417693,52.3851590106007,27.332704995287465
SARKEEDEU,1654,845,809,690,458,232,34,13,21,930,374,556,0,0,0,41.71704957678355,54.20118343195266,28.677379480840543
SAYA,909,481,428,499,318,181,9,5,4,398,157,241,3,1,2,54.89548954895489,66.11226611226611,42.28971962616823
SHREE NAGAR,3298,1643,1655,1437,957,480,60,31,29,1801,655,1146,0,0,0,43.57186173438448,58.24710894704809,29.003021148036257
SHREEMASTHA,930,474,456,485,329,156,31,12,19,414,133,281,0,0,0,52.1505376344086,69.40928270042194,34.21052631578947
SIMIKOT,3929,2078,1851,2760,1697,1063,59,31,28,1106,349,757,4,1,3,70.24688215831,81.66506256015398,57.428417071853055
SYADA,1701,844,857,638,422,216,57,37,20,1000,383,617,6,2,4,37.50734861845973,50,25.204200700116687
THEHE,2045,1060,985,790,565,225,152,71,81,1103,424,679,0,0,0,38.63080684596577,53.301886792452834,22.84263959390863
INSTITUTIONAL,920,753,167,889,742,147,1,1,0,30,10,20,0,0,0,96.6304347826087,98.53917662682603,88.02395209580838
