VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,9479,50858,25833,25025,5.365333895980589,103.22877122877124
BARAI,213,1235,608,627,5.7981220657277,96.96969696969697
BARGAUN,169,738,396,342,4.366863905325443,115.78947368421053
CHHIPRA,214,1045,485,560,4.883177570093458,86.60714285714286
DANDAFAYA,368,2098,1054,1044,5.701086956521739,100.95785440613028
DARMA,386,2116,1083,1033,5.481865284974093,104.84027105517907
GOTHI,191,1111,537,574,5.816753926701571,93.55400696864112
HEPKA,204,1057,523,534,5.181372549019608,97.94007490636703
JAIR,384,2150,1032,1118,5.598958333333333,92.3076923076923
KALIKA,533,3158,1574,1584,5.924953095684803,99.36868686868688
KHAGALGAUN,219,1023,521,502,4.671232876712328,103.78486055776892
KHARPUNATH,265,1489,750,739,5.618867924528302,101.48849797023006
LALI,305,1575,771,804,5.163934426229508,95.8955223880597
LIMI,181,904,409,495,4.994475138121547,82.62626262626263
MADANA,285,1546,771,775,5.424561403508772,99.48387096774194
MAILA,741,4418,2177,2241,5.96221322537112,97.14413208389112
MELCHHAM,163,925,452,473,5.674846625766871,95.56025369978859
MIMI,193,1143,581,562,5.922279792746114,103.38078291814948
MUCHU,231,916,433,483,3.965367965367965,89.648033126294
RAYA,348,1902,961,941,5.4655172413793105,102.12539851222104
RODIKOT,459,2611,1355,1256,5.688453159041394,107.88216560509554
SARKEEDEU,396,1921,986,935,4.851010101010101,105.45454545454544
SAYA,189,1063,562,501,5.624338624338624,112.17564870259483
SHREE NAGAR,588,3958,1969,1989,6.7312925170068025,98.99446958270488
SHREEMASTHA,183,1110,569,541,6.065573770491803,105.17560073937153
SIMIKOT,1249,4341,2289,2052,3.475580464371497,111.54970760233918
SYADA,337,2036,1026,1010,6.041543026706232,101.58415841584159
THEHE,443,2344,1203,1141,5.291196388261851,105.43382997370728
