VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
AGARA,298,1241,990,153,15,6,0,14,932,4,33,4,2,1,33
AMBHANJYANG,131,1261,1046,551,81,27,4,92,1053,4,38,104,0,10,11
BAJRABARAHI,109,1470,1089,701,461,45,13,56,1184,6,51,12,1,1,51
BASAMADI,385,3115,2161,1713,1189,223,60,142,2747,21,197,322,14,310,57
BETINI,165,434,320,47,0,0,0,22,261,0,1,0,0,0,18
BHAISE,173,1154,809,528,175,30,6,39,930,2,43,72,3,60,61
BHARTA PUNDYADEVI,223,467,435,7,0,1,0,5,142,1,1,1,0,0,3
BHIMFEDI,77,1064,687,635,235,43,8,47,950,3,43,14,0,86,20
BUDHICHAUR,60,301,234,105,0,1,0,6,229,0,0,0,0,0,9
CHITLANG,127,1011,780,452,254,8,0,56,815,9,31,15,1,11,34
CHURIYAMAI,362,2581,1651,1665,435,66,15,60,2119,28,233,633,3,124,37
DAMAN,141,1745,1364,981,711,74,29,88,1534,11,137,25,2,23,27
DANDAKHARKA,227,482,412,7,0,0,0,8,254,1,2,1,0,0,11
DHIYAL,375,707,450,46,0,1,0,2,497,0,4,40,0,0,8
FAKHEL,221,788,557,314,27,12,1,36,565,1,36,1,0,3,2
FAPARBARI,899,2270,1757,453,24,15,1,93,1245,1,49,32,4,14,52
GOGANE,291,690,577,26,1,0,0,1,521,0,2,0,0,0,2
HANDIKHOLA,786,2861,1970,1129,270,21,1,33,2175,8,25,80,5,31,29
HATIYA,214,2456,1734,1573,876,155,35,126,1988,49,354,1003,4,92,81
HETAUDA MUNICIPALITY,569,19145,12113,12541,14702,4527,1749,4223,17336,727,5092,6804,121,5483,137
HURNAMADI,186,1333,1020,717,252,34,5,14,1184,9,140,349,8,39,5
IPA PANCHAKANYA,57,374,346,4,0,0,0,7,196,0,2,0,0,0,28
KALIKATAR,202,564,503,12,0,0,0,7,277,0,1,0,0,0,30
KANKADA,309,982,899,29,2,0,0,4,387,1,0,4,0,0,13
KHAIRANG,226,340,308,10,0,0,0,5,141,0,0,0,0,0,17
KOGATE,70,209,174,43,0,0,0,4,132,0,0,0,0,0,1
KULEKHANI,135,527,433,287,0,4,0,11,361,2,11,3,0,10,8
MAKWANPURGADHI,348,2192,1750,940,133,39,4,27,1777,6,113,158,1,20,36
MANAHARI,725,3452,2060,1287,1199,121,31,87,2796,69,208,878,37,177,38
MANTHALI,124,385,306,12,5,0,0,0,252,0,1,0,0,0,0
MARKHU,134,500,353,273,22,7,3,18,327,2,16,4,0,2,0
NAMTAR,336,1291,1074,232,15,4,2,35,791,0,7,4,0,5,82
NIBUWATAR,128,756,469,391,37,13,3,21,676,2,25,11,0,34,0
PADAM POKHARI,264,3308,2163,2033,1152,126,30,36,2933,43,291,800,3,113,35
PALUNG,92,1135,934,845,291,41,12,42,783,4,63,9,2,12,9
RAIGAUN,497,1312,1058,253,1,5,0,28,599,1,18,106,0,0,84
RAKSIRANG,273,869,725,69,0,2,0,5,495,0,1,20,0,4,10
SARIKHET PALASE,290,1202,1085,85,4,7,0,6,702,0,0,1,1,2,26
SHIKHARPUR,304,748,440,233,7,2,0,16,618,0,8,4,0,3,2
SHREEPUR CHHATIWAN,739,3300,2115,1166,243,51,25,151,2517,15,99,141,1,54,133
SISNERI MAHADEVSTHAN,187,547,404,186,8,6,0,3,417,0,8,7,0,0,5
SUKAURA,103,541,488,48,0,0,0,7,311,0,4,2,0,2,10
THINGAN,168,539,435,26,1,2,0,1,360,0,7,1,0,0,6
TISTUNG DEURALI,276,1120,680,343,15,1,0,16,918,3,32,16,0,1,9
