VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
ANBUKHAIRENI,1827,9,1885,0,243,50,6,14
ARUNODAYA,1021,1,14,0,44,0,0,18
BAIDI,795,0,4,2,40,0,0,3
BANDIPUR,1856,18,999,0,154,5,2,22
BARBHANJYANG,1078,3,98,3,165,7,1,10
BASANTAPUR,721,1,10,3,126,0,0,7
BHANU,2109,23,655,19,656,7,4,3
BHANUMATI,1067,4,42,2,26,1,1,4
BHIMAD,957,5,1043,1,167,1,0,17
BHIRKOT,1124,0,6,0,12,0,0,4
BYAS MUNICIPALITY,3840,54,6720,14,614,4,21,54
CHHANG,1104,14,262,1,103,2,5,8
CHHIMKESHWORI,349,0,4,0,3,0,0,0
CHHIPCHHIPE,392,0,1,0,0,0,0,3
CHOK CHISAPANI,725,6,56,3,233,0,0,5
DEURALI,498,5,10,4,4,0,0,0
DEVGHAT,1498,9,275,1,109,1,1,3
DHARAMPANI,706,2,10,0,3,0,0,3
DHORFIRDI,2081,12,462,0,444,0,1,5
DULEGAUNDA,1096,51,2452,5,367,3,6,12
FIRFIRE,759,3,8,1,0,0,0,5
GAJARKOT,1090,4,35,1,161,0,1,7
GHANSIKUWA,1628,7,72,2,223,1,0,9
JAMUNE BHANJYANG,1735,6,353,9,295,1,1,8
KAHU SHIVAPUR,1242,5,74,4,20,1,1,6
KESHAVTAR,1118,1,26,2,12,0,0,12
KHAIRENITAR,1188,20,942,2,519,1,3,4
KIHUN,858,6,26,1,20,0,0,6
KOTA,594,0,5,0,49,1,0,10
KOTDARBAR,1061,5,15,0,11,1,2,4
KYAMIN,1146,0,42,1,183,1,1,3
MAJHAKOT,1352,8,38,0,83,1,0,40
MANPANG,1556,4,45,3,108,0,0,5
POKHARI BHANJYANG,893,1,53,0,24,0,1,7
PURKOT,1073,5,220,7,564,6,1,18
RAIPUR,950,1,6,0,7,0,0,6
RAMJAKOT,872,1,2,0,36,0,0,2
RANIPOKHARI (RESING),653,4,69,3,119,6,3,4
RISTI,447,0,3,0,44,3,0,10
RUPAKOT,739,2,160,2,212,0,0,10
SATISWARA,849,2,87,0,78,1,2,25
SHAMUNG BHAGAWATIPUR,1416,7,48,1,28,0,0,3
SHYMGHA,1010,4,42,0,193,4,0,10
SUNDHARA (GHIRING),1389,9,15,3,4,0,0,10
TANAHUNSUR,636,0,10,0,70,3,0,5
THAPREK,729,0,25,0,9,0,0,0
MIRLUNG,1303,4,46,3,54,0,1,12
TOTAL,53130,326,17475,103,6639,112,65,436
