VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
ANBUKHAIRENI,317,1769,409,1492,2,0,5,40
ARUNODAYA,374,554,144,7,0,0,0,19
BAIDI,238,131,471,0,1,0,0,3
BANDIPUR,374,1145,1076,429,2,0,0,30
BARBHANJYANG,200,643,447,56,0,0,1,18
BASANTAPUR,146,562,144,1,1,0,0,14
BHANU,449,2018,539,423,4,0,35,8
BHANUMATI,348,601,183,9,1,0,0,5
BHIMAD,116,803,285,962,3,0,0,22
BHIRKOT,217,221,697,2,3,0,1,5
BYAS MUNICIPALITY,699,3891,473,6088,25,0,17,128
CHHANG,255,837,190,194,8,0,1,14
CHHIMKESHWORI,162,147,47,0,0,0,0,0
CHHIPCHHIPE,263,55,70,2,1,0,1,4
CHOK CHISAPANI,144,823,28,22,2,0,1,8
DEURALI,270,116,135,0,0,0,0,0
DEVGHAT,380,1254,57,160,39,0,2,5
DHARAMPANI,177,284,260,1,0,0,0,2
DHORFIRDI,316,1808,168,699,3,0,3,8
DULEGAUNDA,162,1663,53,2077,0,0,17,20
FIRFIRE,160,542,32,13,0,0,16,13
GAJARKOT,335,735,169,50,0,0,1,9
GHANSIKUWA,366,1074,385,87,18,0,1,11
JAMUNE BHANJYANG,204,1380,494,299,0,0,5,26
KAHU SHIVAPUR,253,414,628,50,0,0,0,8
KESHAVTAR,303,532,300,21,0,0,1,14
KHAIRENITAR,231,1139,148,1149,2,0,1,9
KIHUN,282,512,109,8,0,0,0,6
KOTA,295,290,56,1,2,0,0,15
KOTDARBAR,265,278,545,4,1,0,0,6
KYAMIN,269,744,284,73,0,0,1,6
MAJHAKOT,263,804,381,33,0,0,0,41
MANPANG,407,1099,121,86,0,0,1,7
POKHARI BHANJYANG,131,730,34,74,1,0,2,7
PURKOT,246,1365,122,139,1,0,0,21
RAIPUR,148,781,14,22,0,0,0,5
RAMJAKOT,287,236,386,1,1,0,0,2
RANIPOKHARI (RESING),231,289,265,71,1,0,0,4
RISTI,155,262,78,1,0,0,0,11
RUPAKOT,96,803,84,125,0,0,0,17
SATISWARA,119,602,267,21,1,0,0,34
SHAMUNG BHAGAWATIPUR,460,619,409,7,1,0,1,6
SHYMGHA,378,704,85,79,0,0,0,17
SUNDHARA (GHIRING),647,519,239,13,2,0,1,9
TANAHUNSUR,160,277,276,3,1,0,0,7
THAPREK,175,556,21,9,0,0,0,2
MIRLUNG,292,870,241,5,2,0,0,13
TOTAL,12765,37481,12049,15068,129,0,115,679
