VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
BADALKOT,588,0,0,0,0,0,0,1
CHHAPRE,598,0,0,0,0,0,0,3
CHILKHAYA,744,0,0,0,1,0,0,4
DAHAFATGAUN,833,1,4,0,6,0,0,5
DHOLAGOHE,1104,1,0,0,1,0,0,6
GELA,704,0,0,0,1,0,0,1
JUBITHA,404,0,0,0,0,0,0,3
KHEEN,605,0,0,0,1,0,0,1
KOTBADA,676,2,0,0,1,0,0,7
KUMALGAUN,616,1,0,0,0,0,0,4
LALU,974,0,0,2,2,0,1,5
MALKOT,679,0,0,0,0,0,0,3
MANMA,1413,0,241,0,1,1,15,25
MARTA,1258,1,1,0,1,0,2,2
MEHAL MUDI,812,0,0,0,3,0,0,1
MUGRAHA,491,0,0,0,0,0,0,6
MUMRAKOT,540,0,0,0,4,1,0,3
NANIKOT,949,1,1,0,1,0,1,20
ODANAKU,631,0,0,0,1,0,0,6
PAKHA,688,0,0,0,3,0,0,0
PHOI MAHADEV,614,0,0,0,0,0,0,3
PHUKOT,893,0,0,0,2,0,1,1
RAKU,738,2,0,0,1,0,0,0
RAMANAKOT,622,0,0,0,0,0,0,3
RANCHULI,415,1,0,0,0,0,0,6
RUPSA,611,0,0,0,0,1,0,0
SIPKHANA,868,0,0,0,0,4,0,5
SIUNA,899,0,0,1,1,1,0,9
SUKATAYA,884,0,1,0,0,0,0,2
THIRPU,693,0,0,0,3,2,0,4
TOTAL,22544,10,248,3,34,10,20,139
