VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,23013,136948,68833,68115,5.950897318906705,101.05409968435734
BADALKOT,589,3254,1652,1602,5.524617996604414,103.12109862671662
CHHAPRE,601,3661,1856,1805,6.091514143094842,102.82548476454294
CHILKHAYA,749,4654,2305,2349,6.213618157543391,98.12686249467859
DAHAFATGAUN,849,5084,2502,2582,5.988221436984688,96.90162664601084
DHOLAGOHE,1112,7111,3583,3528,6.39478417266187,101.55895691609977
GELA,706,3911,1945,1966,5.539660056657223,98.93184130213632
JUBITHA,407,2339,1142,1197,5.746928746928747,95.40517961570593
KHEEN,607,3624,1851,1773,5.970345963756178,104.39932318104907
KOTBADA,686,3866,1867,1999,5.635568513119534,93.39669834917459
KUMALGAUN,621,3708,1881,1827,5.971014492753623,102.95566502463053
LALU,984,5938,2959,2979,6.034552845528455,99.32863376972139
MALKOT,682,3866,1876,1990,5.668621700879766,94.2713567839196
MANMA,1696,9094,4732,4362,5.3620283018867925,108.48234754699679
MARTA,1265,7075,3591,3484,5.592885375494071,103.07118254879448
MEHAL MUDI,816,4971,2438,2533,6.091911764705882,96.24950651401501
MUGRAHA,497,2790,1343,1447,5.613682092555332,92.81271596406357
MUMRAKOT,548,3411,1702,1709,6.224452554744525,99.59040374488005
NANIKOT,973,6283,3223,3060,6.457348406988695,105.32679738562092
ODANAKU,638,3736,1908,1828,5.855799373040752,104.37636761487965
PAKHA,691,4249,2139,2110,6.149059334298118,101.37440758293839
PHOI MAHADEV,617,3418,1708,1710,5.539708265802269,99.88304093567251
PHUKOT,897,5334,2610,2724,5.946488294314381,95.81497797356829
RAKU,741,4464,2238,2226,6.0242914979757085,100.53908355795149
RAMANAKOT,625,3827,1905,1922,6.1232,99.11550468262227
RANCHULI,422,2370,1185,1185,5.61611374407583,100
RUPSA,612,3988,2020,1968,6.516339869281046,102.64227642276423
SIPKHANA,877,5357,2643,2714,6.108323831242873,97.38393515106853
SIUNA,911,5581,2823,2758,6.126234906695939,102.35678027556202
SUKATAYA,887,5055,2533,2522,5.698985343855694,100.43616177636795
THIRPU,702,4568,2329,2239,6.507122507122507,104.01965163019204
