VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,61522,268613,117997,150616,4.366129189558206,78.3429383332448
AKHIKARICHAUR,1424,6683,2923,3760,4.69311797752809,77.73936170212767
AMALACHAUR,1206,4587,1878,2709,3.8034825870646767,69.32447397563676
AMARBHUMI,563,2479,1054,1425,4.4031971580817055,73.96491228070175
ARGAL,475,2329,1062,1267,4.903157894736842,83.82004735595896
ARJEWA,484,1993,843,1150,4.117768595041323,73.30434782608695
BATAKACHAUR,869,3859,1626,2233,4.4407364787111625,72.81683833407972
BHAKUNDE,867,3483,1520,1963,4.017301038062284,77.43250127356087
BHIMPOKHARA,825,3455,1494,1961,4.1878787878787875,76.185619581846
BHINGGITHE,1186,5791,2583,3208,4.882799325463743,80.51745635910224
BIHUNKOT,1441,6415,2726,3689,4.451769604441361,73.89536459745189
BINAMARE,562,2352,975,1377,4.185053380782918,70.80610021786492
BOHARAGAUN,1294,5903,2662,3241,4.561823802163833,82.13514347423634
BONGADOVAN,1217,5486,2423,3063,4.507806080525883,79.1054521710741
BOWANG,1441,7088,3250,3838,4.918806384455239,84.67952058363731
BURTIWANG,1998,8771,3976,4795,4.38988988988989,82.91970802919708
CHHISTI,1106,4810,2005,2805,4.349005424954792,71.4795008912656
DAGATUNDADA,1168,5466,2358,3108,4.679794520547945,75.86872586872587
DAMEK,1206,5746,2449,3297,4.7645107794361525,74.27964816499848
DARLING,1156,6151,2834,3317,5.320934256055363,85.43864938197167
DEVISTHAN,1616,7651,3326,4325,4.734529702970297,76.90173410404624
DHAMJA,600,2494,1057,1437,4.156666666666666,73.55601948503828
DHUDHILABHATI,969,4078,1715,2363,4.208462332301342,72.57723233178164
DHULLU GAIDI,1006,4195,1790,2405,4.169980119284294,74.42827442827443
DHULLUBASKOT,779,3594,1551,2043,4.613607188703466,75.91776798825258
GWALICHAUR,926,4375,1916,2459,4.724622030237581,77.91785278568524
HARICHAUR,1270,5266,2280,2986,4.146456692913386,76.35632953784327
HATIYA,1723,7240,3145,4095,4.201973302379571,76.80097680097681
HEEL,612,2854,1273,1581,4.663398692810458,80.51865907653384
HUGDISHEER,933,4200,1785,2415,4.501607717041801,73.91304347826086
JALJALA,804,4035,1697,2338,5.018656716417911,72.58340461933275
BAGLUNG MUNICIPALITY,7848,29360,13556,15804,3.741080530071356,85.77575297393065
KANDEBAS,539,2532,1158,1374,4.6975881261595545,84.27947598253274
KHUNGA,843,3673,1635,2038,4.3570581257414,80.22571148184494
KUSMISHERA,818,3244,1421,1823,3.965770171149144,77.94843664289633
LEKHANI,626,2474,996,1478,3.952076677316294,67.38836265223274
MALIKA,587,2262,963,1299,3.8534923339011926,74.13394919168591
MALMA,1067,4620,2049,2571,4.329896907216495,79.69661610268378
NARAYANSTHAN,781,2876,1197,1679,3.682458386683739,71.29243597379393
NARETHANTI,768,3259,1313,1946,4.243489583333333,67.47173689619733
NISI,1425,7057,3131,3926,4.952280701754386,79.75038206826287
PAIYUNPATA,1347,5041,2091,2950,3.742390497401633,70.88135593220339
PAIYUNTHANTHAP,838,3580,1565,2015,4.272076372315036,77.66749379652606
PALAKOT,873,3599,1545,2054,4.122565864833906,75.2190847127556
PANDAVKHANI,552,2380,1002,1378,4.311594202898551,72.71407837445574
RAJKUT,558,2689,1141,1548,4.818996415770609,73.70801033591732
RANASINKITENI,570,3032,1326,1706,5.319298245614035,77.72567409144196
RANGKHANI,907,3807,1627,2180,4.197353914002205,74.63302752293578
RAYADANDA,549,2329,1008,1321,4.242258652094717,76.30582891748675
RESH,1156,4713,1983,2730,4.076989619377162,72.63736263736263
RIGHA,823,3722,1611,2111,4.522478736330498,76.3145428706774
SALYAN,393,1721,709,1012,4.379134860050891,70.0592885375494
SARKUWA,550,2319,1001,1318,4.216363636363637,75.94840667678301
SINGANA,777,3031,1257,1774,3.900900900900901,70.85682074408118
SISAKHANI,418,2056,877,1179,4.91866028708134,74.38507209499576
SUKHAURA,266,1118,493,625,4.203007518796992,78.88
KHUNGKHANI,525,2302,996,1306,4.384761904761905,76.26339969372128
TAMAN,680,2871,1258,1613,4.222058823529411,77.99132052076875
TANGRAM,846,3815,1652,2163,4.509456264775413,76.37540453074433
TARA,845,4347,1976,2371,5.144378698224852,83.34036271615352
TITYANG,981,3972,1682,2290,4.048929663608563,73.44978165938865
