VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
KASENI,5195,2234,2961,4062,1918,2144,82,27,55,1049,288,761,2,1,1,78.19056785370549,85.85496866606984,72.4079702803107
KHALIBAN,5383,2255,3128,3887,1797,2090,203,98,105,1289,358,931,4,2,2,72.2088054987925,79.68957871396896,66.81585677749361
KHANICHHAP,1934,802,1132,1479,700,779,20,9,11,433,92,341,2,1,1,76.47362978283351,87.28179551122194,68.81625441696113
KHANIGAU,1713,690,1023,1271,584,687,29,16,13,408,87,321,5,3,2,74.19731465265616,84.63768115942028,67.15542521994135
KHASYOLI,1963,829,1134,1436,671,765,44,18,26,483,140,343,0,0,0,73.15333672949566,80.94089264173702,67.46031746031747
KHYAHA,2059,859,1200,1616,740,876,20,4,16,423,115,308,0,0,0,78.48470131131617,86.14668218859138,73
KOLDADA,3468,1582,1886,2533,1309,1224,107,47,60,818,225,593,10,1,9,73.0392156862745,82.7433628318584,64.89925768822906
KUSUMKHOLA,1505,646,859,1106,548,558,46,22,24,352,76,276,1,0,1,73.48837209302326,84.82972136222911,64.95925494761352
MADANPOKHARA,5800,2482,3318,4368,2096,2272,103,49,54,1328,336,992,1,1,0,75.3103448275862,84.44802578565674,68.47498493068113
MASYAM,4215,1878,2337,3033,1524,1509,60,27,33,1119,326,793,3,1,2,71.95729537366547,81.15015974440894,64.56996148908858
MITYAL,3867,1806,2061,2599,1378,1221,217,84,133,1050,343,707,1,1,0,67.20972329971553,76.30121816168328,59.243085880640464
MUJHUNG,1935,818,1117,1411,690,721,68,9,59,448,119,329,8,0,8,72.91989664082688,84.3520782396088,64.54789615040286
NAYARNAMTALES,1995,860,1135,1516,761,755,20,9,11,459,90,369,0,0,0,75.98997493734336,88.48837209302326,66.51982378854625
PALUNG MAINADI,2376,978,1398,1783,816,967,15,7,8,576,154,422,2,1,1,75.04208754208754,83.43558282208589,69.17024320457796
PIPALDADA,4678,1926,2752,3249,1512,1737,177,82,95,1251,332,919,1,0,1,69.45275758871313,78.50467289719626,63.11773255813954
POKHARATHOK,2033,845,1188,1578,724,854,28,10,18,427,111,316,0,0,0,77.61928184948353,85.68047337278107,71.88552188552188
RAHABAS,2023,904,1119,1470,735,735,152,60,92,401,109,292,0,0,0,72.66435986159169,81.30530973451327,65.68364611260054
RAMPUR,10549,4710,5839,8371,4103,4268,292,102,190,1885,504,1381,1,1,0,79.35349322210637,87.11252653927814,73.09470799794485
RINGNERAHA,2256,996,1260,1655,810,845,111,59,52,490,127,363,0,0,0,73.35992907801419,81.32530120481928,67.06349206349206
RUPSE,1919,834,1085,1409,685,724,4,1,3,506,148,358,0,0,0,73.42365815528922,82.13429256594725,66.72811059907833
SAHALKOT,1770,774,996,1376,669,707,43,18,25,351,87,264,0,0,0,77.74011299435028,86.43410852713178,70.98393574297188
SATYAWATI,2797,1289,1508,2182,1075,1107,108,53,55,505,161,344,2,0,2,78.0121558813014,83.39798293250583,73.40848806366049
SIDDHESHWOR,2487,1082,1405,1947,916,1031,10,4,6,530,162,368,0,0,0,78.28709288299156,84.65804066543437,73.38078291814946
SILUWA,4428,1927,2501,3220,1569,1651,88,41,47,1117,316,801,3,1,2,72.71906052393857,81.42189932537623,66.01359456217513
SOMADI,2474,1063,1411,1910,898,1012,85,31,54,479,134,345,0,0,0,77.20291026677445,84.47789275634995,71.72218284904324
TAHU,3219,1327,1892,2643,1218,1425,24,5,19,551,104,447,1,0,1,82.1062441752097,91.78598342125093,75.3171247357294
TANSEN MUNICIPALITY,26984,12570,14414,23695,11718,11977,597,257,340,2684,591,2093,8,4,4,87.81129558256745,93.22195704057279,83.09282641875953
TELGHA,2852,1203,1649,2083,1001,1082,31,13,18,738,189,549,0,0,0,73.03646563814866,83.20864505403158,65.6155245603396
TIMURE,2306,957,1349,1622,774,848,64,25,39,619,158,461,1,0,1,70.33824804856896,80.87774294670847,62.861378799110454
WAKAMALANG,2639,1132,1507,1833,878,955,57,21,36,749,233,516,0,0,0,69.45812807881774,77.56183745583039,63.37093563370936
YAMGHA,3231,1277,1954,2301,1025,1276,171,79,92,759,173,586,0,0,0,71.21634168987929,80.26624902114331,65.30194472876151
INSTITUTIONAL,2277,1772,505,2174,1710,464,31,19,12,72,43,29,0,0,0,95.47650417215635,96.50112866817156,91.88118811881189
