VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
ARCHALE,2249,1007,1242,1537,758,779,122,62,60,584,186,398,6,1,5,68.34148510449089,75.2730883813307,62.72141706924316
ARGALI,3082,1276,1806,2479,1131,1348,111,49,62,489,96,393,3,0,3,80.43478260869566,88.63636363636364,74.64008859357698
BAHADURPUR,1497,668,829,926,476,450,98,52,46,472,140,332,1,0,1,61.857047428189716,71.25748502994011,54.28226779252111
BALDENGADHI,1804,827,977,1365,698,667,24,9,15,415,120,295,0,0,0,75.66518847006651,84.40145102781138,68.27021494370523
BANDIPOKHARA,2273,937,1336,1662,790,872,78,34,44,532,113,419,1,0,1,73.11922569291684,84.31163287086446,65.26946107784431
BARANGDI,2184,963,1221,1708,848,860,71,36,35,405,79,326,0,0,0,78.2051282051282,88.05815160955348,70.43407043407043
BHAIRABSTHAN,2051,868,1183,1599,737,862,7,2,5,445,129,316,0,0,0,77.96196977084348,84.90783410138249,72.86559594251902
BHUWANPOKHARI,4824,1991,2833,3571,1661,1910,115,44,71,1135,286,849,3,0,3,74.02570480928689,83.42541436464089,67.41969643487468
BIRKOT,3259,1335,1924,2430,1130,1300,47,24,23,780,180,600,2,1,1,74.56274930960417,84.6441947565543,67.56756756756756
BODHAPOKHARATHOK,2356,960,1396,1917,877,1040,15,7,8,423,76,347,1,0,1,81.36672325976231,91.35416666666667,74.49856733524355
BOUDHAGUMBA,1968,765,1203,1609,706,903,31,9,22,327,50,277,1,0,1,81.75813008130082,92.2875816993464,75.06234413965088
CHAPPANI,1911,774,1137,1558,710,848,22,7,15,331,57,274,0,0,0,81.52799581371009,91.7312661498708,74.58223394898856
CHHAHARA,4355,1819,2536,3247,1551,1696,107,41,66,992,223,769,9,4,5,74.55797933409873,85.26663001649258,66.8769716088328
CHIDIPANI,3798,1605,2193,2969,1417,1552,18,11,7,810,176,634,1,1,0,78.1727224855187,88.2866043613707,70.77063383492931
CHIRTUNGDHARA,3947,1660,2287,3243,1533,1710,18,6,12,686,121,565,0,0,0,82.16366860907019,92.34939759036145,74.77044162658505
DARCHHA,6887,2939,3948,5302,2527,2775,173,67,106,1412,345,1067,0,0,0,76.98562509075069,85.98162640353861,70.2887537993921
DARLAMDANDA,1944,794,1150,1566,715,851,17,7,10,360,72,288,1,0,1,80.55555555555556,90.05037783375315,74
DEURALI,2176,895,1281,1768,815,953,1,0,1,407,80,327,0,0,0,81.25,91.06145251396647,74.39500390320063
DEVINAGAR,2729,1183,1546,2151,1053,1098,74,14,60,503,116,387,1,0,1,78.82008061561011,89.01098901098901,71.02199223803363
DOBHAN,6218,2898,3320,4774,2464,2310,70,28,42,1371,406,965,3,0,3,76.77709874557735,85.02415458937197,69.57831325301204
FEK,2650,1091,1559,1880,868,1012,30,16,14,736,204,532,4,3,1,70.94339622641509,79.56003666361137,64.91340602950609
FOKSINGKOT,3351,1319,2032,2358,1054,1304,124,35,89,868,230,638,1,0,1,70.36705461056401,79.9090219863533,64.1732283464567
GADAKOT,4562,1868,2694,3100,1454,1646,96,39,57,1364,373,991,2,2,0,67.95265234546251,77.8372591006424,61.098737936154414
GALDHA,3485,1495,1990,2236,1104,1132,220,100,120,1023,291,732,6,0,6,64.16068866571018,73.84615384615385,56.88442211055277
GEJHA,4737,1957,2780,3530,1624,1906,108,43,65,1094,289,805,5,1,4,74.51973823094785,82.98415942769545,68.56115107913669
GOTHADI,4061,1899,2162,2753,1436,1317,175,77,98,1123,382,741,10,4,6,67.79118443733071,75.6187467087941,60.91581868640148
HAKLANG,2791,1164,1627,1986,923,1063,137,49,88,665,192,473,3,0,3,71.15729129344321,79.2955326460481,65.33497234173325
HUMIN,2255,965,1290,1720,836,884,115,35,80,419,93,326,1,1,0,76.27494456762749,86.6321243523316,68.52713178294574
HUNGI,4143,1721,2422,3056,1405,1651,139,65,74,947,251,696,1,0,1,73.76297369056239,81.63858221963974,68.16680429397192
JALPA,2810,1232,1578,2151,1019,1132,41,10,31,618,203,415,0,0,0,76.54804270462633,82.71103896103897,71.73637515842839
JHADEWA,4117,1750,2367,2969,1438,1531,172,66,106,973,245,728,3,1,2,72.11561816856936,82.17142857142858,64.68103084072666
JHIRUBAS,2790,1248,1542,2154,1082,1072,28,10,18,608,156,452,0,0,0,77.20430107526882,86.69871794871796,69.52010376134889
JUTHAPAUWA,3016,1341,1675,2039,1028,1011,36,17,19,940,296,644,1,0,1,67.60610079575596,76.65920954511559,60.35820895522388
JYAMIRE,3309,1492,1817,2270,1203,1067,50,24,26,989,265,724,0,0,0,68.60078573587187,80.63002680965148,58.72317006053935
KACHAL,3272,1490,1782,2387,1230,1157,93,27,66,792,233,559,0,0,0,72.95232273838631,82.5503355704698,64.9270482603816
