VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
ARCHALE,189,263,0,1,0,0,0,0
ARGALI,75,672,3,67,1,0,1,0
BAHADURPUR,146,146,4,1,0,0,0,3
BALDENGADHI,185,240,0,0,0,0,0,0
BANDIPOKHARA,51,560,0,6,0,0,0,5
BARANGDI,31,522,0,10,0,0,0,3
BHAIRABSTHAN,65,492,0,14,0,0,0,1
BHUWANPOKHARI,390,829,7,5,1,0,0,4
BIRKOT,150,601,0,9,0,0,0,2
BODHAPOKHARATHOK,65,586,0,11,0,0,0,2
BOUDHAGUMBA,133,390,0,8,0,0,0,0
CHAPPANI,12,491,1,8,0,0,0,5
CHHAHARA,277,859,0,44,0,0,0,0
CHIDIPANI,96,880,3,22,0,0,0,1
CHIRTUNGDHARA,45,892,0,62,1,0,0,0
DARCHHA,212,1263,3,258,1,0,1,18
DARLAMDANDA,40,435,3,33,1,0,0,7
DEURALI,70,531,5,21,0,0,0,2
DEVINAGAR,219,387,0,21,0,0,0,1
DOBHAN,562,778,7,77,4,0,1,7
FEK,303,376,2,2,1,0,0,4
FOKSINGKOT,309,474,3,2,0,0,0,0
GADAKOT,437,685,20,29,0,0,1,5
GALDHA,205,535,0,6,2,0,0,3
GEJHA,369,729,15,30,0,0,0,4
GOTHADI,399,350,11,4,2,0,1,2
HAKLANG,252,401,4,3,0,0,0,5
HUMIN,161,387,0,2,0,0,0,0
HUNGI,209,824,3,40,1,0,0,4
JALPA,268,330,0,19,1,0,0,0
JHADEWA,238,697,1,27,0,0,0,1
JHIRUBAS,192,248,0,0,0,0,0,3
JUTHAPAUWA,446,257,0,6,0,0,0,3
JYAMIRE,207,357,8,0,0,0,4,0
KACHAL,303,480,2,1,0,0,0,1
KASENI,291,623,0,262,0,0,0,5
KHALIBAN,319,947,3,45,1,0,0,4
KHANICHHAP,53,409,0,23,0,0,0,1
KHANIGAU,95,368,0,4,0,0,0,0
KHASYOLI,64,461,0,33,2,0,0,6
KHYAHA,132,382,22,8,1,0,0,1
KOLDADA,328,315,0,7,3,0,1,7
KUSUMKHOLA,87,309,8,8,0,0,0,1
MADANPOKHARA,71,1177,1,283,0,0,0,9
MASYAM,302,657,6,34,1,0,0,4
MITYAL,232,502,10,0,1,0,0,13
MUJHUNG,120,402,0,5,0,0,0,5
NAYARNAMTALES,20,462,0,51,0,0,0,1
PALUNG MAINADI,160,469,0,23,0,0,0,3
PIPALDADA,276,877,3,35,0,0,0,2
POKHARATHOK,60,511,1,13,0,0,0,1
RAHABAS,170,212,2,0,1,0,1,0
RAMPUR,198,1757,20,730,2,0,0,26
RINGNERAHA,75,433,2,33,0,0,0,0
RUPSE,76,324,4,57,0,0,0,3
SAHALKOT,163,160,2,0,0,0,3,3
SATYAWATI,295,329,4,0,0,0,0,1
SIDDHESHWOR,180,465,0,0,0,0,0,15
SILUWA,403,615,1,11,0,0,0,5
SOMADI,139,486,0,8,0,0,0,2
TAHU,98,671,2,73,0,0,0,4
TANSEN MUNICIPALITY,67,3884,35,4309,6,0,7,103
TELGHA,51,669,1,31,0,0,0,0
TIMURE,251,324,1,1,0,0,0,1
WAKAMALANG,341,226,5,4,0,0,0,3
YAMGHA,195,694,4,6,0,0,0,2
TOTAL,12623,39067,242,6946,34,0,21,327
