VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,RCC_WITH_PILLAR,WOODEN_PILLAR,OTHERS,NOT_STATED
ARCHALE,441,0,1,11,0,0
ARGALI,695,39,28,57,0,0
BAHADURPUR,259,28,0,11,0,2
BALDENGADHI,363,2,0,59,1,0
BANDIPOKHARA,598,5,5,10,0,4
BARANGDI,538,17,5,4,0,2
BHAIRABSTHAN,551,10,8,2,1,0
BHUWANPOKHARI,1167,5,1,60,0,3
BIRKOT,742,8,6,4,0,2
BODHAPOKHARATHOK,629,3,15,16,0,1
BOUDHAGUMBA,434,15,5,77,0,0
CHAPPANI,485,10,9,9,2,2
CHHAHARA,1139,23,14,4,0,0
CHIDIPANI,959,22,4,17,0,0
CHIRTUNGDHARA,897,45,46,12,0,0
DARCHHA,1369,174,119,77,0,17
DARLAMDANDA,463,2,37,11,0,6
DEURALI,599,16,7,5,0,2
DEVINAGAR,520,54,38,15,0,1
DOBHAN,1177,43,57,144,10,5
FEK,678,1,1,3,1,4
FOKSINGKOT,782,1,2,2,1,0
GADAKOT,851,19,23,280,0,4
GALDHA,703,13,1,32,0,2
GEJHA,1031,18,35,61,0,2
GOTHADI,580,1,5,181,0,2
HAKLANG,658,1,0,1,1,4
HUMIN,539,1,0,10,0,0
HUNGI,960,59,14,42,3,3
JALPA,508,12,11,87,0,0
JHADEWA,857,13,26,67,0,1
JHIRUBAS,379,3,1,57,0,3
JUTHAPAUWA,621,4,3,80,1,3
JYAMIRE,494,2,3,77,0,0
KACHAL,605,12,1,168,0,1
KASENI,799,210,81,88,0,3
KHALIBAN,1225,22,31,37,0,4
KHANICHHAP,454,21,1,10,0,0
KHANIGAU,434,2,4,27,0,0
KHASYOLI,511,46,0,6,0,3
KHYAHA,474,24,6,41,0,1
KOLDADA,365,9,2,231,48,6
KUSUMKHOLA,403,6,1,2,0,1
MADANPOKHARA,1171,72,251,39,0,8
MASYAM,883,33,24,62,0,2
MITYAL,629,3,26,89,0,11
MUJHUNG,521,0,5,0,1,5
NAYARNAMTALES,476,15,40,2,0,1
PALUNG MAINADI,620,5,25,2,0,3
PIPALDADA,1142,5,36,5,2,3
POKHARATHOK,538,2,12,33,0,1
RAHABAS,355,1,0,28,2,0
RAMPUR,1910,278,480,41,1,23
RINGNERAHA,480,37,1,24,1,0
RUPSE,363,58,10,30,0,3
SAHALKOT,320,3,0,6,0,2
SATYAWATI,519,1,0,108,0,1
SIDDHESHWOR,643,0,0,3,0,14
SILUWA,998,15,0,19,0,3
SOMADI,622,8,1,4,0,0
TAHU,763,34,48,1,0,2
TANSEN MUNICIPALITY,3512,1873,2821,109,4,92
TELGHA,685,30,5,30,2,0
TIMURE,567,2,0,7,0,2
WAKAMALANG,509,2,2,63,0,3
YAMGHA,802,1,6,91,0,1
TOTAL,47964,3499,4450,2991,82,274
