VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,163916,880196,432193,448003,5.369799165426194,96.47100577451491
AAMA,1615,11340,5781,5559,7.021671826625387,103.99352401511064
AANANDABAN,2814,12406,5887,6519,4.408670931058991,90.30526154318147
PASCHIM AMUWA,2192,11231,5296,5935,5.123631386861314,89.23336141533277
ASURAINA,1051,7249,3771,3478,6.897240723120837,108.42438182863714
BAGAHA,707,5228,2669,2559,7.394625176803395,104.29855412270419
BAGAULI,1429,9780,4956,4824,6.8439468159552135,102.7363184079602
BAIRGHAT,742,6058,3131,2927,8.164420485175203,106.96959344038264
BASANTAPUR,1205,8163,4072,4091,6.774273858921162,99.53556587631385
BETAKUIYA,713,5046,2465,2581,7.077138849929874,95.50561797752809
BHAGAWANPUR,1584,11577,5886,5691,7.308712121212121,103.42646283605694
BISHNUPURA,2231,14390,7189,7201,6.450022411474675,99.83335647826691
BODAWAR,1277,8460,4276,4184,6.624902114330462,102.19885277246654
BOGADI,1473,10634,5514,5120,7.21928038017651,107.6953125
BUTWAL MUNICIPALITY,29662,118462,58808,59654,3.993729350684377,98.58182183927315
CHHIPAGADH,858,5221,2565,2656,6.085081585081585,96.57379518072288
CHHOTAKI RAMNAGAR,873,5352,2614,2738,6.130584192439863,95.47114682249817
CHILHIYA,960,5514,2678,2836,5.74375,94.42877291960508
DAYANAGAR,1769,9229,4383,4846,5.217071791972866,90.44572843582336
DEVDAHA,6435,28214,12836,15378,4.384459984459984,83.46989205358304
DHAKADHAI,1104,6965,3478,3487,6.308876811594203,99.74189848006883
DHAMAULI,840,6285,3164,3121,7.482142857142857,101.37776353732777
DUDHARAKSHA,4342,19615,9071,10544,4.517503454629203,86.02996965098633
EKALA,1394,10471,5238,5233,7.511477761836442,100.0955474871011
PHARENA,635,4387,2225,2162,6.9086614173228345,102.91396854764108
GAJEDI,2517,12423,5804,6619,4.935637663885578,87.68696177670343
GANGOLIYA,1172,6966,3423,3543,5.9436860068259385,96.61303979678239
GONAHA,1944,13760,6980,6780,7.078189300411522,102.94985250737463
HARNAIYA,746,4858,2397,2461,6.512064343163539,97.3994311255587
HATI BANGAI,1247,7954,4011,3943,6.3785084202085,101.72457519655084
HATI PHARSATIKAR,805,4929,2440,2489,6.122981366459627,98.0313378867015
JOGADA,892,6102,3020,3082,6.8408071748878925,97.98831927319922
KAMAHARIYA,2779,19157,9623,9534,6.893486865779058,100.93350115376548
KARAHIYA,4267,18274,8533,9741,4.282634169205531,87.59880915717072
KARAUTA,1487,11459,5821,5638,7.706119704102219,103.24583185526784
KERWANI,3132,14739,6847,7892,4.7059386973180075,86.75874303091739
KHADAWA BANGAI,1555,8746,4178,4568,5.62443729903537,91.46234676007006
KHUDABAGAR,687,5291,2573,2718,7.701601164483261,94.66519499632082
LUMBINI AADARSHA,1371,10402,5157,5245,7.587162654996353,98.32221163012392
MADHAWALIYA,2278,10334,4883,5451,4.5364354697102725,89.57989359750505
MADHUWANI,1073,7002,3602,3400,6.525629077353215,105.94117647058823
MAINAHIYA,1125,7634,3795,3839,6.785777777777778,98.8538681948424
MAJHAGAWA,851,5606,2809,2797,6.587544065804935,100.4290311047551
MAKRAHAR,3479,16514,7634,8880,4.746766312158666,85.96846846846847
MANMATERIYA,1450,9446,4719,4727,6.51448275862069,99.83075946689232
MANPAKADI,1148,6783,3275,3508,5.908536585365853,93.35803876852907
MARYADAPUR,819,5663,2800,2863,6.914529914529915,97.79951100244499
MASINA,787,5692,2769,2923,7.232528589580686,94.73144030106056
MOTIPUR,2259,10198,4823,5375,4.514386896857016,89.73023255813953
PADSARI,1988,10039,4868,5171,5.0497987927565395,94.14039837555599
PAJARKATTI,776,5081,2552,2529,6.547680412371134,100.90945037564254
SAKRAUN PAKADI,731,5528,2902,2626,7.562243502051984,110.51028179741051
PARROHA,5731,25563,11620,13943,4.460478101552957,83.33931004805278
PATAKHAULI,916,5708,2855,2853,6.2314410480349345,100.07010164738873
POKHARVINDI,935,6220,3105,3115,6.652406417112299,99.67897271268058
RAYAPUR,1568,11834,6160,5674,7.54719387755102,108.56538597109622
ROINIHAWA,642,5399,2831,2568,8.409657320872274,110.24143302180684
RUDRAPUR,4567,20649,9061,11588,4.521348806656448,78.19295823265448
SADI,950,6300,3125,3175,6.631578947368421,98.4251968503937
SALJHANDI,2319,10644,4837,5807,4.589909443725744,83.29602204236267
SEMARA MARCHAWAR,972,7946,4148,3798,8.174897119341564,109.21537651395472
SEMLAR,2176,10082,4657,5425,4.633272058823529,85.84331797235023
SHANKAR NAGAR,5355,22429,10639,11790,4.188422035480859,90.23748939779475
SIDDHARTHANAGAR MUNICIPALITY,12497,63483,31673,31810,5.0798591661998875,99.56931782458346
SIKTAHAN,1843,10570,5158,5412,5.735214324470971,95.30672579453068
SILAUTIYA,1294,9216,4775,4441,7.12210200927357,107.5208286421977
SIPAWA,977,7517,3918,3599,7.69396110542477,108.86357321478188
SAURAHA PHARSATIKAR,1992,9663,4480,5183,4.850903614457831,86.43642677985723
SURYAPURA,3212,20773,10396,10377,6.467310087173101,100.1830972342681
TENUHAWA,1435,10722,5131,5591,7.471777003484321,91.77249150420317
THUMHAWA PIPARHAWA,592,4765,2422,2343,8.048986486486486,103.37174562526674
TIKULIGADH,2592,13226,6179,7047,5.102623456790123,87.68270185894707
