VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,83176,426576,205080,221496,5.128594786957776,92.58857947773323
BADALPUR,1217,6881,3415,3466,5.654067378800328,98.52856318522792
BAGANAHA,2482,13048,6188,6860,5.257050765511684,90.20408163265307
BANIYABHAR,3561,17682,8571,9111,4.965459140690817,94.07309845242015
BELAWA,3235,15568,7447,8121,4.812364760432766,91.70052949144194
BHIMAPUR,1737,10053,4857,5196,5.787564766839378,93.4757505773672
DAULATPUR,1416,7524,3575,3949,5.313559322033898,90.5292479108635
DEUDAKALA,3797,19221,8952,10269,5.062154332367658,87.1749926964651
DHADHAWAR,4369,22882,11195,11687,5.237354085603113,95.79019423290835
DHODHARI,1898,10059,4827,5232,5.299789251844047,92.2591743119266
GOLA,1166,6814,3234,3580,5.843910806174957,90.33519553072625
GULARIYA MUNICIPALITY,11220,55747,27972,27775,4.9685383244206776,100.70927092709272
JAMUNI,2601,11539,5073,6466,4.436370626682045,78.45654191153727
KALIKA,3131,13553,6416,7137,4.328648993931651,89.89771612722433
KHAIRI CHANDANPUR,1187,7115,3489,3626,5.994102780117944,96.22173193601765
MAGARAGADI,3869,18933,8780,10153,4.893512535538899,86.47690337831183
MAHAMADPUR,1844,10932,5455,5477,5.928416485900217,99.59832024831113
MANAU,1168,6357,3020,3337,5.44263698630137,90.5004495055439
MANPUR MAINAPOKHAR,1767,8734,4110,4624,4.942840973401245,88.8840830449827
MANPUR TAPARA,1670,9395,4538,4857,5.625748502994012,93.43215976940499
MOTIPUR,4178,21086,9903,11183,5.046912398276687,88.55405526245194
NAYA GAUN,1032,5783,2777,3006,5.603682170542636,92.38190286094478
NEULAPUR,2970,14790,7004,7786,4.97979797979798,89.95633187772926
PADANAHA,1469,8515,4127,4388,5.79646017699115,94.05195989061076
PASUPATINAGAR,1236,6945,3227,3718,5.618932038834951,86.79397525551373
PATABHAR,2565,14755,6953,7802,5.752436647173489,89.11817482696745
RAJAPUR,2657,12802,6270,6532,4.81821603312006,95.98897734231477
SANOSHREE,4129,18000,8115,9885,4.359409057883265,82.09408194233687
SIVAPUR,1462,7706,3578,4128,5.270861833105335,86.67635658914729
SORHAWA,2834,14042,6697,7345,4.954834156669019,91.17767188563649
SURYAPATAWA,1761,9947,4753,5194,5.648495173197047,91.50943396226415
TARATAL,1781,8431,3808,4623,4.73385738349242,82.37075492104694
THAKUDWARA,1738,8772,3994,4778,5.047180667433832,83.59146086228547
