VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,RCC_WITH_PILLAR,WOODEN_PILLAR,OTHERS,NOT_STATED
AAMTEP,560,0,0,5,6,4
ANNAPURNA,324,0,1,1,1,0
BAIKUNTHE,573,0,0,4,0,4
BASIKHORA,809,1,0,32,6,0
WASHINGTHARPU,344,0,0,0,0,1
BASTEEM,527,1,0,8,6,1
BHAISIPANKHA,532,0,0,3,0,0
BHOJPUR,1943,87,0,29,8,3
YOON,356,0,0,1,6,0
BHULKE,513,0,0,2,0,1
BOKHIM,652,0,0,10,1,1
BOYA,729,1,0,54,7,0
CHAMPE,592,0,0,7,0,0
CHANGRE,616,1,2,10,1,0
CHARAMBI,550,0,0,55,14,1
CHAUKIDADA,431,0,0,34,0,1
CHHINAMAKHU,587,0,0,5,18,1
DALGAUN,569,0,0,14,1,1
DEURALI,1033,0,1,124,1,3
DEWANTAR,588,0,0,56,1,0
DHODLEKHANI,399,0,0,1,0,0
DOBHANE,857,1,1,110,5,1
DUMMANA,463,5,0,350,1,1
GOGANE,464,0,0,2,1,0
GUPTESHWOR,414,0,0,0,2,1
HASANPUR,212,1,0,323,1,0
HELAUCHHA,734,2,1,13,2,0
HOMTANG,1116,3,1,88,60,7
JARAYOTAR,699,2,0,79,2,0
KEEMALUNG,273,4,1,40,0,0
KEURENIPANI,678,1,0,190,4,0
KHAIRANG,531,0,0,35,1,0
KHARTAMCHHA,323,0,0,2,0,0
KHATAMMA,403,1,0,8,0,1
KHAWA,433,1,0,13,0,0
KOT,843,1,2,10,1,6
KUDAK KAULE,440,0,0,61,2,2
KULUNG,760,0,0,108,0,6
LEKHARKA,524,0,0,7,0,1
MANE BHANJYANG,496,0,0,23,1,2
MULPANI,723,2,0,111,7,1
NAGI,255,0,0,7,0,0
NEPALEDADA,650,1,0,107,9,2
OKHRE,556,0,0,5,0,3
PANGCHA,231,2,0,247,0,3
PATLE PANI,623,1,0,90,0,0
PAWALA,207,0,0,29,2,0
PYAULI,546,1,0,4,1,2
RANIBAS,1201,0,1,23,1,1
SANGPANG,724,2,0,25,5,0
SANO DUMMA,479,1,3,14,0,2
SHYAMSILA,558,0,0,14,0,2
SIDDHESWOR,596,0,1,4,0,0
SINDRANG,244,0,0,11,4,0
TAKSAR,809,1,0,9,1,4
THIDINGKHA,424,0,0,5,0,0
THULO DUMMA,473,0,0,8,0,0
TIMMA,512,2,0,29,9,0
TIWARI BHANJYANG,541,0,0,8,0,4
TUNGGECHHA,479,1,0,2,3,4
BALANKHA,344,2,0,6,1,1
YAKU,547,0,0,20,5,1
YANGPANG,595,1,0,57,0,1
TOTAL,36207,130,15,2752,208,81
