VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
AAMTEP,108,467,379,28,0,0,3,5,409,0,0,0,0,0,0
ANNAPURNA,67,254,225,58,5,2,1,1,214,0,1,2,1,0,6
BAIKUNTHE,158,399,336,31,0,0,0,7,233,0,1,0,0,0,24
BASIKHORA,268,526,397,14,0,0,0,5,354,0,0,0,1,0,54
WASHINGTHARPU,106,239,217,7,1,1,0,2,87,0,0,0,0,0,0
BASTEEM,129,414,332,19,0,3,0,1,311,0,0,4,0,0,0
BHAISIPANKHA,156,375,272,38,1,0,0,12,281,0,0,0,0,0,4
BHOJPUR,108,1930,1414,959,254,148,118,385,1668,6,10,12,4,6,32
YOON,77,286,263,13,4,1,0,2,89,0,0,0,0,0,0
BHULKE,82,418,371,33,1,2,4,5,338,0,0,0,0,0,16
BOKHIM,156,508,454,41,3,4,0,34,347,1,1,0,0,0,0
BOYA,171,604,518,34,1,6,1,15,471,0,0,0,0,0,16
CHAMPE,114,485,415,6,0,0,0,1,248,0,1,1,1,0,0
CHANGRE,146,484,407,22,0,1,1,22,384,0,2,0,0,0,0
CHARAMBI,138,482,375,12,0,0,0,0,424,0,0,0,1,0,0
CHAUKIDADA,152,314,244,7,4,2,0,10,219,0,0,0,0,0,0
CHHINAMAKHU,149,462,346,71,1,0,3,4,354,0,0,0,0,0,0
DALGAUN,79,494,437,35,6,1,2,7,411,0,0,1,0,0,12
DEURALI,240,922,719,202,15,26,2,13,744,1,6,1,0,2,0
DEWANTAR,173,472,409,30,0,1,0,8,283,0,0,0,0,0,0
DHODLEKHANI,82,307,257,22,0,0,0,2,216,0,0,2,0,0,11
DOBHANE,284,691,662,12,2,1,0,49,188,0,1,0,0,1,0
DUMMANA,264,555,364,44,0,1,0,13,391,0,1,3,0,0,1
GOGANE,120,346,269,3,0,0,0,1,278,0,0,0,0,0,1
GUPTESHWOR,77,330,276,45,0,0,2,1,260,0,0,0,1,0,10
HASANPUR,155,379,256,17,0,1,0,12,257,0,0,0,0,0,3
HELAUCHHA,226,526,452,50,3,1,1,1,358,0,0,4,0,0,0
HOMTANG,337,923,764,89,1,2,0,20,589,0,1,0,1,0,15
JARAYOTAR,95,672,465,176,12,7,3,15,596,2,3,0,0,3,15
KEEMALUNG,56,259,232,9,0,5,0,7,142,0,0,0,0,0,3
KEURENIPANI,166,701,595,121,4,6,1,5,438,0,0,1,0,0,6
KHAIRANG,195,323,226,28,1,0,0,7,271,0,0,0,1,0,49
KHARTAMCHHA,68,257,233,9,0,1,0,2,110,0,0,0,0,0,0
KHATAMMA,117,288,254,15,0,1,0,2,196,0,1,1,0,0,8
KHAWA,111,329,284,18,0,0,1,0,206,0,0,0,0,0,7
KOT,119,700,617,91,1,1,2,3,476,0,0,0,0,0,44
KUDAK KAULE,112,389,343,7,1,1,0,0,270,0,0,0,0,0,4
KULUNG,167,703,580,31,1,5,0,40,521,0,0,0,0,0,4
LEKHARKA,116,416,306,9,0,0,0,7,331,0,0,0,0,0,0
MANE BHANJYANG,142,377,330,15,0,0,0,16,224,0,0,0,0,0,3
MULPANI,145,691,555,83,66,10,5,31,546,5,10,4,2,6,8
NAGI,60,202,162,26,1,0,0,9,169,0,0,1,0,0,0
NEPALEDADA,184,582,503,40,0,0,0,20,409,0,0,0,0,0,3
OKHRE,141,421,286,23,0,0,1,2,352,0,0,0,0,1,2
PANGCHA,158,325,280,14,0,0,0,5,142,1,0,1,1,1,0
PATLE PANI,246,468,298,19,0,1,0,10,358,0,0,0,0,0,0
PAWALA,76,162,121,2,0,0,0,2,94,0,0,0,0,0,0
PYAULI,80,473,421,38,1,0,0,2,337,1,3,1,1,0,1
RANIBAS,286,846,677,82,2,7,2,40,550,1,2,0,0,0,95
SANGPANG,189,558,448,88,2,10,3,0,402,2,4,1,1,0,9
SANO DUMMA,86,413,353,11,0,0,1,3,265,0,0,0,0,0,0
SHYAMSILA,159,400,270,39,0,2,1,23,341,0,3,0,2,0,15
SIDDHESWOR,73,526,471,78,4,2,11,39,390,1,0,0,0,0,2
SINDRANG,90,169,146,16,0,0,0,10,90,0,1,3,0,1,0
TAKSAR,104,710,573,357,33,19,4,61,550,0,2,3,0,0,10
THIDINGKHA,139,290,247,13,0,0,0,1,171,0,1,0,0,0,0
THULO DUMMA,88,391,361,5,2,5,0,4,309,0,0,0,0,0,2
TIMMA,193,359,298,24,0,3,0,0,205,0,0,1,0,0,0
TIWARI BHANJYANG,138,415,312,14,0,0,0,6,310,0,0,0,0,0,0
TUNGGECHHA,85,404,335,37,0,1,3,2,327,0,2,0,0,0,0
BALANKHA,94,260,240,25,0,0,0,0,164,0,0,0,0,0,0
YAKU,121,452,315,43,3,2,1,5,381,0,1,0,0,0,0
YANGPANG,193,459,359,15,0,0,0,0,373,0,0,0,0,0,2
