VDC/MUNICIPALITY,BEGINNER_BOTH_SEX,BEGINNER_MALE,BEGINNER_FEMALE,PRIMARY_1_5_BOTH_SEX,PRIMARY_1_5_MALE,PRIMARY_1_5_FEMALE,LOWER_SECONDARY_6_8_BOTH_SEX,LOWER_SECONDARY_6_8_MALE,LOWER_SECONDARY_6_8_FEMALE,SECONDARY_9_10_BOTH_SEX,SECONDARY_9_10_MALE,SECONDARY_9_10_FEMALE,SLC_AND_EQUIVALENT_BOTH_SEX,SLC_AND_EQUIVALENT_MALE,SLC_AND_EQUIVALENT_FEMALE,INTERMEDIATE_BOTH_SEX,INTERMEDIATE_MALE,INTERMEDIATE_FEMALE,GRADUATE_BOTH_SEX,GRADUATE_MALE,GRADUATE_FEMALE,POST_GRADUATE_AND_ABOVE_BOTH_SEX,POST_GRADUATE_AND_ABOVE_MALE,POST_GRADUATE_AND_ABOVE_FEMALE,OTHERS_BOTH_SEX,OTHERS_MALE,OTHERS_FEMALE,NON_FORMAL_BOTH_SEX,NON_FORMAL_MALE,NON_FORMAL_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE
AAMTEP,53,18,35,669,324,345,365,174,191,162,89,73,183,95,88,32,21,11,16,15,1,0,0,0,0,0,0,50,32,18,0,0,0
ANNAPURNA,56,39,17,412,225,187,202,94,108,133,61,72,153,82,71,45,25,20,10,7,3,6,6,0,1,0,1,84,34,50,0,0,0
BAIKUNTHE,57,36,21,781,394,387,345,162,183,260,135,125,163,74,89,23,10,13,9,9,0,0,0,0,0,0,0,93,52,41,0,0,0
BASIKHORA,56,22,34,1314,679,635,541,275,266,327,170,157,155,82,73,42,25,17,7,7,0,0,0,0,2,2,0,72,46,26,15,7,8
WASHINGTHARPU,34,19,15,585,302,283,180,86,94,88,54,34,66,31,35,13,7,6,5,4,1,2,2,0,0,0,0,79,31,48,2,1,1
BASTEEM,14,4,10,703,355,348,317,158,159,181,97,84,128,68,60,19,10,9,13,12,1,3,1,2,2,2,0,41,20,21,18,8,10
BHAISIPANKHA,17,11,6,753,399,354,467,254,213,200,95,105,158,87,71,17,9,8,4,4,0,1,1,0,0,0,0,20,13,7,1,0,1
BHOJPUR,104,65,39,1551,762,789,1075,546,529,857,445,412,1042,511,531,458,281,177,214,163,51,99,83,16,1,0,1,105,50,55,7,4,3
YOON,58,33,25,513,269,244,238,144,94,136,77,59,116,68,48,29,17,12,4,2,2,1,1,0,0,0,0,56,29,27,0,0,0
BHULKE,22,10,12,645,326,319,334,180,154,194,89,105,175,97,78,26,15,11,17,16,1,1,1,0,1,1,0,83,44,39,0,0,0
BOKHIM,47,23,24,738,376,362,462,242,220,227,127,100,279,144,135,65,38,27,18,13,5,2,2,0,3,0,3,176,75,101,15,6,9
BOYA,76,41,35,1377,763,614,514,272,242,182,108,74,190,112,78,39,29,10,10,8,2,2,2,0,0,0,0,73,36,37,3,2,1
CHAMPE,9,5,4,935,485,450,434,215,219,240,123,117,167,89,78,48,27,21,8,8,0,3,3,0,0,0,0,149,84,65,4,2,2
CHANGRE,13,12,1,811,410,401,421,214,207,284,141,143,178,96,82,31,20,11,16,10,6,5,5,0,0,0,0,187,90,97,5,3,2
CHARAMBI,25,9,16,641,338,303,383,196,187,269,163,106,179,89,90,40,24,16,23,19,4,1,1,0,0,0,0,148,80,68,10,6,4
CHAUKIDADA,32,16,16,638,341,297,266,135,131,148,76,72,138,72,66,33,19,14,9,8,1,6,6,0,4,1,3,24,17,7,1,1,0
CHHINAMAKHU,69,32,37,635,331,304,386,192,194,223,121,102,221,109,112,33,20,13,13,11,2,3,3,0,1,1,0,198,91,107,0,0,0
DALGAUN,76,51,25,670,340,330,362,201,161,172,102,70,140,65,75,26,21,5,9,8,1,0,0,0,0,0,0,164,61,103,2,2,0
DEURALI,143,61,82,1928,942,986,512,257,255,344,206,138,194,113,81,84,52,32,29,20,9,7,6,1,13,5,8,127,69,58,80,35,45
DEWANTAR,31,16,15,976,529,447,384,204,180,197,116,81,150,79,71,47,26,21,10,10,0,4,3,1,4,3,1,95,54,41,1,1,0
DHODLEKHANI,6,3,3,398,213,185,265,136,129,187,99,88,118,59,59,22,13,9,6,5,1,2,2,0,1,0,1,155,84,71,0,0,0
DOBHANE,121,73,48,1588,822,766,533,258,275,212,102,110,108,64,44,28,14,14,4,4,0,2,2,0,0,0,0,215,136,79,4,2,2
DUMMANA,188,91,97,1460,742,718,558,284,274,146,73,73,165,90,75,40,32,8,10,9,1,3,3,0,7,2,5,194,81,113,2,2,0
GOGANE,73,37,36,552,268,284,261,120,141,133,70,63,116,70,46,10,6,4,15,11,4,1,1,0,0,0,0,202,105,97,3,1,2
GUPTESHWOR,29,17,12,455,233,222,292,150,142,171,85,86,140,71,69,27,13,14,14,10,4,9,6,3,0,0,0,129,74,55,2,1,1
HASANPUR,49,25,24,721,399,322,304,157,147,137,76,61,156,81,75,29,15,14,5,4,1,2,2,0,2,1,1,98,36,62,1,0,1
HELAUCHHA,77,39,38,1098,589,509,431,221,210,209,123,86,150,79,71,35,22,13,10,8,2,2,2,0,2,0,2,367,177,190,0,0,0
HOMTANG,90,42,48,1254,670,584,796,420,376,353,187,166,283,120,163,81,41,40,22,19,3,4,4,0,0,0,0,78,38,40,11,3,8
JARAYOTAR,86,38,48,832,416,416,577,278,299,375,201,174,196,92,104,33,14,19,27,19,8,5,4,1,1,1,0,258,143,115,0,0,0
KEEMALUNG,27,16,11,608,308,300,237,121,116,98,58,40,61,32,29,22,12,10,5,3,2,1,0,1,0,0,0,19,6,13,4,1,3
KEURENIPANI,111,65,46,1066,571,495,536,273,263,263,141,122,228,130,98,80,55,25,28,23,5,3,3,0,2,1,1,269,118,151,6,3,3
KHAIRANG,50,33,17,812,425,387,342,181,161,136,63,73,138,68,70,53,29,24,10,7,3,0,0,0,1,0,1,34,11,23,1,0,1
KHARTAMCHHA,8,7,1,465,239,226,232,112,120,112,66,46,88,44,44,22,13,9,7,5,2,0,0,0,0,0,0,34,19,15,0,0,0
KHATAMMA,50,33,17,619,325,294,319,166,153,139,71,68,99,53,46,30,19,11,7,6,1,0,0,0,0,0,0,25,13,12,3,1,2
KHAWA,11,6,5,507,265,242,314,153,161,170,85,85,131,62,69,19,15,4,14,11,3,0,0,0,0,0,0,24,18,6,5,4,1
KOT,83,41,42,975,527,448,534,279,255,282,151,131,301,168,133,32,18,14,25,21,4,0,0,0,6,0,6,94,57,37,6,1,5
KUDAK KAULE,71,36,35,704,370,334,335,166,169,155,80,75,180,99,81,23,15,8,16,12,4,2,1,1,0,0,0,46,31,15,4,3,1
KULUNG,125,62,63,1130,590,540,523,271,252,232,137,95,258,150,108,75,33,42,32,28,4,13,9,4,2,1,1,154,73,81,2,2,0
LEKHARKA,72,42,30,769,414,355,350,167,183,179,88,91,142,71,71,28,18,10,22,17,5,0,0,0,2,2,0,95,53,42,0,0,0
MANE BHANJYANG,86,43,43,690,382,308,335,192,143,201,117,84,121,62,59,29,17,12,13,11,2,2,2,0,0,0,0,131,69,62,3,2,1
MULPANI,136,75,61,1033,548,485,577,285,292,257,131,126,267,158,109,80,47,33,19,16,3,7,5,2,4,3,1,68,43,25,0,0,0
NAGI,24,8,16,294,156,138,175,84,91,115,61,54,118,54,64,26,20,6,6,4,2,1,1,0,2,2,0,38,14,24,4,3,1
NEPALEDADA,162,93,69,820,427,393,505,244,261,362,192,170,267,148,119,78,58,20,29,22,7,13,11,2,1,1,0,85,42,43,3,1,2
OKHRE,127,72,55,644,331,313,393,193,200,154,88,66,139,61,78,16,7,9,4,4,0,2,2,0,0,0,0,125,62,63,1,0,1
PANGCHA,134,71,63,554,280,274,323,167,156,120,63,57,116,69,47,23,17,6,5,5,0,1,1,0,0,0,0,27,16,11,5,4,1
PATLE PANI,84,45,39,968,537,431,389,188,201,212,101,111,102,46,56,43,17,26,10,7,3,1,1,0,0,0,0,102,39,63,1,1,0
PAWALA,47,23,24,362,215,147,184,103,81,70,41,29,107,55,52,20,9,11,2,2,0,1,1,0,0,0,0,40,24,16,0,0,0
PYAULI,44,21,23,521,270,251,340,170,170,220,115,105,178,97,81,55,28,27,30,24,6,1,1,0,1,1,0,122,54,68,0,0,0
RANIBAS,193,95,98,1599,839,760,713,367,346,341,194,147,306,168,138,92,54,38,20,16,4,5,5,0,1,1,0,170,65,105,6,5,1
SANGPANG,94,50,44,1140,580,560,472,221,251,176,89,87,182,101,81,45,24,21,14,11,3,2,2,0,4,4,0,157,78,79,0,0,0
SANO DUMMA,35,18,17,572,280,292,320,163,157,190,96,94,80,40,40,28,14,14,9,5,4,4,4,0,1,1,0,381,208,173,1,1,0
SHYAMSILA,24,14,10,610,303,307,327,164,163,184,97,87,157,75,82,19,8,11,7,6,1,2,2,0,4,0,4,95,52,43,4,3,1
SIDDHESWOR,69,40,29,737,375,362,435,221,214,224,122,102,250,126,124,62,45,17,10,8,2,3,3,0,2,1,1,102,37,65,1,0,1
SINDRANG,14,10,4,275,158,117,152,82,70,89,52,37,81,42,39,22,12,10,4,3,1,1,1,0,0,0,0,126,52,74,1,0,1
TAKSAR,45,29,16,761,384,377,501,245,256,355,183,172,345,198,147,139,89,50,25,16,9,8,8,0,1,1,0,41,15,26,6,4,2
THIDINGKHA,45,26,19,514,318,196,276,145,131,142,67,75,96,44,52,26,11,15,2,2,0,4,3,1,0,0,0,143,85,58,0,0,0
THULO DUMMA,52,27,25,462,261,201,287,134,153,140,70,70,66,27,39,21,8,13,3,3,0,0,0,0,1,1,0,312,153,159,0,0,0
TIMMA,56,33,23,757,402,355,385,192,193,198,105,93,144,77,67,14,10,4,7,4,3,3,3,0,1,0,1,204,97,107,0,0,0
TIWARI BHANJYANG,66,32,34,781,399,382,441,245,196,355,196,159,282,187,95,70,33,37,30,16,14,11,11,0,0,0,0,85,42,43,1,0,1
TUNGGECHHA,95,56,39,582,303,279,323,164,159,145,79,66,135,78,57,33,14,19,9,7,2,0,0,0,0,0,0,207,104,103,0,0,0
BALANKHA,48,24,24,390,211,179,213,100,113,121,64,57,151,95,56,13,10,3,5,4,1,3,3,0,1,0,1,2,1,1,0,0,0
YAKU,3,2,1,989,524,465,412,188,224,186,98,88,170,98,72,45,32,13,16,11,5,1,1,0,1,1,0,276,69,207,6,0,6
YANGPANG,88,49,39,878,441,437,362,180,182,210,118,92,138,67,71,29,17,12,15,15,0,2,2,0,0,0,0,146,64,82,0,0,0
INSTITUTIONAL,16,10,6,129,117,12,363,354,9,222,222,0,332,327,5,103,101,2,18,18,0,1,1,0,0,0,0,8,8,0,3,1,2
