VDC/MUNICIPALITY,ELECTRICITY,KEROSENE,BIOGAS,SOLAR,OTHERS,NOT_STATED
AAMTEP,5,145,1,302,119,3
ANNAPURNA,0,65,2,230,30,0
BAIKUNTHE,45,141,0,186,206,3
BASIKHORA,12,253,9,403,171,0
WASHINGTHARPU,20,93,0,133,99,0
BASTEEM,4,68,1,414,55,1
BHAISIPANKHA,12,152,7,280,84,0
BHOJPUR,1724,222,10,102,11,1
YOON,9,107,0,156,91,0
BHULKE,6,84,0,379,46,1
BOKHIM,0,258,7,327,72,0
BOYA,3,313,3,360,112,0
CHAMPE,16,237,3,303,40,0
CHANGRE,5,98,4,414,109,0
CHARAMBI,0,42,0,241,337,0
CHAUKIDADA,24,211,13,133,84,1
CHHINAMAKHU,2,151,3,281,174,0
DALGAUN,151,53,2,371,8,0
DEURALI,810,257,29,31,34,1
DEWANTAR,138,96,0,273,138,0
DHODLEKHANI,14,96,8,207,74,1
DOBHANE,98,403,5,297,172,0
DUMMANA,7,92,4,585,131,1
GOGANE,0,129,3,294,41,0
GUPTESHWOR,0,79,1,171,165,1
HASANPUR,87,131,0,272,47,0
HELAUCHHA,69,198,5,421,59,0
HOMTANG,3,435,3,528,302,4
JARAYOTAR,441,115,0,190,36,0
KEEMALUNG,11,193,1,110,3,0
KEURENIPANI,483,318,3,50,19,0
KHAIRANG,2,144,1,229,191,0
KHARTAMCHHA,3,261,7,54,0,0
KHATAMMA,0,276,3,121,12,1
KHAWA,0,109,4,305,28,1
KOT,92,227,7,510,20,7
KUDAK KAULE,0,316,1,155,31,2
KULUNG,54,435,0,243,138,4
LEKHARKA,2,154,0,276,100,0
MANE BHANJYANG,8,102,1,312,99,0
MULPANI,243,286,1,222,91,1
NAGI,11,103,4,139,5,0
NEPALEDADA,8,308,19,324,108,2
OKHRE,2,128,0,375,58,1
PANGCHA,1,92,0,210,179,1
PATLE PANI,0,255,0,280,179,0
PAWALA,0,28,0,163,47,0
PYAULI,9,168,2,355,19,1
RANIBAS,1,211,2,653,359,1
SANGPANG,406,284,0,42,24,0
SANO DUMMA,1,70,5,149,273,1
SHYAMSILA,2,115,1,120,335,1
SIDDHESWOR,4,120,6,456,14,1
SINDRANG,5,47,3,98,106,0
TAKSAR,635,146,3,37,2,1
THIDINGKHA,8,177,1,213,30,0
THULO DUMMA,8,67,4,295,107,0
TIMMA,0,81,0,305,166,0
TIWARI BHANJYANG,1,96,4,395,56,1
TUNGGECHHA,95,279,1,87,24,3
BALANKHA,1,114,2,180,57,0
YAKU,43,44,12,396,77,1
YANGPANG,0,161,1,453,39,0
TOTAL,5844,10639,222,16596,6043,49
