VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,37637,163412,76515,86897,4.3417913223689455,88.05252195127565
AHALE,887,4050,1948,2102,4.565952649379932,92.67364414843007
ANKHISALLA,1228,5466,2591,2875,4.45114006514658,90.12173913043479
ARKHAULE JITPUR,934,3984,1818,2166,4.265524625267666,83.93351800554017
BASANTATAR,648,2758,1240,1518,4.256172839506172,81.68642951251647
BELHARA,1281,5882,2829,3053,4.591725214676035,92.66295447101211
BHIRGAUN,975,4297,1960,2337,4.407179487179487,83.86820710312367
BODHE,691,3056,1412,1644,4.422575976845152,85.88807785888078
CHHA NAMBAR BUDHABARE,446,1832,855,977,4.1076233183856505,87.51279426816787
BUDI MORANG,847,3603,1667,1936,4.25383707201889,86.10537190082644
CHANUWA,831,3717,1679,2038,4.472924187725631,82.3846908734053
CHHINTANG,1822,9379,4496,4883,5.147639956092206,92.07454433749744
CHUNGWANG,958,4129,1894,2235,4.310020876826722,84.74272930648769
DANDA BAZAR,664,2711,1243,1468,4.082831325301205,84.67302452316076
DANDAGAUN,450,2106,943,1163,4.68,81.08340498710233
DHANKUTA MUNICIPALITY,7204,26440,12378,14062,3.6701832315380343,88.02446309202105
FAKSIB,380,1591,747,844,4.186842105263158,88.50710900473933
FALATE,582,2682,1233,1449,4.608247422680412,85.09316770186336
GHORLIKHARKA,601,2602,1207,1395,4.329450915141431,86.52329749103943
HATHIKHARKA,1132,4968,2299,2669,4.3886925795053005,86.13713001124016
KHOKU,826,3915,1844,2071,4.739709443099273,89.03911154031869
KHUWAPHOK,644,2581,1149,1432,4.00776397515528,80.23743016759776
KURULE TENUPA,874,3811,1733,2078,4.360411899313501,83.39749759384023
LEGUWA,1081,4722,2171,2551,4.368177613320999,85.10388083104665
MAHABHARAT,943,4023,1921,2102,4.266171792152704,91.38915318744053
MAREK KATAHARE,1334,6196,2863,3333,4.644677661169415,85.8985898589859
MAUNABUDHUK,584,2569,1114,1455,4.398972602739726,76.56357388316152
MUDHEBAS,652,2680,1199,1481,4.110429447852761,80.95881161377447
MUGA,869,4108,1862,2246,4.7272727272727275,82.90293855743545
MURTIDHUNGA,852,4075,1863,2212,4.782863849765258,84.22242314647377
PAKHRIBAS,1136,4811,2191,2620,4.235035211267606,83.62595419847328
PAREWADIN,1611,6929,3165,3764,4.301055245189324,84.08607863974495
RAJA RANI,647,2577,1170,1407,3.982998454404946,83.15565031982942
SANNE,831,3746,1667,2079,4.507821901323706,80.18278018278018
TANKHUWA,999,4229,1882,2347,4.233233233233233,80.18747337025991
TELIA,490,2196,1000,1196,4.481632653061224,83.61204013377926
VEDETAR,682,2977,1414,1563,4.365102639296188,90.46705054382598
