VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
ANDUPATTI,16,636,1,0,0,0,0,8
AURAHI,245,613,0,4,0,0,90,9
BAFAI,141,359,1,1,1,0,37,11
BAGHCHAURA,372,692,0,0,0,0,0,5
BAHEDA BELA,290,824,0,3,1,0,0,13
BAHUARBA,14,853,1,3,0,0,2,10
BALABAKHAR,39,1215,1,123,0,1,0,8
BALAHA KATHAL,1,627,1,8,0,1,0,15
BALAHA SADHARA,261,426,2,2,0,0,0,7
BALLAGOTH,208,405,7,23,0,0,9,21
BANINIYA,3,687,1,0,0,0,0,2
BARAMAJHIYA,6,1141,2,1,1,0,15,6
BASAHIYA,5,1178,1,5,0,1,16,7
BASBITTI,126,401,1,0,0,0,8,0
BATESWOR,83,490,141,413,1,0,0,23
BEGA SHIVAPUR,85,1173,0,1,5,0,116,23
BEGADAWAR,1730,2,19,466,15,20,9,20
BHARATPUR,161,1180,49,1451,25,91,2,62
BHUCHAKRAPUR,200,150,7,480,1,0,92,12
BHUTAHIPATERWA,1,805,1,1,0,0,83,4
BINDHI,12,1169,3,0,1,1,2,4
BISARMORA,2,905,1,1,1,0,8,10
CHAKKAR,260,791,2,6,0,0,1,18
CHORA KOILPUR,9,835,1,0,0,0,1,8
DHANUSHA GOVINDAPUR,22,1600,6,2,0,0,8,19
DEBADIHA,2,1179,2,1,0,0,0,30
DEURI PARBAHA,49,777,4,0,0,0,0,6
DEVPURA RUPETHA,76,1315,1,4,0,0,11,27
DHABOULI,58,1218,0,4,1,0,0,36
DHALKEBAR,777,34,3,1149,6,30,7,16
DHANAUJI,6,1363,0,1,0,1,100,44
DHANUSADHAM,50,1388,18,0,2,2,147,29
DIGAMBARPUR,12,1064,2,628,1,0,0,22
DUBARIKOT HATHILETWA,69,1191,3,3,0,0,1,23
DUHABI,440,712,0,1,7,1,0,139
EKARAHI,9,883,2,10,1,0,1,0
FULGAMA,10,2085,1,1,1,0,90,5
GHODGHANS,23,1026,1,2,2,0,62,6
GODAR,71,249,395,868,1,8,2,15
GOPALPUR,45,943,2,9,2,0,3,13
GOTH KOHELPUR,7,645,2,0,0,0,0,70
HANSAPUR KATHPULA,3,862,0,0,0,0,0,13
HARIHARPUR,1,645,1,900,1,0,1,13
HARINE,46,854,2,2,0,0,4,31
HATHIPURHARBARA,41,703,1,0,0,0,0,9
INARWA,7,491,0,0,0,0,123,12
ITAHARWA,7,811,0,7,0,0,2,11
JANAKPUR MUNICIPALITY,2650,15886,80,19,35,8,194,311
JHATIYAHI,4,979,0,1,0,0,52,32
JHOJI KATAIYA,8,720,1,0,0,0,0,12
KACHURI THERA,187,840,2,7,0,0,18,9
KAJARA RAMAUL,10,921,0,1,0,0,12,9
KANAKPATTI,21,919,1,1,0,0,20,4
KHAJURI CHANHA,326,732,0,0,0,0,0,5
KHARIYANI,27,1769,0,1,0,0,0,40
KURTHA,17,1253,0,3,3,1,55,18
LABATOLI,8,775,5,107,0,0,2,11
LAGMAGADHAGUTHI,503,385,2,23,0,0,0,11
LAKHOURI,16,431,5,1,0,0,88,37
LAKKAD,116,601,3,13,0,0,2,13
LAXMINIWAS,342,0,13,176,56,0,1,15
LAXMIPURBAGEWA,177,954,7,3,1,0,88,3
LOHANA,3,1088,0,0,1,0,0,90
MAHUWA (PRA. KHE.),361,442,0,1,3,0,2,4
MAHUWA (PRA. KO.),3,1007,1,1,0,0,39,5
MAKHANAHA,339,1055,0,1,0,0,2,28
MANSHINGPATTI,329,465,0,0,1,0,1,8
MACHIJHITKAIYA,12,1671,5,2,0,1,9,38
MITHILESHWOR MAUWAHI,121,600,0,0,0,0,0,17
MITHILESHWOR NIKAS,63,1084,1,3,0,0,2,59
MUKHIYAPATTI MUSAHARNIYA,4,1116,1,2,1,0,1,18
NAGARAEEN,217,806,1,0,0,0,0,1
NAKATAJHIJH,549,227,197,451,6,0,17,17
NANUPATTI,0,628,0,3,0,0,44,2
NAUWAKHOR PRASHAHI,19,793,1,1,0,0,7,21
PACHAHARWA,5,613,0,0,0,0,22,16
PATANUKA,0,604,0,1,0,0,7,14
PATERWA,2,789,1,1,0,0,3,33
