VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,WOOD_PLANKS,BAMBOO,UNBACKED_BRICK,OTHERS,NOT_STATED
ANDUPATTI,4,118,3,527,0,0,9
AURAHI,80,249,45,526,46,1,14
BAFAI,8,180,8,345,0,0,10
BAGHCHAURA,45,199,126,667,8,0,24
BAHEDA BELA,21,125,6,938,3,5,33
BAHUARBA,52,374,15,418,12,5,7
BALABAKHAR,9,127,11,1217,3,0,20
BALAHA KATHAL,17,133,16,463,0,0,24
BALAHA SADHARA,8,137,5,537,1,0,10
BALLAGOTH,21,185,1,443,0,1,22
BANINIYA,53,145,3,487,1,0,4
BARAMAJHIYA,7,151,15,991,0,1,7
BASAHIYA,105,600,67,430,0,0,11
BASBITTI,76,191,3,260,0,3,3
BATESWOR,32,230,26,832,1,0,30
BEGA SHIVAPUR,26,631,12,709,0,2,23
BEGADAWAR,135,657,74,1372,3,6,34
BHARATPUR,272,395,120,2128,2,14,90
BHUCHAKRAPUR,23,153,38,707,4,1,16
BHUTAHIPATERWA,19,151,2,716,0,0,7
BINDHI,85,545,11,439,22,83,7
BISARMORA,3,123,2,776,0,14,10
CHAKKAR,88,296,65,547,53,0,29
CHORA KOILPUR,13,118,21,689,1,1,11
DHANUSHA GOVINDAPUR,211,175,15,1234,3,0,19
DEBADIHA,67,266,10,724,96,3,48
DEURI PARBAHA,46,221,67,493,0,0,9
DEVPURA RUPETHA,202,625,20,550,7,1,29
DHABOULI,13,266,14,973,6,0,45
DHALKEBAR,19,430,40,1507,3,0,23
DHANAUJI,82,326,1,1069,3,0,34
DHANUSADHAM,24,133,91,1280,0,1,107
DIGAMBARPUR,9,163,3,1531,0,1,22
DUBARIKOT HATHILETWA,17,159,64,1018,2,0,30
DUHABI,329,301,83,410,30,2,145
EKARAHI,7,217,12,659,7,0,4
FULGAMA,104,516,16,1500,48,0,9
GHODGHANS,115,300,8,569,124,0,6
GODAR,17,139,13,1421,1,0,18
GOPALPUR,28,234,10,728,2,0,15
GOTH KOHELPUR,140,77,25,406,3,3,70
HANSAPUR KATHPULA,13,171,1,679,1,1,12
HARIHARPUR,47,343,7,1023,0,119,23
HARINE,21,90,186,605,1,0,36
HATHIPURHARBARA,4,138,1,599,1,2,9
INARWA,7,67,13,526,0,3,17
ITAHARWA,23,163,7,627,4,0,14
JANAKPUR MUNICIPALITY,1065,15417,292,1901,61,13,434
JHATIYAHI,19,144,2,871,0,0,32
JHOJI KATAIYA,27,150,24,484,8,0,48
KACHURI THERA,71,332,49,599,2,0,10
KAJARA RAMAUL,10,190,13,727,0,2,11
KANAKPATTI,89,376,68,427,0,1,5
KHAJURI CHANHA,44,283,1,728,1,0,6
KHARIYANI,24,263,7,1488,2,9,44
KURTHA,32,486,153,664,0,0,15
LABATOLI,20,112,5,754,3,0,14
LAGMAGADHAGUTHI,119,335,32,403,23,2,10
LAKHOURI,47,128,9,358,2,3,31
LAKKAD,14,74,5,627,0,0,28
LAXMINIWAS,13,117,109,344,1,0,19
LAXMIPURBAGEWA,23,480,29,677,18,0,6
LOHANA,96,461,7,531,2,2,83
MAHUWA (PRA. KHE.),197,137,46,403,2,20,8
MAHUWA (PRA. KO.),26,370,10,641,0,0,9
MAKHANAHA,138,183,142,928,0,0,34
MANSHINGPATTI,146,229,5,410,1,0,13
MACHIJHITKAIYA,24,284,23,1359,9,0,39
MITHILESHWOR MAUWAHI,18,173,9,516,3,0,19
MITHILESHWOR NIKAS,18,116,12,989,1,0,76
MUKHIYAPATTI MUSAHARNIYA,108,189,13,804,2,0,27
NAGARAEEN,28,302,21,631,2,0,41
NAKATAJHIJH,121,396,112,807,2,0,26
NANUPATTI,30,75,2,531,2,1,36
NAUWAKHOR PRASHAHI,27,242,60,453,2,0,58
PACHAHARWA,3,76,3,564,3,0,7
PATANUKA,122,203,1,269,0,0,31
PATERWA,12,120,112,550,0,0,35
PAUDESWOR,9,323,3,786,0,0,7
PUSPALPUR,2,38,3,477,0,1,3
RAGHUNATHPUR,15,343,364,1983,1,0,26
RAMADAIYA BHAWADI,184,208,15,765,1,0,16
SABELA,12,531,0,1058,3,0,14
SAKHUWA MAHENDRANAGAR,147,1660,28,1556,2,0,52
SAPAHI,28,375,44,1028,5,2,30
SATOSAR,10,248,140,568,1,6,113
SHANTIPUR,21,110,140,691,0,0,13
GIDDHA,73,209,19,584,13,1,28
SINGYAHI MAIDAN,8,136,26,1402,3,5,6
SINURJODA,292,594,20,606,5,0,40
SONIGAMA,22,191,1,1027,0,0,2
SUGA MADHUKARAHI,27,189,69,456,3,3,20
SUGA NIKASH,35,168,27,496,0,0,6
TARAPATTI SIRSIYA,38,279,5,949,0,0,116
THADI JHIJA,189,279,22,785,0,0,20
THILLA YADUWA,3,223,100,340,3,0,32
TULSI CHAUDA,18,71,596,321,0,3,15
TULSIYAHI NIKAS,115,266,9,400,1,0,3
TULSIYANI JABDI,95,349,9,491,0,0,5
UMAPREMPUR,23,310,20,1777,0,1,43
YADUKUSH,25,441,32,640,1,0,6
YAGYABHUMI,28,439,26,2609,1,1,32
TOTAL,6897,42156,4496,80528,697,349,3102
