VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
ANDUPATTI,75,577,293,313,15,13,2,5,492,5,26,497,3,1,9
AURAHI,102,812,340,368,44,6,0,11,721,15,79,585,3,1,47
BAFAI,59,470,319,256,24,4,0,10,347,4,36,361,2,1,22
BAGHCHAURA,142,923,543,487,179,12,0,18,714,15,111,789,0,2,4
BAHEDA BELA,78,1013,752,308,13,5,0,20,665,21,73,960,8,0,40
BAHUARBA,118,757,336,535,13,3,0,32,617,11,61,586,5,3,8
BALABAKHAR,129,1249,761,301,3,9,1,8,984,18,117,987,15,0,9
BALAHA KATHAL,169,448,132,185,1,0,0,6,413,1,23,301,1,0,36
BALAHA SADHARA,86,609,342,239,35,6,0,5,468,7,67,424,1,4,3
BALLAGOTH,222,413,126,52,4,5,1,1,307,1,18,150,3,0,38
BANINIYA,68,610,307,375,47,8,0,14,535,9,52,410,3,1,15
BARAMAJHIYA,236,919,405,428,28,10,1,14,828,15,81,582,60,3,17
BASAHIYA,249,949,423,530,230,33,7,40,790,30,120,717,2,13,15
BASBITTI,81,454,184,234,23,6,0,6,413,1,45,310,7,0,1
BATESWOR,409,708,452,307,16,10,1,22,438,38,52,469,2,1,34
BEGA SHIVAPUR,129,1264,662,911,524,20,3,13,1073,44,178,1067,5,6,10
BEGADAWAR,314,1951,1165,1023,400,64,7,75,1505,7,171,1113,16,63,16
BHARATPUR,363,2579,1471,1235,228,39,4,54,2106,26,230,1745,19,21,79
BHUCHAKRAPUR,157,766,341,343,35,9,0,25,582,16,72,627,16,4,19
BHUTAHIPATERWA,191,698,415,271,20,4,0,3,619,5,36,475,2,0,6
BINDHI,129,1060,363,632,529,44,2,104,938,47,158,792,1,29,3
BISARMORA,130,790,342,267,3,5,1,10,678,15,79,496,5,2,8
CHAKKAR,161,878,467,286,22,11,3,20,444,3,87,632,1,5,39
CHORA KOILPUR,250,594,335,308,90,5,1,8,530,7,77,393,5,0,10
DHANUSHA GOVINDAPUR,237,1363,788,818,15,15,2,17,1203,87,116,847,6,7,57
DEBADIHA,164,1021,449,469,8,4,2,8,746,35,86,909,1,0,29
DEURI PARBAHA,169,658,343,358,51,6,0,27,560,6,49,366,0,5,9
