VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
BALIYA,1045,7287,3250,2584,723,161,59,284,5781,186,503,5022,103,267,241
BASAUTI,60,976,514,182,0,1,0,8,754,1,46,883,10,0,16
BELADEVIPUR,193,1691,680,730,26,38,3,44,1257,13,115,1417,476,12,28
BHAJANI,264,2210,1286,772,252,53,23,163,1681,108,163,1888,289,40,33
BONIYA,184,2263,1162,875,141,21,6,26,1628,19,107,2010,271,31,10
CHUHA,426,3139,1630,1075,103,44,13,87,2227,47,117,2319,242,29,82
CHAUMALA,845,4379,1966,1841,223,61,14,48,3515,174,206,2794,138,72,69
DHANSINGHAPUR,247,1252,712,509,79,16,5,3,870,23,78,996,1,4,41
DARAKH,152,2950,1556,682,211,74,15,62,2313,96,197,2320,293,53,51
DHANGADHI MUNICIPALITY,1031,19761,10244,11766,8635,2890,1204,4534,16873,644,3650,15006,251,3363,238
DODODHARA,562,2939,1268,1091,285,61,14,172,2208,58,191,2167,258,92,87
DURGAULI,216,2370,1287,1033,130,47,6,47,1846,5,140,2126,12,8,40
GADARIYA,60,1560,784,284,0,5,3,15,1114,7,93,1437,348,1,37
GETA,270,3381,1531,1922,652,166,32,479,2561,98,409,2517,36,195,69
GODAWARI,878,1993,1216,619,12,9,1,23,1382,5,64,618,2,21,35
HASULIYA,178,2193,1096,408,88,20,1,19,1538,2,102,1979,43,4,14
JANAKINAGAR,62,909,514,337,42,22,1,4,517,5,35,770,154,6,21
JOSHIPUR,353,3536,2086,1242,295,83,22,105,2702,162,223,3266,348,52,46
KHAILAD,158,1861,935,279,10,23,2,15,1319,25,73,1666,108,5,24
KHAIRALA,271,521,487,19,5,2,0,7,201,0,6,33,0,0,4
KOTA TULSIPUR,298,1801,881,617,28,16,3,35,978,8,95,1515,119,1,16
LALBOJHI,224,1576,664,398,53,20,2,23,1030,45,69,1375,180,4,18
MALAKHETI,496,4134,1927,2397,446,146,48,302,3342,93,373,2894,19,187,173
MASURIYA,425,3331,1748,679,104,50,10,24,2760,45,171,2478,437,58,72
MOHANYAL,214,546,495,5,0,0,0,11,231,0,0,3,1,0,11
MUNUWA,87,1885,915,750,195,40,14,41,1401,14,80,1730,93,20,18
NARAYANPUR,202,1945,1048,904,165,32,19,37,1513,11,108,1523,144,33,39
NIGALI,286,738,656,9,1,3,0,10,408,1,3,1,0,0,6
PAHALMANPUR,145,2376,1471,459,108,40,9,42,1834,43,190,1961,99,22,66
PANDAUN,226,350,329,4,0,0,0,0,81,0,0,0,0,0,7
PATHARIYA,483,2900,1558,1084,60,50,6,22,1720,22,145,2407,256,18,60
PAWERA,78,902,494,205,14,8,1,11,700,3,47,825,4,9,0
PHULWARI,368,3410,2051,1466,148,62,8,113,2369,53,188,2662,47,45,66
PRATAPAPUR,225,2289,1259,785,152,19,33,26,1837,72,116,1881,163,17,23
RAMSIKHAR JHALA,314,2783,1592,340,6,8,3,29,1914,14,68,2195,250,4,59
RATANPUR,91,1058,517,117,0,0,0,11,662,1,34,965,10,0,38
SADEPANI,589,3624,2088,485,38,17,1,26,2721,27,101,2673,347,2,65
SAHAJPUR,304,1168,994,114,33,2,0,24,622,1,13,13,2,14,64
SREEPUR,484,2730,1322,1280,40,52,5,93,2114,37,154,2056,122,38,96
SUGARKHAL,914,1623,1379,17,0,2,0,9,692,0,15,202,1,0,78
THAPAPUR,147,2176,1041,824,121,30,5,52,1655,64,112,1986,264,22,26
TIKAPUR MUNICIPALITY,1068,10432,5686,4447,2567,556,258,783,8260,123,1115,8648,374,626,130
UDASIPUR,102,1360,699,145,2,4,0,21,979,20,52,1178,275,1,30
URMA,181,2319,992,719,16,16,0,157,1548,2,124,2089,114,6,33
