VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
AMBEGUDIN,127,497,384,32,27,12,0,23,404,0,0,0,0,0,1
ANGKHOP,114,337,246,5,2,0,0,13,251,0,0,0,0,0,0
CHAKSIBOTE,55,136,114,2,0,0,0,2,106,0,0,0,0,0,0
CHANGE,205,656,494,65,5,7,0,6,566,0,2,1,0,1,0
DHUNGESANGHU,143,603,486,119,18,14,2,35,503,2,0,2,0,0,0
DOKHU,148,761,698,211,102,28,10,31,626,0,5,1,0,0,0
DUMMRISE,73,251,228,20,0,1,0,10,180,0,0,0,0,0,0
EKHABU,135,261,223,1,0,0,0,14,149,0,0,0,0,0,0
HANGDEWA,69,684,608,17,1,9,0,3,511,1,1,2,1,0,0
HANGPANG,115,667,574,157,23,12,15,7,571,0,0,0,0,1,0
KALIKHOLA,32,86,64,4,0,0,0,1,66,0,0,0,0,0,0
KHAMLUNG,54,265,212,25,1,2,0,6,204,0,0,0,0,0,0
KHEJENIM,127,353,276,2,1,2,0,3,269,0,0,0,0,0,0
KHEWANG,132,394,365,39,4,4,0,34,188,0,1,0,0,0,0
KHOKLING,115,578,462,6,0,3,0,6,487,0,0,0,0,0,0
LELEP,135,376,351,42,0,1,0,37,84,0,0,0,0,0,0
LIMBUDIN,117,239,182,16,1,1,0,30,164,0,0,0,0,0,0
LINGTEP,112,220,169,18,0,1,0,1,179,0,0,0,0,0,0
LINKHIM,61,396,333,74,9,5,0,9,351,0,0,0,0,0,0
LIWANG,62,297,260,3,0,0,0,4,231,0,0,0,0,0,0
MAMANGKHE,89,151,100,0,0,0,0,6,111,0,0,0,0,0,0
MEHELE,74,389,354,15,0,3,0,33,220,0,0,0,0,0,0
NALBU,119,257,181,12,0,0,0,11,177,0,0,0,0,0,0
NANGKHOLYANG,168,641,569,58,3,2,0,33,507,0,2,1,1,0,0
NIDHURADIN,110,401,358,18,0,1,0,13,272,0,0,0,0,0,0
OLANGCHUNG GOLA,7,55,41,24,1,1,0,1,1,0,0,0,0,0,0
PAPUNG,54,262,254,6,0,2,1,3,107,0,0,0,0,0,0
PEDANG,84,260,236,1,3,0,0,11,147,0,0,0,0,0,0
PHAKUMBA,197,496,418,5,0,0,0,7,334,1,1,1,0,0,0
PHAWAKHOLA,52,208,169,2,1,2,0,4,154,0,0,0,0,0,0
PHULBARI,111,623,575,83,10,1,1,1,472,0,0,0,0,0,0
PHUNGLING,218,3345,2708,1360,884,254,84,399,2940,10,53,22,5,15,8
PHURUMBU,44,449,405,58,4,1,1,14,282,0,0,0,0,0,0
SADEWA,39,172,161,4,3,1,1,4,77,0,0,0,0,0,0
SANGHU,96,656,601,78,5,14,1,29,470,0,4,1,0,0,3
SANTHAKRA,143,390,306,12,0,2,0,4,299,0,0,0,0,0,0
SANWA,179,322,259,40,1,1,0,39,204,0,0,0,0,0,0
SAWANDIN,70,227,176,2,0,3,0,5,181,0,0,0,1,0,0
SABLAKHU,103,329,300,22,0,3,0,7,251,0,0,0,0,0,0
SIKAICHA,110,307,261,37,12,7,2,40,203,0,1,0,0,0,0
SINAM,107,354,308,41,16,1,1,24,271,0,2,3,0,0,0
SURUMKHIM,121,218,199,13,6,0,0,9,92,0,0,0,0,0,0
TAPETHOK,102,220,201,4,1,1,0,5,44,0,0,0,0,0,0
TELLOK,132,317,277,38,1,1,0,29,168,0,0,0,0,0,0
THECHAMBU,118,584,529,47,3,1,5,2,480,0,0,0,0,0,0
THINGLABU,154,337,267,7,3,3,0,1,208,0,0,0,0,0,0
THUKIMMA,157,370,299,8,2,4,0,10,292,0,0,0,0,0,0
THUMBEDIN,94,360,306,6,1,1,0,31,264,0,1,0,0,0,0
TIRINGE,58,296,228,90,3,0,0,26,213,0,0,0,0,0,0
YAMFUDIN,30,135,126,9,1,0,0,27,29,0,0,0,0,0,0
