VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
AMBEGUDIN,344,263,10,2,0,0,0,6
ANGKHOP,320,118,0,0,0,0,11,2
CHAKSIBOTE,175,16,0,0,0,0,0,0
CHANGE,692,148,16,1,3,0,0,1
DHUNGESANGHU,495,224,6,4,6,0,4,7
DOKHU,466,429,1,9,1,0,0,3
DUMMRISE,282,40,0,0,0,0,1,1
EKHABU,231,137,0,1,2,0,24,1
HANGDEWA,316,411,3,1,0,0,20,2
HANGPANG,624,148,8,0,1,0,0,1
KALIKHOLA,60,45,2,0,1,0,9,1
KHAMLUNG,251,54,11,1,2,0,0,0
KHEJENIM,309,158,0,0,2,0,3,8
KHEWANG,387,129,6,0,1,0,0,3
KHOKLING,571,115,3,1,0,0,1,2
LELEP,114,163,1,1,160,0,66,6
LIMBUDIN,252,87,3,0,1,0,3,10
LINGTEP,252,79,0,0,0,0,0,1
LINKHIM,227,224,0,0,0,0,1,5
LIWANG,292,64,1,0,1,0,0,1
MAMANGKHE,128,96,0,1,0,0,15,0
MEHELE,298,164,0,0,0,0,0,1
NALBU,189,106,0,0,0,0,76,5
NANGKHOLYANG,549,247,1,2,0,0,1,9
NIDHURADIN,459,43,0,0,0,0,0,9
OLANGCHUNG GOLA,1,1,0,0,59,0,0,1
PAPUNG,74,62,2,1,70,0,93,14
PEDANG,225,113,0,0,0,0,0,6
PHAKUMBA,573,98,1,0,13,0,3,5
PHAWAKHOLA,154,102,3,0,0,0,0,1
PHULBARI,621,108,2,0,2,0,0,1
PHUNGLING,843,2353,20,320,5,1,9,20
PHURUMBU,218,265,3,0,4,0,0,3
SADEWA,150,59,0,0,1,0,0,1
SANGHU,555,175,2,3,0,0,15,5
SANTHAKRA,473,52,2,0,2,0,1,3
SANWA,299,199,0,0,0,0,0,3
SAWANDIN,241,51,1,0,1,0,2,1
SABLAKHU,333,89,9,0,0,0,0,1
SIKAICHA,274,124,12,6,0,0,1,0
SINAM,313,143,2,0,0,0,0,3
SURUMKHIM,174,125,10,0,0,0,27,3
TAPETHOK,79,95,0,0,56,0,87,5
TELLOK,243,206,0,0,0,0,0,0
THECHAMBU,545,151,2,2,1,0,0,1
THINGLABU,437,40,1,2,0,0,0,11
THUKIMMA,362,155,0,1,2,0,5,2
THUMBEDIN,392,58,0,1,0,0,2,1
TIRINGE,225,127,0,2,0,0,0,0
YAMFUDIN,41,66,0,0,16,1,39,2
TOTAL,16128,8725,144,362,413,2,519,178
