VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
AMBEGUDIN,613,3,2,0,0,0,0,7
ANGKHOP,448,1,0,0,1,0,0,1
CHAKSIBOTE,187,1,3,0,0,0,0,0
CHANGE,853,3,0,0,5,0,0,0
DHUNGESANGHU,738,1,0,0,0,0,0,7
DOKHU,825,6,63,0,12,0,2,1
DUMMRISE,324,0,0,0,0,0,0,0
EKHABU,393,2,0,0,0,0,0,1
HANGDEWA,743,3,3,0,1,0,0,3
HANGPANG,778,4,0,0,0,0,0,0
KALIKHOLA,118,0,0,0,0,0,0,0
KHAMLUNG,311,3,4,0,1,0,0,0
KHEJENIM,471,2,0,0,0,0,0,7
KHEWANG,520,4,0,0,0,0,0,2
KHOKLING,686,4,0,1,0,0,0,2
LELEP,498,5,0,0,0,2,0,6
LIMBUDIN,344,1,0,0,0,0,0,11
LINGTEP,331,1,0,0,0,0,0,0
LINKHIM,451,1,0,0,0,0,0,5
LIWANG,356,2,0,0,0,0,0,1
MAMANGKHE,240,0,0,0,0,0,0,0
MEHELE,459,2,0,0,2,0,0,0
NALBU,373,0,0,0,0,0,0,3
NANGKHOLYANG,800,2,2,0,0,0,0,5
NIDHURADIN,499,5,1,0,0,0,0,6
OLANGCHUNG GOLA,61,0,0,0,0,0,0,1
PAPUNG,310,3,0,0,0,0,0,3
PEDANG,337,2,0,0,0,0,0,5
PHAKUMBA,685,4,0,0,0,0,0,4
PHAWAKHOLA,259,0,0,0,0,0,0,1
PHULBARI,730,4,0,0,0,0,0,0
PHUNGLING,2733,19,770,0,35,0,4,10
PHURUMBU,484,5,0,0,0,0,0,4
SADEWA,210,1,0,0,0,0,0,0
SANGHU,750,1,0,0,0,0,0,4
SANTHAKRA,526,4,0,0,0,0,0,3
SANWA,499,0,0,0,0,0,0,2
SAWANDIN,297,0,0,0,0,0,0,0
SABLAKHU,429,3,0,0,0,0,0,0
SIKAICHA,410,3,0,3,0,0,0,1
SINAM,457,1,0,0,0,0,0,3
SURUMKHIM,332,4,0,0,0,0,0,3
TAPETHOK,317,1,0,0,0,0,0,4
TELLOK,445,2,0,0,2,0,0,0
THECHAMBU,698,2,1,1,0,0,0,0
THINGLABU,473,6,0,0,2,0,0,10
THUKIMMA,519,6,0,0,0,0,0,2
THUMBEDIN,449,1,0,0,2,0,0,2
TIRINGE,354,0,0,0,0,0,0,0
YAMFUDIN,164,0,0,0,0,0,0,1
TOTAL,25287,128,849,5,63,2,6,131
