VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,RCC_WITH_PILLAR,WOODEN_PILLAR,OTHERS,NOT_STATED
BHIJER,93,0,0,0,0,0
CHHARKA,119,0,0,0,0,0
DHO,210,0,0,0,0,2
DUNAI,642,5,1,20,0,4
JUFAL,520,0,0,0,1,1
KAIGAUN,177,0,0,0,0,0
KALIKA,234,0,0,0,0,2
LAWAN,346,0,0,0,0,4
LHNA,204,0,0,1,0,0
LIKHU,413,0,0,0,0,2
MAJHFAL,519,0,0,0,0,0
MUKOT,162,0,0,0,0,1
NARKU,287,0,0,0,0,1
PAHADA,433,2,0,0,0,5
PHOKSUNDO,112,0,0,0,2,1
RAHA,189,0,0,0,0,1
RIMI,256,0,0,0,0,0
SAHARTARA,426,0,0,0,0,4
SALDANG,377,0,0,0,0,145
SARMI,401,0,0,1,0,0
SUNHOO,363,0,0,0,0,0
TINJE,254,0,0,0,0,2
TRIPURAKOT,517,1,0,1,0,2
TOTAL,7254,8,1,23,3,177
