VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,7488,36700,18238,18462,4.901175213675214,98.78669699924168
BHIJER,93,446,218,228,4.795698924731183,95.6140350877193
CHHARKA,119,746,363,383,6.26890756302521,94.7780678851175
DHO,212,923,417,506,4.35377358490566,82.41106719367589
DUNAI,672,2592,1327,1265,3.857142857142857,104.90118577075098
JUFAL,522,2279,1108,1171,4.365900383141763,94.6199829205807
KAIGAUN,177,879,425,454,4.966101694915254,93.6123348017621
KALIKA,236,1321,684,637,5.5974576271186445,107.37833594976452
LAWAN,350,1600,735,865,4.571428571428571,84.97109826589595
LHNA,205,1199,603,596,5.848780487804878,101.1744966442953
LIKHU,415,2206,1087,1119,5.31566265060241,97.14030384271672
MAJHFAL,519,2576,1274,1302,4.963391136801541,97.84946236559139
MUKOT,163,705,321,384,4.325153374233129,83.59375
NARKU,288,1523,786,737,5.288194444444445,106.64857530529173
PAHADA,440,2156,1044,1112,4.9,93.88489208633094
PHOKSUNDO,115,550,274,276,4.782608695652174,99.27536231884058
RAHA,190,923,487,436,4.8578947368421055,111.69724770642202
RIMI,256,1394,676,718,5.4453125,94.15041782729804
SAHARTARA,430,1976,922,1054,4.595348837209302,87.4762808349146
SALDANG,522,2103,1020,1083,4.028735632183908,94.18282548476455
SARMI,402,2285,1126,1159,5.6840796019900495,97.15271786022434
SUNHOO,363,1846,900,946,5.085399449035813,95.13742071881607
TINJE,256,1203,552,651,4.69921875,84.7926267281106
TRIPURAKOT,521,2697,1332,1365,5.176583493282149,97.58241758241758
