VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
ARNAMALALPUR,3,1695,3,14,0,0,2,14
ARNAMARAMPUR,5,696,0,0,0,0,0,12
ASANPUR,182,1807,9,232,0,0,272,8
ASHOKPUR BALKAWA,4,913,0,4,0,0,2,7
AURAHI,8,992,0,0,0,0,0,10
AYODHYANAGAR,45,205,1,588,1,0,1,1
BADHARAMAL,204,3100,9,9,1,1,5,17
BARCHHAWA,1,729,0,2,0,0,0,5
BARIYARPATTI,9,864,4,28,0,0,0,1
BASTIPUR,4,900,1,248,0,0,0,5
BELAHA,194,832,0,1,1,0,0,8
BELHI,4,809,1,9,0,0,0,1
BETAUNA,2,957,0,1,0,0,24,8
BHADAIYA,16,958,0,14,7,5,16,1
BHAGWANPUR,2,637,0,1,0,0,90,5
BHAGAWATIPUR,0,855,0,3,1,0,6,0
BHAWANIPUR,35,1052,1,2,0,0,0,2
BHAWANPUR KALABANZAR,7,706,1,1,0,0,18,7
BHOKRAHA,2,338,0,0,0,0,0,1
BISHNUPUR PRA.MA.,15,919,2,10,2,2,0,1
BISHNUPUR PRA.RA,0,1018,0,1,0,0,1,0
BISHNUPURKATTI,409,32,35,1268,20,384,2,35
BRAHMAGAUGHADI,4,662,1,4,0,0,0,5
CHANDRA AYODHYAPUR,170,787,4,334,1,3,0,8
CHANDRALALPUR,93,623,9,350,1,0,1,16
CHANDRODAYAPUR,13,341,9,699,4,53,1,3
CHATARI,2,480,0,1,0,0,0,2
CHIKANA,22,658,0,6,0,0,20,17
DEVIPUR,5,736,1,1,0,0,0,18
DHANGADI,46,1156,5,830,0,0,1,30
DHODHANA,126,558,4,176,2,106,5,2
DUMARI,152,573,2,0,0,0,0,12
DURGAPUR,2,869,0,2,0,0,0,6
FULBARIYA,139,1508,11,202,1,76,0,5
FULKAHA KATI,158,1574,14,25,0,0,0,24
GADHA,1,866,0,4,2,1,1,3
GAURIPUR,1,505,1,2,0,0,0,11
GAUTARI,33,681,1,1,0,1,0,5
GOVINDAPUR MALAHANAMA,8,575,2,728,0,0,2,5
GOVINDPUR TAREGANA,13,795,25,183,9,0,0,25
HAKPARA,7,807,0,2,0,0,0,1
HANUMANNAGAR,235,1008,1,0,2,1,1,6
HANUMANNAGAR (PRA.DHA.),148,533,0,1,0,0,76,17
HARAKATTI,0,567,0,2,0,0,0,1
INARWA,228,1681,0,10,1,0,0,31
ITARHAWA,26,665,0,1,1,0,62,4
ITARI PARSAHI,2,871,0,0,0,0,0,0
ITATAR,1,794,4,5,0,0,17,13
JAMADAHA,25,289,14,695,2,85,1,7
JANAKINAGAR,6,720,1,1,0,0,0,4
JIGHAUL,30,803,8,4,4,0,1,10
KABILASI,0,585,2,2,0,0,1,4
KACHANARI,43,905,0,1,6,0,57,4
KALYANPUR JABADI,11,1713,1,0,1,0,25,30
KALYANPURKALABANZAR,63,527,1,3,0,0,22,1
KARJANHA,7,1362,0,13,0,0,1,20
KHARUKYANHI,1,820,2,4,0,0,1,1
KHIRAUNA,415,210,1,1,0,0,3,13
