VDC/MUNICIPALITY,NO_TOILET,FLUSH_TOILET,ORDINARY_TOILET,NOT_STATED
CHARANG,67,11,53,1
CHHONHUP,114,6,82,0
CHHOSER,124,2,32,0
CHHUSANG,43,21,104,0
GHAMI,67,12,88,2
JHONG,39,34,11,1
JOMSOM,60,344,22,4
KAGBENI,159,90,25,0
KOBANG,80,105,13,0
KUNJO,64,107,0,3
LETE,53,149,19,1
LOMANTHANG,1,1,168,2
MARPHA,118,287,8,1
MUKTINATH,100,83,15,0
SURKHANG,51,8,44,0
TUKUCHE,71,122,12,1
TOTAL,1211,1382,696,16
