VDC/MUNICIPALITY,MUD_BONDED,CEMENT_BONDED,WOOD_PLANKS,BAMBOO,UNBACKED_BRICK,OTHERS,NOT_STATED
CHARANG,129,0,0,0,1,0,2
CHHONHUP,103,0,0,0,98,0,1
CHHOSER,39,0,0,0,118,1,0
CHHUSANG,160,3,0,1,0,3,1
GHAMI,45,0,0,0,122,0,2
JHONG,83,0,0,0,0,0,2
JOMSOM,377,49,0,0,0,1,3
KAGBENI,253,18,1,0,0,1,1
KOBANG,181,8,9,0,0,0,0
KUNJO,154,7,7,0,0,3,3
LETE,142,62,8,8,0,0,2
LOMANTHANG,3,0,0,0,167,0,2
MARPHA,288,118,4,0,1,1,2
MUKTINATH,178,20,0,0,0,0,0
SURKHANG,44,1,0,0,58,0,0
TUKUCHE,187,17,0,0,0,0,2
TOTAL,2366,303,29,9,565,10,23
