VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
CHARANG,130,0,0,0,0,1,0,1
CHHONHUP,173,0,1,3,0,25,0,0
CHHOSER,55,0,0,1,1,101,0,0
CHHUSANG,166,0,0,0,0,0,2,0
GHAMI,112,0,0,0,26,29,0,2
JHONG,84,0,0,0,0,0,0,1
JOMSOM,423,0,0,0,4,0,0,3
KAGBENI,268,0,0,0,3,3,0,0
KOBANG,147,0,0,1,42,8,0,0
KUNJO,171,0,0,0,0,0,0,3
LETE,219,0,0,1,0,1,0,1
LOMANTHANG,170,0,0,0,0,0,0,2
MARPHA,410,1,0,0,0,2,0,1
MUKTINATH,194,0,0,0,0,4,0,0
SURKHANG,103,0,0,0,0,0,0,0
TUKUCHE,204,0,0,1,0,0,0,1
TOTAL,3029,1,1,7,76,174,2,15
