VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,48919,261770,126990,134780,5.351090578302909,94.22021071375575
AWAL PARAJUL,766,4213,2039,2174,5.5,93.7902483900644
BADABHAIRAB,519,2995,1412,1583,5.770712909441233,89.19772583701831
BADAKHOLA,588,2775,1249,1526,4.719387755102041,81.84796854521625
BADALAMJI,1164,6325,3067,3258,5.433848797250859,94.13750767341928
BALUWATAR,602,3524,1736,1788,5.853820598006645,97.0917225950783
BANSI,785,4005,1813,2192,5.101910828025478,82.70985401459853
BARAHA,719,3863,1883,1980,5.372739916550765,95.1010101010101
BELPATA,570,2721,1303,1418,4.773684210526316,91.88998589562765
BHAWANI,393,2197,1079,1118,5.590330788804072,96.51162790697676
BINDHYABASINI,577,2945,1343,1602,5.103986135181976,83.83270911360799
BISALLA,1195,6707,3298,3409,5.6125523012552305,96.7439131710179
CHAMUNDA,2064,11783,5889,5894,5.708817829457364,99.9151679674245
CHAURATHA,526,2869,1316,1553,5.4543726235741445,84.73921442369607
DADA PARAJUL,1001,5109,2352,2757,5.103896103896104,85.31011969532099
DULLU,850,4178,2050,2128,4.915294117647059,96.33458646616542
GAMAUDI,668,3203,1452,1751,4.794910179640719,82.92404340376928
GAURI,545,2635,1177,1458,4.834862385321101,80.72702331961591
GOGANPANI,657,3220,1543,1677,4.901065449010654,92.00954084675016
JAGANATH,504,2803,1362,1441,5.561507936507937,94.5176960444136
JAMBUKANDH,1195,6724,3308,3416,5.626778242677824,96.8384074941452
KAL BHAIRAB,879,4336,2054,2282,4.93287827076223,90.00876424189308
KALIKA,416,2460,1211,1249,5.913461538461538,96.95756605284227
KASIKANDH,809,5197,2608,2589,6.42398022249691,100.7338740826574
KATTI,919,5253,2546,2707,5.715995647442873,94.05245659401551
KHADGABADA,987,5039,2385,2654,5.105369807497467,89.86435568952524
KHARIGAIRA,826,3978,1729,2249,4.815980629539951,76.878612716763
KUSAPANI,968,5117,2594,2523,5.286157024793388,102.81411018628617
LAKANDRA,1049,5894,2966,2928,5.618684461391802,101.29781420765028
LANKURI,707,3840,1859,1981,5.4314002828854315,93.84149419485108
LALIKANDA,770,4653,2331,2322,6.042857142857143,100.3875968992248
LAYATI BINDRASAINI,1375,7642,3863,3779,5.557818181818182,102.22281026726647
BHAIRI KALIKATHUM,1054,5892,2916,2976,5.590132827324478,97.98387096774194
MALIKA,1061,5564,2637,2927,5.244109330819981,90.09224461906389
MEHELTOLI,459,2586,1232,1354,5.633986928104576,90.98966026587888
NARAYAN MUNICIPALITY,4678,21110,9866,11244,4.512612227447627,87.74457488438279
NAULE KATUWAL,835,4416,2148,2268,5.288622754491018,94.70899470899471
NEPA,1015,5233,2535,2698,5.155665024630542,93.95848776871757
NAUMULE,334,1780,852,928,5.3293413173652695,91.8103448275862
DWARI,478,2681,1370,1311,5.608786610878661,104.50038138825323
PADUKASTHAN,1065,5418,2591,2827,5.087323943661972,91.65192783869827
PAGNATH,505,2697,1279,1418,5.340594059405941,90.19746121297602
PILADI,504,3115,1552,1563,6.180555555555555,99.29622520793346
PIPALKOT,544,3213,1584,1629,5.90625,97.23756906077348
CHHIUDI PUSAKOT,932,4887,2428,2459,5.243562231759657,98.73932492883286
RAKAM KARNALI,556,2814,1344,1470,5.061151079136691,91.42857142857143
RANIBAN,747,4433,2065,2368,5.934404283801874,87.2043918918919
RAWATKOT,1045,5243,2498,2745,5.017224880382775,91.00182149362477
RUMA,453,2444,1165,1279,5.39514348785872,91.08678655199375
SALLERI,689,4008,1898,2110,5.817126269956459,89.95260663507109
SATTALA,895,4865,2405,2460,5.435754189944134,97.76422764227642
SERI,459,2143,981,1162,4.668845315904139,84.42340791738381
SIGAUDI,1104,6032,2987,3045,5.463768115942029,98.09523809523809
SINHASAIN,1193,6709,3311,3398,5.623637887678123,97.43967039434962
TILEPATA,971,5594,2853,2741,5.7610710607621005,104.08609996351697
TOLI,663,3480,1662,1818,5.248868778280543,91.41914191419141
TOLIJAISI,1083,6295,3125,3170,5.8125577100646355,98.58044164037855
