VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
AWAL PARAJUL,751,0,0,0,3,0,0,12
BADABHAIRAB,517,0,0,1,1,0,0,0
BADAKHOLA,568,4,0,5,10,0,0,1
BADALAMJI,1151,1,1,2,3,0,0,6
BALUWATAR,576,1,1,4,6,0,0,14
BANSI,772,0,4,0,1,0,0,8
BARAHA,712,0,0,0,0,0,0,7
BELPATA,543,2,21,0,0,0,0,4
BHAWANI,390,0,0,0,1,0,0,2
BINDHYABASINI,573,1,0,0,0,0,0,3
BISALLA,1189,0,0,1,1,0,0,4
CHAMUNDA,2024,7,0,10,7,0,0,16
CHAURATHA,520,0,0,0,0,0,0,6
DADA PARAJUL,991,1,1,1,0,0,0,7
DULLU,791,5,18,13,16,0,0,7
GAMAUDI,663,1,1,0,0,0,0,3
GAURI,540,0,2,1,0,0,0,2
GOGANPANI,653,0,0,0,0,0,0,4
JAGANATH,500,0,0,1,0,0,0,3
JAMBUKANDH,1190,0,0,1,2,0,0,2
KAL BHAIRAB,866,2,2,1,0,0,0,8
KALIKA,416,0,0,0,0,0,0,0
KASIKANDH,800,0,3,0,2,0,1,3
KATTI,903,1,9,0,1,0,0,5
KHADGABADA,978,0,1,0,2,0,0,6
KHARIGAIRA,818,0,1,0,2,0,0,5
KUSAPANI,960,2,0,1,0,0,1,4
LAKANDRA,1038,0,0,0,1,0,0,10
LANKURI,697,0,0,2,4,0,0,4
LALIKANDA,757,0,0,7,3,0,0,3
LAYATI BINDRASAINI,1366,0,0,1,3,0,0,5
BHAIRI KALIKATHUM,1042,0,3,0,0,0,3,6
MALIKA,1045,0,0,2,2,0,1,11
MEHELTOLI,457,0,0,0,0,0,0,2
NARAYAN MUNICIPALITY,3913,18,657,0,11,1,40,38
NAULE KATUWAL,829,0,0,0,2,0,0,4
NEPA,1011,0,1,0,3,0,0,0
NAUMULE,333,0,0,0,1,0,0,0
DWARI,463,1,0,0,5,0,0,9
PADUKASTHAN,1053,3,0,0,4,0,5,0
PAGNATH,488,1,0,10,2,1,0,3
PILADI,497,0,0,0,2,0,0,5
PIPALKOT,536,0,3,1,0,0,0,4
CHHIUDI PUSAKOT,909,0,0,0,0,0,0,23
RAKAM KARNALI,538,0,12,0,2,0,0,4
RANIBAN,732,4,1,0,3,0,0,7
RAWATKOT,1034,2,1,0,5,0,0,3
RUMA,450,0,0,3,0,0,0,0
SALLERI,686,0,0,0,0,0,0,3
SATTALA,890,0,2,0,1,0,0,2
SERI,454,2,0,1,1,0,0,1
SIGAUDI,1101,1,0,0,0,0,0,2
SINHASAIN,1176,0,3,1,6,0,0,7
TILEPATA,963,0,0,0,0,0,0,8
TOLI,655,0,2,2,2,0,0,2
TOLIJAISI,1055,0,0,0,1,0,0,27
TOTAL,47523,60,750,72,122,2,51,335
