VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
PAIYUNTHANTHAP,3285,1405,1880,2377,1130,1247,102,47,55,804,228,576,2,0,2,72.35920852359209,80.42704626334519,66.32978723404256
PALAKOT,3265,1367,1898,2489,1178,1311,91,38,53,683,150,533,2,1,1,76.23277182235834,86.17410387710315,69.072708113804
PANDAVKHANI,2150,893,1257,1660,750,910,71,24,47,416,118,298,3,1,2,77.20930232558139,83.98656215005599,72.39459029435163
RAJKUT,2334,963,1371,1487,688,799,86,38,48,759,236,523,2,1,1,63.710368466152524,71.44340602284528,58.27862873814734
RANASINKITENI,2651,1141,1510,1859,892,967,42,17,25,750,232,518,0,0,0,70.12448132780082,78.17703768624014,64.03973509933775
RANGKHANI,3469,1463,2006,2621,1251,1370,100,29,71,746,183,563,2,0,2,75.55491496108388,85.50922761449077,68.29511465603191
RAYADANDA,2110,899,1211,1510,722,788,101,41,60,499,136,363,0,0,0,71.56398104265402,80.31145717463849,65.07018992568125
RESH,4292,1771,2521,2941,1385,1556,340,157,183,1010,229,781,1,0,1,68.5228331780056,78.20440429136082,61.721539071796904
RIGHA,3401,1447,1954,2493,1191,1302,149,53,96,759,203,556,0,0,0,73.30197000882094,82.30822391154112,66.63254861821903
SALYAN,1558,627,931,1106,508,598,32,14,18,420,105,315,0,0,0,70.98844672657253,81.0207336523126,64.23200859291084
SARKUWA,2139,912,1227,1498,727,771,94,48,46,547,137,410,0,0,0,70.03272557269752,79.71491228070175,62.8361858190709
SINGANA,2728,1101,1627,1952,925,1027,35,16,19,739,160,579,2,0,2,71.5542521994135,84.01453224341508,63.12231100184389
SISAKHANI,1807,740,1067,1321,595,726,17,9,8,469,136,333,0,0,0,73.10459324847814,80.4054054054054,68.04123711340206
SUKHAURA,1002,435,567,623,312,311,57,16,41,322,107,215,0,0,0,62.17564870259481,71.72413793103448,54.85008818342152
KHUNGKHANI,2029,867,1162,1332,655,677,26,9,17,649,198,451,22,5,17,65.64810251355347,75.54786620530565,58.26161790017211
TAMAN,2504,1066,1438,1673,828,845,43,24,19,788,214,574,0,0,0,66.81309904153355,77.6735459662289,58.76216968011126
TANGRAM,3444,1455,1989,2411,1142,1269,47,21,26,986,292,694,0,0,0,70.00580720092915,78.48797250859107,63.80090497737556
TARA,3813,1680,2133,2835,1335,1500,154,57,97,816,286,530,8,2,6,74.35090479937058,79.46428571428571,70.32348804500702
TITYANG,3604,1477,2127,2618,1243,1375,45,14,31,938,220,718,3,0,3,72.64150943396226,84.1570751523358,64.64503996238834
INSTITUTIONAL,1963,1586,377,1916,1555,361,16,13,3,31,18,13,0,0,0,97.60570555272542,98.0453972257251,95.75596816976127
