VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
AKHIKARICHAUR,345,89,960,2,17,0,1,10
AMALACHAUR,58,495,649,1,0,0,0,3
AMARBHUMI,58,8,496,0,0,0,0,1
ARGAL,59,5,411,0,0,0,0,0
ARJEWA,77,173,233,0,0,0,0,1
BATAKACHAUR,299,145,411,10,0,0,0,4
BHAKUNDE,105,524,235,2,0,0,0,1
BHIMPOKHARA,100,76,633,7,0,0,0,9
BHINGGITHE,277,212,652,38,0,0,1,6
BIHUNKOT,154,123,1145,2,4,0,0,13
BINAMARE,66,186,307,0,0,0,0,3
BOHARAGAUN,153,8,1105,0,0,0,0,28
BONGADOVAN,233,21,949,1,0,0,0,13
BOWANG,148,152,1036,2,77,0,0,26
BURTIWANG,303,414,1082,181,4,0,2,12
CHHISTI,405,152,541,0,1,0,0,7
DAGATUNDADA,450,241,378,71,0,0,1,27
DAMEK,429,144,624,5,0,0,0,4
DARLING,222,22,879,2,1,0,0,30
DEVISTHAN,358,62,1183,6,1,0,1,5
DHAMJA,135,35,427,0,0,0,2,1
DHUDHILABHATI,129,38,766,10,2,0,1,23
DHULLU GAIDI,275,263,461,1,0,0,0,6
DHULLUBASKOT,329,76,362,1,0,0,1,10
GWALICHAUR,205,100,581,23,0,0,9,8
HARICHAUR,21,56,1164,26,0,0,0,3
HATIYA,53,117,1445,95,0,0,0,13
HEEL,21,1,589,0,0,0,0,1
HUGDISHEER,411,119,391,2,0,0,0,10
JALJALA,183,4,617,0,0,0,0,0
BAGLUNG MUNICIPALITY,68,2756,1666,3288,10,0,4,56
KANDEBAS,154,21,352,10,0,0,0,2
KHUNGA,78,10,736,1,1,0,1,16
KUSMISHERA,60,377,334,43,0,0,0,4
LEKHANI,122,60,440,2,0,0,0,2
MALIKA,27,177,379,0,0,0,0,4
MALMA,133,65,851,12,0,0,0,6
NARAYANSTHAN,7,429,323,21,0,0,0,1
NARETHANTI,23,38,688,12,0,0,0,7
NISI,124,15,1101,1,161,0,0,23
PAIYUNPATA,45,626,664,6,0,0,0,6
PAIYUNTHANTHAP,213,57,562,2,0,0,0,4
PALAKOT,101,213,548,11,0,0,0,0
PANDAVKHANI,110,23,414,0,1,0,1,3
RAJKUT,81,21,455,1,0,0,0,0
RANASINKITENI,86,4,477,0,0,0,0,3
RANGKHANI,232,37,627,1,0,0,0,10
RAYADANDA,247,205,97,0,0,0,0,0
RESH,188,105,862,0,0,0,0,1
RIGHA,414,95,305,5,0,0,0,4
SALYAN,79,65,248,0,1,0,0,0
SARKUWA,92,70,387,0,0,0,0,1
SINGANA,76,152,545,1,0,0,0,3
SISAKHANI,233,29,155,1,0,0,0,0
SUKHAURA,137,36,93,0,0,0,0,0
KHUNGKHANI,9,1,511,0,1,0,0,3
TAMAN,27,5,645,1,1,0,0,1
TANGRAM,80,24,740,0,0,0,0,2
TARA,16,2,816,0,2,0,0,9
TITYANG,70,629,274,2,0,0,1,5
TOTAL,9393,10408,37007,3909,285,0,26,454
