VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
ATICHAUR,240,382,343,2,15,6,3,14,143,0,0,0,0,0,129
BADDHU,623,352,257,6,0,1,0,5,199,0,0,1,0,0,5
BAI,336,250,197,2,0,0,0,0,128,0,0,0,0,1,42
BARHABIS,803,828,696,12,8,0,0,11,414,6,2,1,0,0,19
BICHHAIYA,350,154,122,3,0,0,0,1,84,0,0,0,0,0,3
BRAMHATOLA,631,668,567,21,3,0,0,16,285,0,1,0,1,0,23
BUDHIGANGA,268,537,470,5,0,1,0,19,218,0,0,0,0,0,3
CHHATARA,292,354,287,3,0,1,0,3,184,0,0,0,0,0,54
DAHAKOT,115,663,641,1,0,0,0,1,151,0,1,0,0,0,28
DOGADI,345,226,188,2,0,0,0,3,84,0,0,0,0,0,17
GOTREE,692,312,212,6,1,1,0,4,206,0,0,1,0,0,15
GUDUKHATI,427,414,386,20,1,1,0,0,139,0,0,0,0,0,11
JAGANNATH,404,252,177,1,2,1,0,4,151,0,0,0,0,0,46
JAYABAGESWORI,214,212,149,0,4,0,0,10,133,0,0,0,0,0,11
JUGADA,187,750,702,30,0,6,2,2,329,0,0,0,0,1,45
JUKOT,322,272,215,2,1,0,0,4,158,0,0,0,0,0,3
KAILASHMANDAU,851,945,808,8,1,2,2,26,337,0,0,1,0,0,22
KANDA,310,236,202,7,4,0,0,2,70,0,0,0,0,0,0
KOLTI,470,775,639,53,3,8,0,36,457,0,0,0,0,0,85
KOTILA,367,239,148,26,4,1,0,6,160,0,1,0,0,0,8
KULDEUMADAU,599,685,619,7,0,2,0,34,325,2,0,0,1,0,21
MANAKOT,126,364,348,10,6,0,0,14,95,0,0,0,0,0,0
MARTADI,268,1636,1192,184,284,116,44,132,1119,1,3,2,2,7,16
PANDUSAIN,625,535,416,27,1,5,0,8,255,0,0,0,0,0,24
RUGIN,284,221,99,4,0,0,0,0,177,0,0,2,0,0,17
SAPPATA,675,310,237,3,1,2,0,2,164,0,1,0,0,0,13
TOLIDEWAL,479,350,315,5,1,2,1,2,158,0,0,0,0,0,3
