VDC/MUNICIPALITY,ELECTRICITY,KEROSENE,BIOGAS,SOLAR,OTHERS,NOT_STATED
AAMA,566,1029,2,7,0,11
AANANDABAN,2705,79,5,1,5,19
PASCHIM AMUWA,2030,134,3,9,1,15
ASURAINA,359,669,3,0,0,20
BAGAHA,496,198,3,1,3,6
BAGAULI,461,937,4,6,0,21
BAIRGHAT,406,321,0,0,1,14
BASANTAPUR,963,231,1,2,0,8
BETAKUIYA,327,383,0,1,0,2
BHAGAWANPUR,799,746,8,9,1,21
BISHNUPURA,1074,1109,1,23,3,21
BODAWAR,681,587,2,0,1,6
BOGADI,763,689,0,12,1,8
BUTWAL MUNICIPALITY,28449,675,88,14,61,375
CHHIPAGADH,547,300,2,3,0,6
CHHOTAKI RAMNAGAR,537,332,0,2,1,1
CHILHIYA,836,113,2,2,3,4
DAYANAGAR,1455,303,6,3,1,1
DEVDAHA,6046,275,28,33,13,40
DHAKADHAI,797,298,1,2,2,4
DHAMAULI,465,367,1,1,0,6
DUDHARAKSHA,4027,287,6,5,9,8
EKALA,838,537,1,1,0,17
PHARENA,233,397,0,2,0,3
GAJEDI,2244,261,1,1,3,7
GANGOLIYA,968,186,3,1,2,12
GONAHA,847,1062,7,5,4,19
HARNAIYA,518,218,2,2,1,5
HATI BANGAI,990,239,1,7,1,9
HATI PHARSATIKAR,623,168,1,10,2,1
JOGADA,437,429,3,0,0,23
KAMAHARIYA,1610,1141,2,12,0,14
KARAHIYA,4096,118,16,5,18,14
KARAUTA,448,994,1,12,0,32
KERWANI,2826,268,5,6,5,22
KHADAWA BANGAI,1356,185,4,4,0,6
KHUDABAGAR,499,179,0,1,0,8
LUMBINI AADARSHA,951,361,5,4,23,27
MADHAWALIYA,2182,76,5,2,1,12
MADHUWANI,752,317,0,3,0,1
MAINAHIYA,826,289,1,5,1,3
MAJHAGAWA,564,275,1,0,1,10
MAKRAHAR,3144,321,0,2,5,7
MANMATERIYA,965,470,0,3,0,12
MANPAKADI,926,214,0,4,0,4
MARYADAPUR,443,367,1,5,0,3
MASINA,437,340,0,2,2,6
MOTIPUR,1900,347,1,3,3,5
PADSARI,1864,113,4,1,0,6
PAJARKATTI,421,330,1,6,1,17
SAKRAUN PAKADI,350,372,1,2,0,6
PARROHA,5490,224,4,3,6,4
PATAKHAULI,572,313,0,22,2,7
POKHARVINDI,630,302,0,1,1,1
RAYAPUR,420,1125,1,14,0,8
ROINIHAWA,186,441,0,2,0,13
RUDRAPUR,4348,195,3,4,9,8
SADI,401,534,2,1,0,12
SALJHANDI,2184,118,2,1,4,10
SEMARA MARCHAWAR,102,834,2,10,0,24
SEMLAR,1972,172,6,6,15,5
SHANKAR NAGAR,5222,79,13,3,11,27
SIDDHARTHANAGAR MUNICIPALITY,11540,762,51,12,12,120
SIKTAHAN,1409,395,3,12,1,23
SILAUTIYA,479,780,4,6,0,25
SIPAWA,372,597,3,1,0,4
SAURAHA PHARSATIKAR,1883,94,8,3,4,0
SURYAPURA,2162,1013,4,21,2,10
TENUHAWA,988,375,2,7,46,17
THUMHAWA PIPARHAWA,357,227,0,6,0,2
TIKULIGADH,2309,235,8,6,30,4
TOTAL,132073,29451,349,388,322,1252
