VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
ANARMANI,380,9808,4698,6622,4853,1807,679,1709,8711,285,2284,4962,94,2358,47
ARJUNDHARA,272,4288,2418,3085,640,313,96,374,3649,35,634,3108,64,392,0
BAHUNDANGI,483,4886,3183,3173,568,129,21,102,3968,43,528,2815,34,83,110
BAIGUNDHURA,111,1140,635,742,52,18,10,38,978,6,102,944,15,46,0
BALUBADI,120,1123,622,565,27,6,1,2,602,3,56,1040,4,1,3
BANIYANI,127,1315,588,828,77,28,14,14,951,59,98,1160,12,42,2
BHADRAPUR MUNICIPALITY,214,3991,2148,3206,1797,708,339,1071,3208,126,907,3044,60,901,43
BUDHABARE,370,4891,3319,3867,765,381,237,493,4216,63,748,3136,85,398,9
CHAKCHAKI,217,1979,1090,1227,51,57,3,29,1504,10,175,1751,21,15,0
CHANDRAGADHI,203,4289,2435,3471,1273,511,151,992,3257,60,774,3432,41,668,22
CHARPANE,176,3949,2204,2487,1388,564,226,505,3456,79,836,2248,72,723,33
DAMAK MUNICIPALITY,878,17167,9849,12333,6689,2357,805,3169,15344,578,3217,10823,146,3231,59
DANGIBARI,103,1630,963,1162,22,42,15,17,1330,5,151,1365,34,33,25
DHAIJAN,141,2060,1271,1546,264,128,75,197,1726,17,241,1465,57,173,3
DHARAMPUR,270,2945,1680,2049,40,91,6,87,2493,26,225,2488,21,52,3
DUWAGADHI,158,2432,1269,1773,391,205,46,291,1964,32,342,1660,37,309,1
GARAMANI,336,4388,2760,3154,602,253,52,187,3280,137,542,3651,50,238,1
GAURADAHA,246,3257,1804,2430,272,146,57,191,2748,41,382,2691,33,280,11
GAURIGANJ,335,1967,822,882,194,46,18,30,1200,6,179,1765,4,48,0
GHAILADUBBA,212,2757,1867,2069,326,171,118,130,2240,9,308,2011,38,243,0
GHERABARI,148,1302,722,426,7,5,1,4,653,3,63,1234,1,2,30
GOLDHAP,80,1618,1161,1179,72,63,12,42,1364,13,182,1434,12,52,3
HALDIBARI,90,1685,907,1197,53,55,15,28,1217,7,165,1499,5,50,17
JALTHAL,124,2797,1558,1852,62,85,31,36,2154,70,236,2497,16,46,1
JUROPANI,199,2390,1394,1469,24,83,16,58,1650,27,180,2082,6,82,0
JYAMIRGADHI,198,1874,1004,1163,172,40,28,30,1343,10,189,1669,36,38,4
KECHANA,131,1105,495,380,25,5,9,1,615,0,88,1061,4,9,48
KHAJURGACHHI,186,1848,771,681,108,39,8,31,1083,12,136,1659,23,48,2
KHUDUNABARI,232,3195,2021,2275,139,102,35,39,2613,18,290,1969,7,70,30
KOHABARA,274,2061,966,1074,17,30,2,24,1390,31,105,1820,4,22,8
KOROBARI,117,1135,496,244,2,8,0,8,471,1,44,1059,2,3,8
KUMARKHOD,300,1630,616,626,99,34,2,12,1047,30,99,1460,35,9,1
LAKHANPUR,231,4387,2375,3062,667,204,42,289,3780,64,420,3626,33,273,77
MAHABHARA,177,1362,654,673,37,29,6,30,953,1,95,1199,0,18,3
MAHARANIJHODA,183,2189,1339,1625,17,42,22,120,1754,6,154,1897,12,48,1
MAHESHPUR,207,2639,1309,1699,230,76,11,93,1688,7,203,2456,37,118,7
MECHINAGAR MUNICIPALITY,891,12238,5584,9568,3850,1213,424,1813,9802,358,1710,7520,239,1758,52
PANCHGACHHI,157,2210,1177,1385,51,48,38,58,1724,11,147,2028,40,49,8
PATHAMARI,152,801,228,255,7,0,0,0,435,0,41,748,0,1,2
PATHARIYA,172,2161,1178,1164,46,27,7,2,1100,4,107,1851,25,15,0
PRITHIVINAGAR,238,3415,1961,2459,328,174,73,61,2743,102,363,2946,22,271,2
RAJGADH,321,3061,1811,1107,31,57,14,25,2104,26,288,2738,5,18,62
SANISCHARE,249,5341,3026,4000,974,389,120,421,4406,44,911,3999,33,590,16
SATASIDHAM,369,5653,3536,4115,656,308,62,423,4833,110,510,4090,18,431,50
SHANTINAGAR,210,3884,2622,2612,272,115,18,53,3358,9,318,1750,14,74,134
SHARANAMATI,394,2690,1397,1491,75,56,24,10,1936,8,215,2193,23,64,8
SHIVAGANJ,195,2823,1691,2070,199,118,48,122,2356,24,257,2344,6,109,12
SURUNGA,525,5917,3551,4567,914,487,120,757,4891,126,710,4176,73,651,15
TAGHANDUBBA,347,1722,614,811,167,17,0,14,1114,5,138,1533,45,9,6
TOPGACHHI,403,5140,2867,3655,452,246,66,225,4423,20,445,4086,27,298,18
