VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
AJAGABI,173,344,4,18,0,0,7,2
AKOLAWA,192,619,1,16,0,0,63,38
AURAIYA,296,1331,0,1,0,0,2,18
BADHARWA,6,775,0,3,0,0,3,15
BAGAHI,64,870,0,4,0,0,29,6
BALUWA MADANPUR,1,369,0,1,0,0,1,3
BAIRIYA,0,620,1,0,0,0,0,3
BANJARAHA,98,310,0,0,0,0,0,2
BARIYARPUR,34,1067,2,1,1,0,60,25
BASANTAPATTI,1,1025,4,9,0,0,51,6
BASATPUR,220,667,0,0,0,0,0,3
BASBITI JINGADIYA,10,812,2,3,6,27,14,4
BHALOHIYA(PIPRA),0,796,0,2,0,1,1,5
BHEDIYAHI,5,339,0,0,0,0,121,1
BIRTIPRASTOKA,35,608,1,0,0,0,0,1
BISHRAMPUR,241,1573,2,5,1,0,32,15
BISUNPURWA MANPUR,4,536,1,1,0,0,39,5
BRAHMAPURI,6,642,0,2,0,0,0,48
CHANDRANIGAHAPUR,838,3241,228,556,0,28,98,26
DEBAHI,6,983,2,0,0,0,1,6
DHARAMPUR,19,1299,2,2,0,0,2,66
DHARHARI,4,418,4,5,0,0,0,9
DIPAHI,15,542,0,1,0,0,60,1
DUMARIYA(MATIAUNA),85,2570,0,1,3,0,50,50
DUMRIYA(PAROHA),52,592,0,0,0,0,0,14
FATUHA MAHESHPUR,10,729,1,1,0,0,0,5
FATUWA HARSAHA,2,702,0,0,0,0,0,4
GADHI BHANAWANPUR,0,141,1,0,0,0,0,3
GAMHARIYA BIRTA,10,976,0,2,0,1,64,6
GAMHARIYA PARSA,2,878,2,17,0,0,0,10
GANGAPIPARA,4,558,1,0,0,0,0,1
GARUDA BAIRIYA,5,716,0,0,0,0,3,17
GAUR MUNICIPALITY,772,4682,10,31,3,0,31,106
GEDAHIGUTHI,8,689,4,2,0,2,0,4
HADIRYA PALTUWA,43,584,6,1,0,0,25,12
HAJMINIYA,3,744,2,2,0,0,3,2
HATHIYAHI,110,627,1,4,0,0,0,17
IHARBARI JYUTAHI,1,907,0,8,0,0,3,7
INARUWA,24,678,3,11,0,0,0,1
JATAHARA,20,1087,4,12,0,0,2,47
JAYANAGAR,14,754,0,0,0,0,2,26
JETHRAHIYA,238,418,0,5,0,0,0,3
JHUNKHUNWA,203,865,2,17,1,0,8,10
JINGADAWA BELBICHWA,130,778,3,0,1,0,0,7
JOWAHA(JOKAHA),3,1063,0,2,0,0,60,21
JUDIBELA,17,1027,0,105,1,4,1,9
KAKANPUR,21,1401,3,4,1,0,111,78
KARKACH KARMAIYA,7,945,6,33,5,0,114,11
KARUNIYA,41,1010,1,2,1,0,0,15
KATAHARIYA,8,1533,1,8,0,0,1,13
KHESARHIYA,0,530,1,2,0,0,0,1
LAXMINIYA DO.,134,1695,0,0,51,0,5,8
LAXMIPUR (DO.),22,934,0,0,0,0,23,7
LAXMIPUR BELBICHAWA,1,605,0,18,0,0,1,9
LOKAHA,13,609,0,0,0,0,2,6
MADHOPUR,1,1104,5,1,0,0,0,24
MAHAMADPUR,3,1247,3,0,0,1,0,23
MALAHI,22,383,1,0,0,0,0,2
MARYADPUR,1,743,0,2,1,0,32,33
MASEDAWA,9,986,1,2,0,0,0,23
MATHIYA,8,766,2,1,0,0,1,19
MATSARI,6,681,1,1,0,0,5,4
MITHUAWA,11,562,1,2,0,12,47,11
MUDWALAWA,4,925,3,3,0,0,66,8
NARKATIYA GUTHI,123,877,8,30,0,0,1,50
PACHARUKHI,68,840,1,23,0,0,5,6
PATAURA,124,1019,0,2,1,0,2,25
PATHARA BUDHARAM,8,970,1,2,0,2,0,24
PAURAI,941,668,8,109,12,58,0,25
PIPARA POKHARIYA,10,926,2,0,0,0,0,19
PIPARIYA(DOSTIYA),1,723,3,0,0,0,0,4
PIPARIYA(PAROHA),20,1109,14,13,0,0,0,21
PIPRA BHAGWANPUR,5,863,0,0,0,0,7,5
PIPRA RAJBARA,3,1024,0,0,0,0,21,7
POTHIYAHI,5,934,4,2,34,0,0,10
PRATAPPUR PALTUWA,11,1300,0,1,0,0,0,38
PREMPUR GUNAHI,17,1011,6,2,0,0,9,17
RAGHUNATHPUR,3,884,1,14,0,0,10,3
RAJDEVI,3,745,1,0,0,1,1,3
RAJPUR FARHADAWA,16,2494,1,6,1,0,47,24
RAJPUR TULSI,224,641,2,2,1,1,4,2
RAMOLI BAIRIYA,224,674,0,0,1,0,0,19
RAMPUR KHAP,6,727,0,1,0,0,0,42
RANGAPUR,25,1896,5,0,0,0,9,10
SAKHUAWA,1,749,0,4,1,0,0,4
SAKHUWA DHAMAURA,44,1630,1,5,3,0,117,57
SAMANPUR,8,1230,0,0,0,0,43,9
SANGRAMPUR,30,865,14,1,0,0,0,5
SANTAPUR(DOSTIYA),61,1001,4,3,3,0,0,17
SANTPUR(MATIAUN),901,1742,7,0,0,0,5,31
SARMUJAWA,34,1311,8,36,4,0,22,24
SARUATHA,2,1256,3,0,0,0,7,19
SAUNARANIYA,0,789,2,1,0,0,40,6
SHITALPUR BAIRGANIA,5,994,1,36,0,0,0,30
SIMARA BHAWANIPUR,167,1269,0,1,1,0,0,53
TEJAPAKAR,1,837,0,0,0,0,0,32
TENGRAHA,1,820,1,45,0,0,5,5
TOTAL,7428,94028,421,1269,138,138,1599,1631
