VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
AMBUNG,3273,1504,1769,2549,1310,1239,69,32,37,653,161,492,2,1,1,77.87962114268255,87.10106382978722,70.03957037874505
ANGDEEM,1848,827,1021,1350,681,669,54,23,31,444,123,321,0,0,0,73.05194805194806,82.34582829504232,65.52399608227229
BASANTAPUR,4371,2019,2352,3344,1716,1628,73,29,44,952,274,678,2,0,2,76.50423244108899,84.9925705794948,69.21768707482994
CHHATE DHUNGA,2920,1340,1580,2114,1090,1024,65,32,33,741,218,523,0,0,0,72.3972602739726,81.34328358208955,64.81012658227849
CHUHANDANDA,3193,1454,1739,2220,1149,1071,33,16,17,940,289,651,0,0,0,69.52709051049169,79.02338376891335,61.58711903392754
DANGAPA,2234,945,1289,1394,655,739,109,56,53,731,234,497,0,0,0,62.39928379588182,69.31216931216932,57.33126454615981
ESEEBU,2604,1184,1420,1903,976,927,27,9,18,674,199,475,0,0,0,73.07987711213516,82.43243243243244,65.28169014084507
EWA,3038,1386,1652,2248,1132,1116,58,26,32,732,228,504,0,0,0,73.9960500329164,81.67388167388168,67.55447941888619
HAMARJUNG,3012,1372,1640,2176,1112,1064,57,25,32,779,235,544,0,0,0,72.24435590969456,81.04956268221575,64.8780487804878
HWAKU,2767,1291,1476,1968,1036,932,52,25,27,745,229,516,2,1,1,71.12396096855801,80.24786986831913,63.143631436314365
JALJALE,3250,1483,1767,2479,1272,1207,29,12,17,742,199,543,0,0,0,76.27692307692307,85.77208361429534,68.30786644029429
JIRIKHIMTI,2956,1363,1593,2246,1158,1088,73,41,32,637,164,473,0,0,0,75.98105548037888,84.95964783565664,68.29880728185813
KHAMLALUNG,2771,1288,1483,2067,1078,989,78,42,36,622,167,455,4,1,3,74.59400938289427,83.69565217391305,66.68914362778152
MORAHANG,3274,1466,1808,2524,1248,1276,59,30,29,691,188,503,0,0,0,77.09224190592548,85.12960436562074,70.57522123893806
MYANGLUNG,6130,2831,3299,5209,2617,2592,31,12,19,889,202,687,1,0,1,84.97553017944534,92.4408336276934,78.5692634131555
OKHRE,3415,1584,1831,2439,1245,1194,119,58,61,849,278,571,8,3,5,71.42020497803807,78.59848484848484,65.21026761332605
OYAKJUNG,4299,1949,2350,2909,1499,1410,196,108,88,1193,341,852,1,1,0,67.66689927890206,76.91123653155464,60
PANCHAKANYA POKHARI,1937,879,1058,1377,707,670,27,12,15,533,160,373,0,0,0,71.08931337119256,80.43230944254836,63.32703213610586
PHAKCHAMARA,2288,1024,1264,1709,870,839,27,10,17,552,144,408,0,0,0,74.69405594405595,84.9609375,66.37658227848101
PHULEK,1528,711,817,1207,635,572,12,5,7,309,71,238,0,0,0,78.99214659685863,89.31082981715893,70.01223990208078
PIPLE,1375,611,764,1029,518,511,55,16,39,291,77,214,0,0,0,74.83636363636363,84.77905073649754,66.8848167539267
POUTHAK,1941,870,1071,1535,771,764,39,17,22,366,82,284,1,0,1,79.0829469345698,88.62068965517241,71.33520074696546
SABLA,2329,1067,1262,1717,896,821,155,86,69,457,85,372,0,0,0,73.72262773722628,83.97375820056232,65.0554675118859
SAMDU,2065,944,1121,1517,787,730,66,34,32,482,123,359,0,0,0,73.46246973365618,83.36864406779661,65.12042818911686
SANKRANTI BAZAR,2812,1312,1500,2082,1064,1018,82,43,39,647,204,443,1,1,0,74.03982930298719,81.09756097560977,67.86666666666666
SHREE JUNG,2096,942,1154,1432,726,706,122,51,71,542,165,377,0,0,0,68.32061068702289,77.07006369426752,61.178509532062385
SIMLE,3932,1796,2136,2804,1437,1367,42,21,21,1084,338,746,2,0,2,71.31230925737539,80.01113585746103,63.99812734082397
SOLMA,3737,1692,2045,3035,1533,1502,36,15,21,662,144,518,4,0,4,81.21487824458121,90.60283687943263,73.44743276283619
SUDAP,2770,1250,1520,1952,988,964,31,19,12,785,243,542,2,0,2,70.46931407942239,79.03999999999999,63.421052631578945
SUNGNAM,3465,1552,1913,2621,1327,1294,70,29,41,769,193,576,5,3,2,75.64213564213564,85.50257731958763,67.6424464192368
TAMFULA,1857,821,1036,1461,717,744,8,2,6,388,102,286,0,0,0,78.67528271405493,87.33252131546894,71.81467181467181
THOKLUNG,2240,1055,1185,1653,869,784,51,29,22,533,156,377,3,1,2,73.79464285714286,82.3696682464455,66.16033755274262
INSTITUTIONAL,739,695,44,726,685,41,0,0,0,13,10,3,0,0,0,98.24086603518268,98.56115107913669,93.18181818181817
