VDC/MUNICIPALITY,WOOD,KEROSENE,LPG,GUITHA,BIOGAS,ELECTRICITY,OTHERS,NOT_STATED
ATARPUR,460,0,0,0,0,1,1,2
BADEGAU,1137,0,6,0,1,0,0,16
BANSBARI,1019,8,51,0,21,0,0,3
BANSKHARKA,587,0,1,0,0,0,0,0
BARAMCHI,673,1,28,0,0,0,0,3
BARHABISE,1212,168,289,0,0,8,0,6
BARUWA,482,0,5,0,0,0,0,0
BATASE,1144,2,2,0,0,1,0,3
BHIMTAR,786,2,13,0,90,0,0,1
BHOTASIPA,978,3,3,0,5,1,0,4
BHOTE NAMLANG,760,0,25,0,0,0,1,6
BHOTECHAUR,1036,2,21,0,0,0,0,15
CHOKATI,627,0,0,0,0,0,0,0
CHAUTARA,732,51,786,0,0,0,13,36
DHUMTHANG,842,1,6,0,0,0,0,2
DUBACHOUR,1343,4,17,0,0,0,0,11
FATAKSHILA,870,2,7,0,8,0,0,7
FULPINGDANDA,1032,1,11,0,5,0,0,5
FULPINGKATTI,652,7,117,0,0,0,3,4
FULPINGKOT,896,0,2,0,0,0,0,6
GATI,847,7,17,0,1,0,0,2
GHORTHALI,464,0,1,0,0,0,0,0
DHUSKUN,739,4,12,0,0,0,4,0
GLOCHE,720,9,0,0,0,0,0,2
GUMBA,661,12,0,0,0,0,0,1
GUNSAKOT,441,0,1,0,2,0,0,5
HAGAM,794,2,4,0,4,0,0,14
HAIBUNG,566,5,1,0,0,0,0,4
HELAMBU,643,2,9,0,1,0,0,1
ICHOK,1224,7,13,0,17,0,0,9
IRKHU,732,2,9,0,0,1,0,7
JALBIRE,499,9,100,0,0,1,1,1
JETHAL,575,4,39,0,0,0,0,2
JYAMIRE,1187,1,4,0,2,3,0,2
KADAMBAS,804,1,22,0,1,0,0,6
KALIKA,541,0,2,1,0,0,0,1
KARTHALI,806,5,16,0,0,0,1,8
KIWOOL,752,1,4,0,3,0,0,4
KUBHINDE,684,2,3,0,0,0,0,4
KUNCHOK,918,2,5,0,0,0,0,2
LANGARCHE,577,8,7,0,0,0,0,0
LISANKHU,923,1,10,0,0,0,0,4
LISTIKOT,932,4,8,0,0,0,0,5
MAHANKAL,958,4,52,0,4,0,1,5
MANESWNARA,780,3,1,0,0,0,0,5
MANKHA,1512,15,305,0,5,10,1,12
MARMING,656,4,53,0,0,3,0,2
MELAMCHI,944,4,206,1,15,0,3,6
BHOTANG,615,1,5,2,1,0,0,0
NAWALPUR,764,2,30,0,1,0,0,0
PAGRETAR,653,3,64,0,0,38,1,3
PALCHOK,478,2,4,0,2,1,0,2
PANGTANG,481,1,2,0,0,0,0,3
PETAKU,386,1,3,0,0,0,0,1
PIPALDANDA,784,0,2,0,0,0,1,0
PISKAR,531,2,4,0,0,1,0,0
RAMCHE,658,15,317,0,0,0,3,6
SANGACHOK,2030,8,62,0,3,1,3,21
SANUSIRUWARI,756,0,7,0,0,0,0,16
SELANG,519,2,1,0,0,0,0,4
SIKHARPUR,569,1,8,0,1,0,0,4
SINDHUKOT,672,2,1,0,1,0,0,5
SIPA POKHARE,789,3,13,0,21,0,0,7
SIPAL KAVRE,602,2,0,0,0,0,0,4
SUNKHANI,621,2,0,0,0,3,0,0
SYAULE BAZAR,827,0,2,0,0,0,0,4
TALAMARANG,676,1,35,0,2,0,0,2
TATOPANI,679,53,987,0,0,2,4,8
TAUTHALI,766,4,3,0,0,0,0,3
TEKANPUR,407,3,11,0,1,0,0,0
THAKANI,698,8,12,0,0,0,0,0
THAMPAL CHHAP,790,1,7,0,3,0,0,21
THANGPALKOT,581,1,42,0,29,0,0,0
THOKARPA,1021,3,1,0,2,0,1,8
THULO DHADING,507,0,2,0,0,0,0,0
THULO PAKHAR,741,2,13,0,0,1,0,1
THULO SIRUBARI,1304,0,14,0,3,0,1,9
THUM PAKHAR,965,7,14,0,0,0,0,11
YAMUNADANDA,390,2,0,0,0,0,1,0
TOTAL,61407,502,3960,4,255,76,44,387
