VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
GUMBA,219,455,430,14,0,5,0,3,152,0,0,1,0,1,0
GUNSAKOT,223,223,128,105,2,0,0,0,137,0,2,0,0,0,3
HAGAM,183,635,536,189,2,3,1,4,328,1,0,0,0,1,0
HAIBUNG,87,473,413,63,1,7,1,3,277,2,3,74,4,0,16
HELAMBU,93,553,430,329,4,3,1,15,334,0,0,0,0,1,10
ICHOK,260,955,673,273,23,8,2,2,800,2,11,5,2,10,55
IRKHU,206,531,339,248,5,5,2,3,358,5,5,2,0,2,14
JALBIRE,109,502,403,270,128,13,3,5,326,3,12,0,0,24,0
JETHAL,78,542,416,257,56,17,4,10,456,11,26,7,1,17,0
JYAMIRE,291,898,554,421,1,8,3,4,641,1,11,1,0,1,10
KADAMBAS,124,674,452,335,29,10,1,12,583,2,13,8,0,1,36
KALIKA,103,435,234,287,1,2,0,5,347,0,2,0,0,2,7
KARTHALI,248,574,470,331,5,3,0,21,362,2,8,0,0,0,14
KIWOOL,116,642,528,281,11,5,3,0,475,0,3,2,0,5,6
KUBHINDE,60,577,495,167,46,6,4,17,341,4,9,2,0,4,56
KUNCHOK,158,743,610,270,1,3,1,4,591,1,2,0,0,0,26
LANGARCHE,224,368,273,138,1,1,0,3,255,0,8,0,0,0,0
LISANKHU,214,721,568,137,1,5,2,20,585,0,19,0,0,3,3
LISTIKOT,401,544,425,199,4,0,1,21,331,1,3,1,1,0,4
MAHANKAL,126,890,731,275,148,7,2,34,638,1,19,4,0,16,8
MANESWNARA,313,474,275,209,5,5,0,23,395,2,2,1,0,0,2
MANKHA,343,1508,831,828,378,91,40,133,1318,33,79,9,2,109,9
MARMING,194,521,260,150,66,5,0,11,440,29,22,2,4,27,3
MELAMCHI,219,955,467,181,286,67,36,58,877,10,61,12,1,80,5
BHOTANG,122,449,320,158,1,1,0,1,260,0,0,1,0,0,53
NAWALPUR,139,655,522,343,1,8,0,11,534,0,17,4,0,1,3
PAGRETAR,119,638,347,296,253,31,16,39,532,6,33,1,1,39,5
PALCHOK,63,424,331,213,17,4,3,9,309,1,5,4,0,4,2
PANGTANG,165,311,242,80,1,2,0,12,160,0,1,0,0,0,11
PETAKU,44,342,273,156,6,6,2,9,281,1,9,1,0,3,5
PIPALDANDA,133,633,367,427,5,11,2,5,447,2,9,2,0,3,21
PISKAR,151,384,219,121,3,0,0,6,280,1,0,0,0,1,3
RAMCHE,152,836,360,429,319,66,28,70,744,23,47,8,5,61,11
SANGACHOK,231,1866,1149,1099,151,51,17,36,1563,10,60,11,0,28,31
SANUSIRUWARI,70,671,410,432,86,34,7,46,608,10,15,0,0,1,38
SELANG,89,423,386,58,14,1,1,0,235,0,0,1,0,0,14
SIKHARPUR,133,445,268,199,5,5,2,0,364,0,2,0,0,5,5
SINDHUKOT,171,503,384,136,0,1,0,0,397,2,9,0,0,0,7
SIPA POKHARE,121,701,537,272,4,11,1,4,583,3,9,1,0,1,11
SIPAL KAVRE,151,454,392,99,0,1,0,3,292,0,7,1,0,0,3
SUNKHANI,107,515,419,251,9,2,2,5,285,4,4,0,0,0,4
SYAULE BAZAR,158,662,516,264,6,3,1,3,401,0,6,0,0,3,13
TALAMARANG,138,573,354,125,128,14,1,2,451,0,14,0,1,10,5
TATOPANI,239,1477,255,637,868,48,31,78,1301,91,102,10,11,84,17
TAUTHALI,336,438,263,238,6,4,1,1,321,0,3,0,0,2,2
TEKANPUR,64,347,246,200,106,3,2,11,310,1,9,1,0,0,11
THAKANI,143,573,461,95,2,2,0,6,469,1,3,0,0,0,2
THAMPAL CHHAP,130,672,316,404,3,0,0,7,509,0,4,1,0,0,20
THANGPALKOT,139,514,268,386,2,8,6,0,425,4,9,0,1,0,0
THOKARPA,159,869,754,478,3,9,1,4,559,0,0,0,0,1,8
THULO DHADING,106,374,289,106,1,7,2,39,246,4,4,0,0,1,29
THULO PAKHAR,111,644,475,456,24,20,6,15,541,1,20,2,0,10,3
THULO SIRUBARI,281,1034,602,535,5,13,2,12,791,1,5,0,0,0,16
THUM PAKHAR,132,834,545,641,9,14,2,17,584,7,24,3,0,7,31
YAMUNADANDA,94,299,187,175,0,3,1,3,233,1,0,0,0,1,0
