VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
ATARPUR,52,395,321,187,2,4,0,10,355,10,10,3,0,0,17
BADEGAU,258,827,522,395,2,7,3,1,667,1,8,0,0,1,75
BANSBARI,203,889,487,327,22,19,16,19,752,2,43,5,0,20,10
BANSKHARKA,90,447,353,242,1,3,2,2,369,0,3,2,0,0,51
BARAMCHI,70,626,478,190,7,5,0,4,453,1,0,0,0,0,9
BARHABISE,274,1402,675,583,420,52,25,84,1241,47,125,30,2,91,7
BARUWA,119,363,294,118,0,2,1,0,234,0,0,1,0,1,5
BATASE,176,964,799,247,28,2,2,5,718,0,2,0,0,1,12
BHIMTAR,234,641,294,221,4,4,1,7,569,1,14,3,0,4,17
BHOTASIPA,211,765,565,308,5,6,1,4,621,3,7,4,0,2,18
BHOTE NAMLANG,213,555,352,255,10,0,3,14,355,2,6,0,0,12,24
BHOTECHAUR,166,902,701,288,15,11,2,5,723,3,35,1,1,0,6
CHOKATI,194,433,371,106,5,0,0,7,244,0,1,0,0,0,0
CHAUTARA,153,1425,939,1074,563,194,85,206,1115,17,118,10,2,121,40
DHUMTHANG,174,587,395,167,10,0,0,12,455,0,0,0,0,2,90
DUBACHOUR,382,989,578,586,2,5,4,5,818,4,8,1,0,2,4
FATAKSHILA,173,707,443,279,9,5,1,9,577,4,21,2,0,2,14
FULPINGDANDA,157,852,470,449,52,13,1,19,755,0,9,4,2,4,45
FULPINGKATTI,124,623,326,300,135,12,1,4,521,24,28,4,0,33,36
FULPINGKOT,158,718,521,239,8,5,2,11,429,2,1,0,0,1,28
GATI,299,575,295,251,12,4,1,30,469,5,15,4,1,7,0
GHORTHALI,179,286,247,33,0,1,0,0,177,0,2,1,0,0,0
DHUSKUN,161,598,471,272,26,4,0,7,413,5,3,4,0,2,0
GLOCHE,344,379,354,16,0,1,0,2,151,0,1,0,0,0,8
