VDC/MUNICIPALITY,OWNED,RENTED,INSTITUTIONAL,OTHERS
BHRAKA,49,2,3,29
CHAME,124,138,15,2
DHARAPANI,170,58,3,1
FU,34,1,1,0
GHYARU,24,0,1,8
KHANGSAR,38,5,1,14
MANANG,81,37,1,12
NAR,81,3,2,0
NGAWAL,24,5,0,44
PISANG,68,15,4,18
TACHAI BAGARCHHAP,81,27,1,11
TANKI MANANG,57,10,3,40
THOCHE,73,28,1,0
TOTAL,904,329,36,179
