VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
BAKU,823,1,3,44,83,8,0,1
BASA,656,0,4,8,0,7,0,1
BENI,357,0,1,2,14,18,1,2
BHAKANJE,225,0,1,4,28,22,5,0
BUNG,859,0,3,43,72,4,1,0
CHAULAKHARKA,377,0,0,8,35,7,2,1
CHAURIKHARKA,828,0,0,8,46,85,0,1
CHHESKAM,684,0,10,34,79,0,1,1
DEUSA,819,0,8,20,10,11,5,2
GARMA,455,0,2,4,5,6,0,0
GOLI,336,0,3,70,25,18,0,1
GORAKHANI,320,0,0,2,5,0,0,1
GUDEL,731,0,9,11,108,10,0,0
JUBING,651,0,5,15,73,24,1,0
JUBU,551,0,3,41,204,26,0,1
KAKU,775,0,0,7,23,22,0,2
KANGEL,418,0,0,0,20,0,0,1
KHUMJUNG,515,0,0,1,31,2,0,2
KERUNG,788,0,2,10,61,11,0,1
TAMAKHANI,236,0,1,0,0,3,0,0
LOKHIM,624,0,5,67,29,22,1,0
PAWAI,473,0,5,36,32,1,0,3
MUKALI,494,0,3,1,26,6,4,1
NAMCHE,372,0,3,13,92,0,0,0
NECHA BATASE,695,0,0,7,40,23,0,2
NECHA BEDGHARI,716,0,3,55,60,2,2,0
NELE,415,0,3,3,45,11,1,6
PANCHAN,332,0,0,1,0,0,0,0
SALLERI,1586,0,3,30,28,23,0,12
SALYAN,1052,0,0,55,19,8,0,3
SOTANG,1190,0,5,56,24,9,1,3
TAKASINDU,469,0,3,15,9,13,0,1
TAPTING,465,0,0,4,11,0,0,0
TINGLA,815,0,3,7,56,13,0,0
TOTAL,21102,1,91,682,1393,415,25,49
