VDC/MUNICIPALITY,HOUSEHOLD,TOTAL_POPULATION,MALE_POPULATION,FEMALE_POPULATION,AVERAGE_HOUSEHOLD_SIZE,SEX_RATIO
TOTAL,95536,601017,312358,288659,6.291000251214202,108.21003329187727
ALAU,1213,8566,4433,4133,7.061830173124485,107.25864989112026
AMARPATTI,705,4971,2580,2391,7.051063829787234,107.90464240903388
AURAHA,809,5392,2778,2614,6.665018541409147,106.27390971690896
BAGAHI,964,6570,3392,3178,6.8153526970954355,106.73379483952172
BAGBANA,1266,6964,3481,3483,5.500789889415482,99.94257823715188
BAGESHWARI TITRONA,997,6668,3467,3201,6.688064192577733,108.30990315526398
BAHAURI PIDARI,858,5919,3142,2777,6.898601398601398,113.14368023046453
BAHUARBAMATHA,1012,6984,3634,3350,6.901185770750988,108.4776119402985
BASADILWA,903,6410,3291,3119,7.098560354374308,105.51458800897724
BASANTPUR,1157,7933,4094,3839,6.856525496974935,106.6423547798906
BELWA PARSAUNI,1370,9301,4790,4511,6.789051094890511,106.18488140101974
BAIRIYA BIRTA (NAU.TA.JA.),800,5213,2638,2575,6.51625,102.44660194174757
BAIRIYA BIRTA (DA.PU.),908,6340,3303,3037,6.9823788546255505,108.75864339809023
BHAWANIPUR,847,6193,3276,2917,7.311688311688312,112.30716489544052
BHEDIHARI,846,5772,2977,2795,6.822695035460993,106.51162790697674
BHISAWA,829,5735,2920,2815,6.917973462002412,103.73001776198933
BIJBANIYA,512,3816,1987,1829,7.453125,108.63860032804811
BINDABASINI,777,5199,2752,2447,6.691119691119691,112.46424192889253
BIRANCHIBARWA,558,3625,1846,1779,6.496415770609319,103.76616076447442
BIRGUNJ SUB-METROPOLITAN CITY,24164,135904,72580,63324,5.624234398278431,114.6168909102394
BIRWAGUTHI,2350,13248,6608,6640,5.637446808510639,99.51807228915662
BISHRAMPUR,985,7089,3661,3428,7.196954314720812,106.79696616102683
CHORNI,1370,9347,4747,4600,6.822627737226277,103.19565217391305
DEUKHANA,719,4866,2463,2403,6.767732962447845,102.4968789013733
DHAUBINI,709,4903,2484,2419,6.915373765867419,102.68706076891276
DHORE,726,4804,2471,2333,6.6170798898071626,105.91513073296186
GADI,782,4358,2201,2157,5.572890025575448,102.0398701900788
GAMHARIYA,602,4176,2221,1955,6.93687707641196,113.60613810741688
GHAUDHDAUR PIPARA,488,3227,1680,1547,6.612704918032787,108.5972850678733
