VDC/MUNICIPALITY,TAP_PIPED,TUBEWELL,COVERED_WELL,UNCOVERED_WELL,SPOUT_WATER,RIVER_STREAM,OTHERS,NOT_STATED
ALAU,313,776,0,0,85,1,12,26
AMARPATTI,9,684,0,1,0,0,1,10
AURAHA,31,774,0,1,0,0,0,3
BAGAHI,103,849,1,1,0,0,1,9
BAGBANA,51,797,2,3,1,0,407,5
BAGESHWARI TITRONA,151,842,2,0,0,0,1,1
BAHAURI PIDARI,19,826,1,0,0,0,0,12
BAHUARBAMATHA,8,932,3,0,0,2,56,11
BASADILWA,3,887,0,1,0,0,0,12
BASANTPUR,160,970,8,0,0,5,0,14
BELWA PARSAUNI,12,1340,2,0,0,0,0,16
BAIRIYA BIRTA (NAU.TA.JA.),6,790,0,0,0,0,2,2
BAIRIYA BIRTA (DA.PU.),13,875,0,0,0,0,7,13
BHAWANIPUR,178,661,0,0,0,1,0,7
BHEDIHARI,164,645,2,3,0,0,27,5
BHISAWA,8,817,1,0,0,0,0,3
BIJBANIYA,0,512,0,0,0,0,0,0
BINDABASINI,8,752,2,11,0,0,0,4
BIRANCHIBARWA,7,549,0,0,0,0,0,2
BIRGUNJ SUB-METROPOLITAN CITY,4805,18491,58,16,234,3,237,320
BIRWAGUTHI,275,1996,5,1,33,1,11,28
BISHRAMPUR,317,665,0,0,0,0,1,2
CHORNI,108,1232,1,0,11,0,0,18
DEUKHANA,66,631,0,18,0,0,0,4
DHAUBINI,4,693,1,3,1,0,0,7
DHORE,2,704,0,0,0,0,0,20
GADI,15,72,0,0,695,0,0,0
GAMHARIYA,2,592,0,0,0,0,0,8
GHAUDHDAUR PIPARA,1,485,0,0,0,0,0,2
GOVINDAPUR,0,442,0,1,0,0,0,0
HARIHARPUR (NAU.TA.JA.),11,679,4,4,0,0,0,11
HARIHARPUR BIRTA,21,371,2,0,1,0,0,11
HARPATAGUNJ,30,575,2,4,0,0,1,4
HARPUR,35,968,0,0,1,1,0,2
JAGARNATHPUR,320,695,3,1,0,0,0,48
JAIMANGALAPUR,59,673,4,2,2,59,1,10
JANAKITOLA,1,607,0,1,0,0,0,7
JEETPUR,244,696,0,1,1,0,1,9
JHOUWA GUTHI,4,982,2,2,0,0,0,3
KAUWA BAN KATAIYA,61,566,3,0,11,0,0,1
LAHAWARTHAKARI,1,512,3,1,0,0,0,6
LAKHANPUR,92,654,1,2,0,0,0,8
LAL PARSA,273,327,0,2,0,0,0,14
LANGADI,42,352,3,0,0,0,125,3
LIPANI BIRTA,402,553,0,0,1,0,0,14
MADHUBAN MATHAUL,261,858,0,0,1,0,121,5
MAHADEVPATTI,3,1165,26,7,0,0,1,5
MAHUWAN,1,750,0,0,0,0,0,10
MAINPUR (PAKAHA),11,411,1,9,0,0,0,45
MANIYARI,228,701,0,0,0,1,0,4
MASIHANI,138,815,0,0,6,0,0,9
BHIKHAMPUR,0,702,1,0,0,0,0,5
MIRJAPUR,223,451,3,2,0,0,0,11
MUDALI,11,771,2,0,1,0,20,18
NAGARDAHA,17,463,0,0,0,0,0,5
NICHUTA,15,1031,0,1,0,0,0,13
NIRMAL BASTI,1953,43,1,19,4,28,0,7
PACHARUKHI,11,774,1,0,0,0,0,6
PARSAUNI BIRTA,238,489,0,0,0,0,0,8
PRASAUNI MATHA,3,854,0,0,0,0,0,9
PIDARIGUTHI,2,807,0,0,0,0,2,6
POKHARIYA,2,1004,2,0,0,0,0,7
PRASURAMPUR,0,389,0,0,0,0,0,20
RAMGADHAWA,84,902,1,2,0,0,0,7
RAMNAGARI,2,503,0,0,0,0,0,5
SABAITHAWA,8,670,0,0,0,0,0,2
SAKHUWA PRASAUNI,308,785,0,0,0,0,95,16
SAMJHAUTA,390,574,0,2,0,1,0,25
SHANKAR SARAIYA,6,755,0,0,0,0,0,10
SEDHAWA,8,572,1,3,0,19,0,6
SHIBARWA,1,926,2,1,0,0,0,3
SIRSIYA KHALWATOLA,119,682,2,0,0,0,2,23
SONBARSA,421,680,0,0,0,0,0,13
SREESIYA (NAU.TA.JA.),2,516,0,1,0,0,8,0
SUBARNAPUR,121,623,0,21,0,0,0,9
SUGAULI BIRTA,10,883,1,0,0,0,0,4
SUGAULI PARTEWA,17,1023,2,0,1,0,1,2
SUPAULI,3,572,1,0,0,0,0,2
SURJAHA,15,610,0,1,1,0,0,5
THORI,570,206,134,310,136,3,56,3
TULASI BARWA,39,618,0,0,0,0,0,5
UDAYAPUR GHURMI,20,1041,0,1,14,0,0,9
VAURATAR,19,1282,0,1,0,0,6,25
TOTAL,13715,77392,297,461,1241,125,1203,1082
