VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
ALAU,7551,3944,3607,3822,2474,1348,114,55,59,3609,1412,2197,6,3,3,50.61581247516885,62.72819472616633,37.37177710008317
AMARPATTI,4364,2268,2096,2196,1430,766,92,49,43,2075,789,1286,1,0,1,50.32080659945004,63.051146384479715,36.54580152671756
AURAHA,4669,2411,2258,2149,1414,735,148,73,75,2372,924,1448,0,0,0,46.026986506746624,58.64786395686438,32.55093002657219
BAGAHI,5647,2906,2741,2597,1651,946,110,62,48,2940,1193,1747,0,0,0,45.989020718965826,56.81348933241569,34.51295147756293
BAGBANA,6340,3153,3187,3602,2126,1476,138,60,78,2587,960,1627,13,7,6,56.81388012618297,67.4278464954012,46.31314716033887
BAGESHWARI TITRONA,5699,2975,2724,2348,1521,827,241,146,95,3110,1308,1802,0,0,0,41.20021056325671,51.12605042016807,30.359765051395005
BAHAURI PIDARI,5273,2805,2468,2280,1564,716,213,106,107,2714,1110,1604,66,25,41,43.23914280295847,55.757575757575765,29.01134521880065
BAHUARBAMATHA,6128,3213,2915,3335,2242,1093,163,77,86,2627,893,1734,3,1,2,54.42232375979113,69.7790227201992,37.495711835334475
BASADILWA,5424,2790,2634,2223,1428,795,112,57,55,3089,1305,1784,0,0,0,40.98451327433628,51.182795698924735,30.182232346241456
BASANTPUR,6966,3637,3329,2818,1939,879,233,126,107,3901,1568,2333,14,4,10,40.453631926500144,53.31317019521584,26.404325623310303
BELWA PARSAUNI,8160,4216,3944,3849,2407,1442,375,216,159,3935,1592,2343,1,1,0,47.169117647058826,57.09203036053131,36.56186612576065
BAIRIYA BIRTA (NAU.TA.JA.),4478,2276,2202,2081,1312,769,13,5,8,2383,958,1425,1,1,0,46.4716391246092,57.64499121265377,34.9227974568574
BAIRIYA BIRTA (DA.PU.),5485,2852,2633,2923,1922,1001,209,120,89,2350,808,1542,3,2,1,53.29079307201459,67.3913043478261,38.01747056589442
BHAWANIPUR,5501,2903,2598,3385,2207,1178,43,21,22,2070,673,1397,3,2,1,61.534266497000544,76.02480192903892,45.34257120862202
BHEDIHARI,5042,2594,2448,3010,1853,1157,241,116,125,1791,625,1166,0,0,0,59.69853232844109,71.43407864302236,47.26307189542484
BHISAWA,4944,2522,2422,2689,1688,1001,119,56,63,2135,777,1358,1,1,0,54.38915857605178,66.9310071371927,41.32947976878613
BIJBANIYA,3312,1715,1597,1578,1059,519,214,101,113,1520,555,965,0,0,0,47.64492753623188,61.74927113702624,32.49843456480902
BINDABASINI,4561,2430,2131,2378,1499,879,81,46,35,2098,884,1214,4,1,3,52.13768910326683,61.687242798353914,41.24824026278742
BIRANCHIBARWA,3248,1664,1584,1868,1181,687,73,35,38,1303,446,857,4,2,2,57.512315270935964,70.9735576923077,43.371212121212125
BIRGUNJ SUB-METROPOLITAN CITY,124362,66587,57775,95946,56478,39468,3114,1569,1545,25207,8498,16709,95,42,53,77.1505765426738,84.81835793773558,68.31328429251407
BIRWAGUTHI,11826,5899,5927,6242,3655,2587,329,152,177,5250,2091,3159,5,1,4,52.78200575004228,61.95965417867435,43.64771385186435
BISHRAMPUR,6126,3179,2947,2575,1723,852,420,215,205,3131,1241,1890,0,0,0,42.033953640222,54.19943378420887,28.910756701730573
CHORNI,8201,4200,4001,4411,2730,1681,373,181,192,3415,1288,2127,2,1,1,53.78612364345812,65,42.01449637590603
DEUKHANA,4197,2145,2052,2008,1298,710,203,94,109,1952,740,1212,34,13,21,47.84369787943769,60.51282051282051,34.60038986354776
DHAUBINI,4224,2139,2085,1688,1105,583,260,134,126,2274,900,1374,2,0,2,39.96212121212121,51.65965404394577,27.961630695443645
DHORE,4223,2205,2018,2107,1319,788,193,96,97,1920,790,1130,3,0,3,49.893440681979634,59.81859410430839,39.04856293359762
GADI,3912,1973,1939,2082,1272,810,84,39,45,1746,662,1084,0,0,0,53.220858895705526,64.4703497212367,41.774110366168124
GAMHARIYA,3645,1937,1708,1492,1009,483,103,57,46,2050,871,1179,0,0,0,40.93278463648834,52.09086215797625,28.278688524590162
GHAUDHDAUR PIPARA,2786,1466,1320,1263,839,424,115,61,54,1408,566,842,0,0,0,45.33381191672649,57.2305593451569,32.121212121212125
GOVINDAPUR,2561,1301,1260,1165,811,354,125,73,52,1271,417,854,0,0,0,45.49004295197189,62.336664104534975,28.095238095238095
HARIHARPUR (NAU.TA.JA.),4141,2133,2008,1917,1282,635,169,83,86,2053,767,1286,2,1,1,46.29316590195605,60.10314111579934,31.62350597609562
HARIHARPUR BIRTA,2605,1354,1251,1352,902,450,115,49,66,967,328,639,171,75,96,51.90019193857965,66.61742983751846,35.97122302158273
HARPATAGUNJ,3914,2099,1815,2328,1571,757,48,21,27,1535,506,1029,3,1,2,59.478794072560035,74.84516436398285,41.70798898071625
HARPUR,5393,2769,2624,2464,1568,896,234,122,112,2694,1079,1615,1,0,1,45.68885592434638,56.62694113398339,34.146341463414636
JAGARNATHPUR,5962,3128,2834,2480,1581,899,528,253,275,2954,1294,1660,0,0,0,41.59677960415968,50.54347826086957,31.721947776993648
JAIMANGALAPUR,4760,2397,2363,1830,1206,624,150,70,80,2777,1119,1658,3,2,1,38.445378151260506,50.31289111389236,26.4071096064325
JANAKITOLA,3824,1906,1918,1623,1019,604,41,20,21,2146,859,1287,14,8,6,42.44246861924686,53.46274921301154,31.49113660062565
JEETPUR,4637,2275,2362,2560,1526,1034,98,45,53,1977,704,1273,2,0,2,55.20810869096399,67.07692307692308,43.776460626587635
JHOUWA GUTHI,5534,2848,2686,2699,1756,943,205,109,96,2628,982,1646,2,1,1,48.771232381640765,61.65730337078652,35.10796723752792
KAUWA BAN KATAIYA,4279,2218,2061,2259,1415,844,52,24,28,1964,777,1187,4,2,2,52.79270857677027,63.79621280432822,40.95099466278506
LAHAWARTHAKARI,3524,1867,1657,1753,1212,541,56,26,30,1713,628,1085,2,1,1,49.74460839954597,64.91697911087306,32.64936632468316
LAKHANPUR,4313,2284,2029,1023,705,318,60,34,26,3230,1545,1685,0,0,0,23.71898910271273,30.866900175131352,15.672745194677182
LAL PARSA,3816,1978,1838,1774,1179,595,73,40,33,1969,759,1210,0,0,0,46.48846960167715,59.6056622851365,32.3721436343852
LANGADI,2988,1533,1455,1638,1086,552,44,22,22,1306,425,881,0,0,0,54.81927710843374,70.84148727984343,37.93814432989691
LIPANI BIRTA,6102,3275,2827,3458,2232,1226,32,18,14,2612,1025,1587,0,0,0,56.66994428056375,68.1526717557252,43.36752741422002
MADHUBAN MATHAUL,6125,3049,3076,3228,1968,1260,103,56,47,2793,1024,1769,1,1,0,52.70204081632654,64.54575270580519,40.96228868660598
