VDC/MUNICIPALITY,THATCH,GALV_IRON,TILE_SLATE,RCC,WOOD_PLANKS,MUD,OTHERS,NOT_STATED
ARBA VIJAYA,10,639,14,291,0,0,4,5
ARMALA,19,1042,40,229,1,0,5,0
BHACHOK,40,260,75,2,0,0,0,1
BHADAURE TAMAGI,54,344,391,83,0,0,0,3
BHARAT POKHARI,133,2000,96,215,2,0,1,21
CHAPAKOT,35,473,155,11,0,0,0,6
DANGSING,71,338,391,6,1,0,1,2
DEURALI,107,518,8,15,0,0,0,0
DHAMPUS,21,331,252,15,0,0,0,1
DHIKUR POKHARI,20,1077,628,148,0,0,0,7
DHITAL,11,402,339,11,1,0,2,1
GHACHOK,7,544,19,12,0,0,0,6
GHANDRUK,91,319,649,20,5,0,13,5
HANSAPUR,185,747,17,12,0,0,0,2
HEMJA,17,1952,41,992,1,1,2,13
KAHUN,4,511,1,56,0,0,0,2
KALIKA,44,954,0,19,0,0,1,8
KASKIKOT,16,977,420,85,0,0,1,9
KRITINACHNE CHAUR,48,1237,8,43,0,0,0,8
LAHACHOK,6,704,65,43,0,0,0,11
LAMACHAUR,16,939,16,749,2,0,2,21
LEKHNATH MUNICIPALITY,216,7833,33,6705,6,0,18,126
LUMLE,65,393,535,47,6,0,0,10
LWANGGHALEL,29,410,585,33,0,0,5,8
MACHHAPUCHCHHRE,32,191,161,0,0,0,9,2
MAJHTHANA,97,708,7,17,0,0,1,3
MAUJA,22,260,97,0,0,0,0,0
MIJUREDADA,211,588,106,2,0,0,0,0
NAMARJUNG,7,147,108,0,1,0,0,1
NIRMAL POKHARI,33,974,31,48,1,0,0,1
PARCHE,16,479,91,0,0,0,0,3
POKHARA SUB-METROPOLITAN CITY,322,21236,250,45603,62,0,190,573
PUMDIBHUMDI,69,1402,223,140,0,0,2,1
PURANCHAUR,10,653,132,66,0,0,0,4
RIBHAN,8,138,217,1,0,0,0,0
RUPAKOT,120,560,19,25,0,0,0,4
SAIMARANG,87,163,55,0,0,0,0,4
SALYAN,12,369,433,105,6,0,0,1
SARANGKOT,16,1672,15,359,0,0,7,11
SARDIKHOLA,13,396,386,63,0,0,12,9
SIDDHA,255,527,21,6,1,0,0,4
SILDUJURE,75,314,180,1,0,0,0,0
THUMAKODADA,103,417,209,0,0,0,1,4
THUMKI,291,476,56,2,0,0,1,2
VALAM,4,524,3,101,0,0,2,14
TOTAL,3068,57138,7578,56381,96,1,280,917
