VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
ARBA VIJAYA,3571,1600,1971,2656,1358,1298,45,18,27,868,224,644,2,0,2,74.37692523102773,84.875,65.85489599188229
ARMALA,4898,2141,2757,3781,1845,1936,172,77,95,945,219,726,0,0,0,77.19477337688852,86.17468472676319,70.22125498730503
BHACHOK,1386,628,758,823,444,379,141,70,71,422,114,308,0,0,0,59.37950937950938,70.70063694267516,50
BHADAURE TAMAGI,2966,1318,1648,2183,1098,1085,47,16,31,734,204,530,2,0,2,73.60080917060013,83.30804248861912,65.8373786407767
BHARAT POKHARI,9070,3976,5094,6973,3453,3520,244,102,142,1846,419,1427,7,2,5,76.87982359426681,86.84607645875252,69.1009030231645
CHAPAKOT,2430,1046,1384,1836,891,945,25,12,13,569,143,426,0,0,0,75.55555555555556,85.18164435946463,68.28034682080924
DANGSING,2774,1214,1560,1939,945,994,127,51,76,708,218,490,0,0,0,69.89906272530642,77.84184514003294,63.717948717948715
DEURALI,2197,924,1273,1549,753,796,88,36,52,560,135,425,0,0,0,70.50523441055986,81.4935064935065,62.529457973291436
DHAMPUS,2283,1000,1283,1657,817,840,21,8,13,605,175,430,0,0,0,72.57993867717914,81.69999999999999,65.47155105222136
DHIKUR POKHARI,6731,2964,3767,4898,2463,2435,88,46,42,1743,454,1289,2,1,1,72.7677908186005,83.09716599190283,64.64029731882134
DHITAL,2593,1150,1443,1710,872,838,81,50,31,800,227,573,2,1,1,65.94677979174702,75.82608695652175,58.07345807345807
GHACHOK,2495,1180,1315,1897,1006,891,36,10,26,555,162,393,7,2,5,76.03206412825652,85.2542372881356,67.75665399239543
