VDC/MUNICIPALITY,POPULATION_5_AND_ABOVE_BOTH_SEX,POPULATION_5_AND_ABOVE_MALE,POPULATION_5_AND_ABOVE_FEMALE,CAN_READ_WRITE_BOTH_SEX,CAN_READ_WRITE_MALE,CAN_READ_WRITE_FEMALE,CAN_READ_ONLY_BOTH_SEX,CAN_READ_ONLY_MALE,CAN_READ_ONLY_FEMALE,CANT_READ_WRITE_BOTH_SEX,CANT_READ_WRITE_MALE,CANT_READ_WRITE_FEMALE,NOT_STATED_BOTH_SEX,NOT_STATED_MALE,NOT_STATED_FEMALE,LITERACY_RATE_BOTH_SEX,LITERACY_RATE_MALE,LITERACY_RATE_FEMALE
GHANDRUK,3947,1883,2064,2535,1325,1210,135,84,51,1276,473,803,1,1,0,64.22599442614644,70.36643653744025,58.624031007751945
HANSAPUR,3382,1445,1937,2454,1198,1256,94,44,50,830,203,627,4,0,4,72.56061502069781,82.90657439446368,64.84254001032525
HEMJA,11205,5065,6140,9009,4545,4464,184,85,99,2007,433,1574,5,2,3,80.40160642570281,89.73346495557749,72.70358306188925
KAHUN,2212,1027,1185,1746,925,821,6,5,1,460,97,363,0,0,0,78.93309222423146,90.06815968841285,69.28270042194093
KALIKA,3641,1622,2019,2884,1465,1419,25,10,15,728,144,584,4,3,1,79.20900851414446,90.32059186189889,70.28231797919761
KASKIKOT,5464,2380,3084,4009,1993,2016,56,35,21,1398,352,1046,1,0,1,73.37115666178624,83.73949579831933,65.36964980544747
KRITINACHNE CHAUR,4628,1897,2731,3437,1584,1853,35,13,22,1155,299,856,1,1,0,74.26534140017286,83.50026357406432,67.85060417429513
LAHACHOK,2897,1242,1655,2114,1007,1107,38,17,21,743,218,525,2,0,2,72.97204004142216,81.07890499194848,66.8882175226586
LAMACHAUR,6505,2882,3623,5178,2588,2590,123,45,78,1204,249,955,0,0,0,79.60030745580323,89.79875086745317,71.48771736130278
LEKHNATH MUNICIPALITY,54349,24510,29839,45157,22325,22832,736,282,454,8429,1895,6534,27,8,19,83.08708531895711,91.08527131782945,76.51730956131237
LUMLE,3862,1719,2143,2689,1336,1353,151,58,93,1022,325,697,0,0,0,69.6271361988607,77.7196044211751,63.13579094727019
LWANGGHALEL,3752,1703,2049,2574,1280,1294,66,32,34,1112,391,721,0,0,0,68.60341151385929,75.1614797416324,63.15275744265495
MACHHAPUCHCHHRE,1559,711,848,1040,518,522,16,6,10,499,186,313,4,1,3,66.70942912123155,72.85513361462729,61.556603773584904
MAJHTHANA,2765,1130,1635,1984,975,1009,26,16,10,754,139,615,1,0,1,71.75406871609404,86.28318584070797,61.7125382262997
MAUJA,1282,576,706,955,476,479,9,3,6,318,97,221,0,0,0,74.49297971918877,82.63888888888889,67.84702549575071
MIJUREDADA,3457,1567,1890,2346,1196,1150,39,23,16,1071,348,723,1,0,1,67.86230835984958,76.3241863433312,60.84656084656085
NAMARJUNG,1015,474,541,615,319,296,53,27,26,347,128,219,0,0,0,60.591133004926114,67.29957805907173,54.71349353049908
NIRMAL POKHARI,3734,1591,2143,2839,1384,1455,84,18,66,811,189,622,0,0,0,76.03106588109266,86.98931489629163,67.895473635091
PARCHE,2167,959,1208,1441,727,714,21,15,6,705,217,488,0,0,0,66.49746192893402,75.80813347236705,59.10596026490066
POKHARA SUB-METROPOLITAN CITY,236367,115912,120455,205494,107941,97553,3099,1344,1755,27669,6591,21078,105,36,69,86.93853202858267,93.12323141693699,80.9870906147524
PUMDIBHUMDI,6859,3078,3781,5559,2793,2766,93,31,62,1205,253,952,2,1,1,81.04679982504737,90.74074074074075,73.15524993387993
PURANCHAUR,3335,1499,1836,2568,1297,1271,8,4,4,759,198,561,0,0,0,77.00149925037482,86.5243495663776,69.22657952069716
RIBHAN,1224,548,676,806,416,390,188,75,113,230,57,173,0,0,0,65.84967320261438,75.91240875912408,57.692307692307686
RUPAKOT,2708,1153,1555,2087,1018,1069,23,7,16,597,127,470,1,1,0,77.06794682422452,88.29141370338249,68.74598070739549
SAIMARANG,1078,475,603,708,363,345,24,11,13,346,101,245,0,0,0,65.67717996289424,76.42105263157895,57.2139303482587
SALYAN,3208,1384,1824,2362,1145,1217,90,43,47,755,196,559,1,0,1,73.6284289276808,82.73121387283237,66.72149122807018
SARANGKOT,7751,3593,4158,5920,3117,2803,131,60,71,1700,416,1284,0,0,0,76.37724164623918,86.75201781241303,67.41221741221742
SARDIKHOLA,3122,1441,1681,2087,1062,1025,6,2,4,1029,377,652,0,0,0,66.84817424727738,73.69882026370576,60.97560975609756
SIDDHA,2779,1160,1619,2074,993,1081,56,15,41,647,152,495,2,0,2,74.63116228859302,85.60344827586206,66.76961087090797
SILDUJURE,2280,1054,1226,1551,813,738,49,22,27,679,219,460,1,0,1,68.02631578947368,77.13472485768501,60.1957585644372
THUMAKODADA,2501,1097,1404,1620,813,807,63,14,49,817,270,547,1,0,1,64.77409036385446,74.11121239744757,57.47863247863248
THUMKI,3074,1364,1710,2439,1244,1195,47,18,29,586,102,484,2,0,2,79.34287573194536,91.20234604105572,69.88304093567251
VALAM,2435,1082,1353,1865,963,902,73,30,43,495,89,406,2,0,2,76.59137577002053,89.0018484288355,66.66666666666666
INSTITUTIONAL,11054,8260,2794,10754,8092,2662,53,28,25,245,140,105,2,0,2,97.28605029853446,97.96610169491525,95.2755905511811
