VDC/MUNICIPALITY,ELECTRICITY,KEROSENE,BIOGAS,SOLAR,OTHERS,NOT_STATED
ARBA VIJAYA,922,28,4,0,6,3
ARMALA,1290,34,1,0,11,0
BHACHOK,279,15,0,84,0,0
BHADAURE TAMAGI,701,115,0,44,15,0
BHARAT POKHARI,2277,168,5,1,10,7
CHAPAKOT,644,27,0,0,3,6
DANGSING,771,35,0,1,1,2
DEURALI,625,22,1,0,0,0
DHAMPUS,570,47,2,0,0,1
DHIKUR POKHARI,1790,82,3,0,1,4
DHITAL,726,37,0,0,0,4
GHACHOK,572,10,2,0,1,3
GHANDRUK,972,93,0,31,2,4
HANSAPUR,899,63,0,0,0,1
HEMJA,2944,56,4,0,10,5
KAHUN,550,17,0,2,4,1
KALIKA,956,61,0,1,2,6
KASKIKOT,1446,55,1,0,2,4
KRITINACHNE CHAUR,1263,75,0,0,1,5
LAHACHOK,798,24,1,1,1,4
LAMACHAUR,1688,42,2,1,5,7
LEKHNATH MUNICIPALITY,14323,449,32,9,62,62
LUMLE,1011,32,1,2,0,10
LWANGGHALEL,1013,42,0,0,9,6
MACHHAPUCHCHHRE,375,17,0,1,0,2
MAJHTHANA,778,50,0,1,1,3
MAUJA,359,19,0,1,0,0
MIJUREDADA,227,326,4,288,60,2
NAMARJUNG,254,2,0,3,4,1
NIRMAL POKHARI,1030,54,0,0,3,1
PARCHE,577,10,0,0,1,1
POKHARA SUB-METROPOLITAN CITY,66949,686,170,35,128,268
PUMDIBHUMDI,1739,93,3,0,2,0
PURANCHAUR,824,34,3,2,0,2
RIBHAN,341,23,0,0,0,0
RUPAKOT,661,62,1,0,1,3
SAIMARANG,284,21,0,0,1,3
SALYAN,890,33,0,0,2,1
SARANGKOT,1973,84,6,0,9,8
SARDIKHOLA,829,39,1,0,2,8
SIDDHA,465,168,0,178,3,0
SILDUJURE,532,37,0,0,1,0
THUMAKODADA,601,125,0,4,1,3
THUMKI,413,170,1,238,5,1
VALAM,626,12,1,1,0,8
TOTAL,119757,3694,249,929,370,460
