VDC/MUNICIPALITY,NO_FACILITY,AT_LEAST_ONE,RADIO,TELEVISION,CABLE_TELEVISION,COMPUTER,INTERNET,TELEPHONE,MOBILE_PHONE,MOTOR,MOTORCYCLE,CYCLE,OTHER_VEHICLE,REFRIGERATOR,NOT_STATED
BHIJER,16,77,72,16,0,1,0,2,57,0,0,0,0,0,0
CHHARKA,68,51,50,1,0,0,0,0,1,0,0,0,0,0,0
DHO,97,105,105,4,0,0,0,0,0,0,0,0,0,0,10
DUNAI,66,602,199,150,260,56,37,80,550,0,0,0,0,3,4
JUFAL,215,293,55,32,175,8,0,34,190,0,0,0,0,0,14
KAIGAUN,39,134,75,29,0,2,0,1,115,0,0,0,0,0,4
KALIKA,86,148,107,12,1,1,0,0,99,0,0,0,0,0,2
LAWAN,100,248,31,7,0,0,0,0,240,0,0,0,0,0,2
LHNA,77,128,59,2,0,0,0,0,116,0,0,0,0,0,0
LIKHU,141,273,144,2,0,1,0,0,170,0,0,0,57,0,1
MAJHFAL,205,314,173,1,0,0,0,0,203,0,0,0,0,0,0
MUKOT,139,21,18,0,0,0,0,1,2,0,0,1,0,0,3
NARKU,108,176,124,0,0,0,0,1,145,0,0,0,16,1,4
PAHADA,217,215,90,3,0,0,0,0,181,0,0,1,0,0,8
PHOKSUNDO,21,94,86,14,0,0,0,0,30,0,0,0,0,0,0
RAHA,18,132,92,1,0,0,0,1,105,0,0,0,0,0,40
RIMI,73,179,130,17,4,2,1,0,144,0,0,0,0,0,4
SAHARTARA,147,283,63,17,0,0,0,0,278,0,0,0,0,0,0
SALDANG,112,399,364,17,1,0,0,0,82,0,0,1,48,0,11
SARMI,128,270,178,7,1,1,0,0,158,0,0,0,0,0,4
SUNHOO,108,253,128,74,37,3,1,8,210,0,2,0,2,1,2
TINJE,82,166,144,52,0,0,0,0,39,0,3,1,6,0,8
TRIPURAKOT,88,431,363,75,83,4,0,2,204,0,0,0,0,0,2
